#{"t_start": 1787249027.5175855, "env_id": "None"}
r,l,t
-39.0,1,4.984688
-10.0,2,4.98978
-10.0,1,4.993753
-10.0,1,4.997483
-61.8,3,5.004282
-30.6,1,5.007787
-67.5,1,5.011297
-10.0,1,5.015673
-33.9,2,5.020883
-10.0,1,5.02438
-10.0,3,5.030888
-10.0,3,5.038167
-67.2,1,5.041574
-10.0,1,5.044903
-44.1,1,5.048346
-10.0,1,5.051704
-46.8,1,5.055517
-40.2,1,5.059041
-28.8,1,5.06234
-48.9,1,5.065656
-45.0,2,5.07074
-44.4,1,5.074172
-61.2,2,5.079587
-85.5,1,5.083006
-10.0,6,5.095078
-28.8,1,5.099098
-10.0,1,5.102556
-66.9,2,5.107634
-23.1,1,5.111237
-10.0,1,5.115823
-25.8,1,5.119604
-10.0,1,5.123341
-10.0,7,5.136484
-10.0,1,5.140243
-44.1,2,5.145565
-47.7,4,5.153779
-10.0,2,5.159235
-64.5,2,5.164455
-10.0,1,5.167795
-48.9,1,5.171177
-30.3,2,5.176101
-10.0,1,5.180264
-10.0,1,5.184264
-47.4,1,5.187768
-62.4,1,5.191102
-43.2,1,5.194403
-10.0,3,5.20144
-38.1,1,5.204962
-45.3,1,5.208347
-87.0,1,5.21178
-10.0,4,5.219845
-10.0,2,5.225257
-40.2,1,5.228661
-35.4,2,5.233729
-42.3,1,5.237147
-33.6,1,5.240483
-35.7,1,5.244501
-48.9,2,5.249963
-41.1,1,5.253402
-10.0,2,5.258534
-10.0,1,5.261917
-10.0,1,5.26581
-65.4,1,5.269215
-10.0,1,5.272542
-10.0,2,5.277617
-46.8,1,5.281107
-29.7,1,5.284836
-49.2,1,5.288398
-34.2,1,5.291691
-10.0,1,5.294856
-10.0,2,5.299587
-10.0,1,5.302767
-10.0,1,5.30646
-54.9,1,5.309739
-10.0,1,5.313047
-10.0,1,5.316316
-10.0,3,5.322562
-10.0,2,5.328236
-10.0,1,5.331496
-35.1,3,5.337705
-53.4,1,5.341092
-10.0,4,5.349465
-10.0,1,5.352835
-10.0,1,5.356155
-56.4,2,5.361065
-10.0,2,5.365805
-64.5,2,5.371943
-10.0,1,5.375443
-42.9,2,5.380142
-10.0,1,5.383589
-36.0,4,5.392023
-10.0,1,5.395257
-10.0,5,5.404881
-10.0,1,5.408182
-53.7,1,5.411857
-42.3,4,5.419783
-10.0,1,5.423209
-35.7,1,5.426333
-42.9,2,5.432395
-44.7,1,5.435853
-53.4,3,5.442158
-10.0,1,5.445681
-42.3,2,5.45061
-24.6,3,5.457989
-45.3,1,5.461796
-43.5,1,5.465129
-54.0,1,5.468858
-10.0,3,5.476756
-10.0,1,5.480144
-10.0,1,5.483647
-87.0,1,5.486991
-10.0,2,5.492003
-48.6,1,5.496245
-48.3,2,5.501455
-10.0,1,5.5047
-10.0,1,5.508551
-42.9,2,5.516826
-48.9,1,5.520665
-10.0,3,5.527255
-48.6,1,5.530623
-42.9,1,5.534159
-44.1,1,5.538485
-10.0,1,5.541889
-10.0,1,5.54519
-43.2,4,5.553548
-31.8,2,5.558972
-10.0,2,5.565253
-48.0,3,5.571757
-64.8,1,5.575379
-10.0,1,5.578966
-10.0,1,5.582176
-56.7,1,5.585697
-10.0,1,5.588943
-42.0,1,5.592349
-10.0,2,5.597456
-10.0,2,5.602823
-31.2,1,5.607106
-10.0,1,5.6106
-78.6,1,5.613939
-31.5,3,5.621541
-67.5,1,5.625304
-10.0,1,5.628569
-32.1,1,5.632391
-35.1,1,5.640553
-42.3,1,5.644408
-10.0,1,5.647879
-10.0,1,5.651138
-85.2,2,5.656235
-10.0,2,5.661899
-10.0,1,5.66552
-10.0,1,5.669063
-61.8,2,5.674156
-43.2,1,5.677611
-10.0,1,5.681245
-31.8,2,5.686851
-85.5,1,5.690121
-10.0,3,5.69689
-62.4,1,5.700789
-46.8,1,5.704651
-31.5,1,5.708594
-33.3,2,5.714026
-28.8,1,5.717719
-45.0,2,5.723426
-41.1,1,5.726891
-24.9,4,5.73493
-61.8,1,5.7386
-64.2,3,5.745409
-87.0,1,5.748847
-10.0,2,5.753789
-10.0,1,5.757173
-69.6,1,5.760523
-40.2,1,5.76394
-10.0,1,5.767321
-10.0,2,5.772243
-10.0,2,5.777515
-10.0,1,5.781855
-10.0,1,5.785584
-30.6,1,5.789268
-10.0,1,5.792665
-10.0,1,5.79605
-10.0,1,5.799447
-42.9,1,5.802755
-10.0,1,5.806423
-10.0,1,5.809943
-10.0,1,5.813317
-69.6,1,5.816788
-10.0,2,5.821706
-67.5,1,5.825179
-54.0,1,5.828483
-10.0,1,5.831733
-10.0,2,5.836407
-10.0,4,5.84445
-23.1,1,5.847778
-47.4,2,5.852449
-10.0,2,5.857559
-10.0,1,5.860856
-10.0,1,5.864244
-40.2,1,5.867686
-10.0,1,5.871133
-10.0,1,5.874408
-48.9,1,5.877639
-49.5,1,5.88079
-10.0,1,5.883934
-10.0,1,5.887355
-10.0,1,5.890622
-46.8,2,5.895355
-10.0,1,5.898524
-38.4,1,5.901843
-10.0,1,5.905139
-10.0,2,5.909941
-45.3,1,5.91314
-10.0,1,5.916362
-10.0,1,5.9212
-44.4,2,5.926398
-32.7,6,5.937867
-46.8,3,5.944182
-10.0,2,5.94901
-10.0,1,5.952347
-45.0,2,5.957103
-10.0,1,5.960305
-10.0,3,5.967723
-10.0,1,5.971207
-10.0,1,5.974834
-31.5,3,5.981292
-48.9,3,5.987854
-38.1,3,5.994719
-32.1,1,5.99807
-67.2,1,6.001348
-31.5,1,6.004811
-10.0,1,6.008009
-10.0,1,6.01135
-10.0,1,6.014937
-10.0,1,6.018474
-42.9,1,6.021856
-10.0,1,6.025299
-66.3,4,6.034266
-51.3,1,6.038149
-10.0,1,6.042039
-10.0,1,6.046627
-54.0,1,6.050961
-10.0,1,6.054293
-10.0,2,6.061341
-10.0,2,6.066646
-10.0,3,6.073164
-37.5,3,6.081285
-25.8,1,6.085221
-65.4,1,6.088702
-23.1,1,6.093086
-93.0,2,6.098736
-44.1,1,6.103427
-10.0,1,6.107127
-10.0,3,6.113856
-10.0,1,6.117298
-10.0,1,6.121701
-10.0,1,6.125614
-33.6,1,6.129131
-54.9,1,6.132398
-10.0,1,6.13587
-48.6,1,6.139753
-44.1,1,6.144253
-10.0,1,6.147978
-10.0,1,6.151562
-41.1,1,6.154814
-10.0,1,6.158263
-61.8,1,6.162033
-40.2,1,6.166379
-47.4,1,6.169778
-47.1,2,6.175616
-10.0,1,6.178958
-31.5,1,6.182836
-10.0,1,6.187299
-10.0,2,6.192427
-10.0,3,6.19909
-10.0,1,6.202836
-10.0,1,6.207685
-10.0,1,6.211011
-30.6,1,6.21488
-41.1,2,6.220116
-25.5,2,6.226498
-10.0,1,6.230274
-10.0,1,6.233463
-10.0,1,6.236676
-10.0,1,6.240138
-10.0,1,6.244088
-56.7,1,6.248414
-38.4,1,6.251767
-10.0,1,6.25518
-10.0,1,6.258487
-38.1,3,6.266342
-64.8,1,6.270148
-10.0,1,6.273474
-40.2,1,6.27667
-10.0,1,6.280074
-10.0,2,6.285724
-38.4,2,6.291472
-40.8,2,6.296485
-10.0,2,6.301295
-10.0,1,6.304727
-67.2,1,6.309285
-10.0,1,6.313307
-46.8,1,6.316728
-10.0,1,6.320253
-87.0,1,6.325379
-36.9,1,6.330492
-68.1,1,6.334728
-40.2,1,6.33855
-10.0,2,6.343823
-53.4,2,6.350454
-10.0,2,6.356175
-10.0,2,6.361417
-10.0,2,6.366871
-49.5,1,6.371274
-47.4,1,6.375151
-42.6,2,6.380418
-10.0,2,6.3855
-10.0,2,6.391562
-42.0,1,6.395448
-53.7,2,6.400496
-35.7,1,6.403976
-46.8,1,6.407641
-10.0,1,6.412182
-32.1,1,6.416268
-10.0,3,6.422864
-25.5,2,6.427854
-42.3,1,6.432098
-10.0,1,6.436516
-67.5,1,6.440127
-61.8,1,6.443641
-48.6,1,6.447493
-53.7,1,6.451177
-10.0,1,6.454704
-24.9,2,6.460595
-33.6,1,6.465396
-10.0,3,6.475158
-45.0,2,6.483062
-10.0,1,6.488366
-10.0,1,6.493919
-10.0,2,6.501481
-10.0,1,6.505034
-48.6,1,6.508752
-10.0,1,6.512374
-10.0,2,6.519391
-10.0,1,6.52301
-39.9,2,6.528502
-10.0,1,6.532099
-10.0,3,6.54236
-10.0,1,6.547611
-48.6,1,6.552782
-10.0,1,6.559883
-42.9,2,6.567506
-10.0,2,6.574965
-10.0,3,6.587609
-10.0,2,6.595103
-10.0,2,6.604237
-56.4,2,6.61182
-10.0,1,6.616979
-49.8,1,6.6237
-10.0,1,6.628652
-24.9,2,6.636317
-10.0,1,6.642678
-25.2,1,6.647845
-92.7,3,6.656073
-51.3,1,6.661299
-10.0,1,6.665455
-42.9,1,6.668988
-53.4,1,6.672262
-10.0,1,6.675666
-10.0,1,6.679087
-30.9,1,6.683391
-10.0,1,6.686842
-43.5,1,6.691283
-53.7,1,6.695708
-10.0,3,6.703583
-10.0,1,6.707709
-70.2,3,6.714092
-25.8,1,6.718333
-10.0,2,6.724936
-10.0,5,6.738582
-44.4,1,6.743537
-10.0,2,6.752528
-38.4,1,6.757359
-28.8,1,6.762332
-67.5,1,6.769238
-10.0,1,6.774193
-42.0,1,6.778727
-68.1,1,6.78335
-10.0,4,6.796751
-10.0,1,6.801385
-10.0,2,6.808846
-10.0,1,6.813435
-49.8,1,6.817313
-28.8,1,6.820879
-10.0,1,6.824373
-56.4,2,6.831671
-25.8,1,6.835207
-10.0,2,6.840084
-10.0,1,6.843665
-41.1,1,6.847677
-30.9,2,6.854001
-10.0,1,6.857445
-10.0,6,6.869376
-40.2,1,6.87343
-38.7,1,6.876664
-65.4,1,6.87992
-10.0,2,6.884893
-10.0,4,6.892928
-44.4,1,6.89625
-68.1,1,6.899746
-10.0,1,6.903241
-30.9,1,6.90643
-10.0,1,6.909714
-51.3,1,6.912887
-10.0,1,6.916162
-10.0,2,6.920985
-10.0,2,6.925689
-10.0,1,6.92889
-10.0,2,6.934247
-31.2,1,6.937478
-42.0,1,6.940651
-10.0,2,6.945345
-10.0,1,6.94897
-10.0,1,6.953025
-10.0,2,6.959377
-38.7,1,6.964123
-32.1,1,6.968837
-10.0,1,6.973164
-44.1,4,6.983746
-35.7,1,6.988097
-10.0,1,6.992372
-10.0,1,6.997414
-10.0,1,7.005716
-10.0,1,7.011103
-48.6,1,7.017046
-53.4,3,7.027213
-10.0,1,7.032617
-41.1,1,7.037872
-10.0,2,7.045585
-10.0,2,7.053255
-61.8,1,7.05849
-85.5,1,7.06392
-10.0,1,7.069074
-10.0,2,7.077934
-33.3,5,7.09248
-38.7,1,7.09748
-49.5,1,7.10235
-31.8,2,7.110649
-10.0,2,7.11795
-46.8,1,7.122882
-10.0,1,7.127877
-32.1,1,7.132727
-10.0,1,7.137634
-43.2,1,7.142509
-10.0,1,7.147373
-35.4,2,7.1545
-10.0,1,7.160709
-35.7,1,7.166065
-10.0,2,7.173771
-28.5,2,7.179533
-10.0,5,7.189097
-10.0,2,7.193509
-10.0,1,7.196427
-10.0,1,7.199368
-10.0,1,7.202277
-34.8,2,7.206614
-10.0,1,7.20952
-10.0,1,7.212433
-93.3,1,7.21536
-41.1,1,7.218197
-10.0,1,7.223036
-10.0,1,7.227035
-10.0,1,7.230952
-10.0,1,7.234885
-10.0,1,7.239627
-10.0,1,7.244333
-10.0,1,7.249188
-43.5,4,7.262216
-44.7,1,7.267514
-10.0,1,7.272605
-69.6,1,7.277558
-10.0,1,7.282551
-45.3,1,7.28752
-54.0,1,7.292442
-10.0,1,7.297335
-44.4,1,7.302355
-10.0,1,7.307375
-43.2,1,7.31225
-10.0,1,7.31707
-10.0,1,7.320958
-61.8,2,7.326298
-40.8,2,7.331039
-10.0,1,7.334174
-10.0,1,7.337021
-10.0,1,7.339816
-53.4,2,7.344004
-44.1,2,7.348638
-56.4,2,7.352845
-48.6,1,7.355632
-48.6,1,7.358407
-10.0,1,7.361278
-10.0,1,7.364254
-10.0,1,7.367162
-44.7,3,7.372594
-10.0,1,7.375444
-31.2,2,7.379714
-33.9,5,7.387857
-10.0,1,7.390728
-10.0,2,7.395218
-10.0,1,7.398289
-10.0,1,7.401215
-10.0,2,7.405294
-10.0,1,7.408182
-10.0,2,7.413117
-42.9,2,7.417448
-10.0,1,7.420246
-72.6,1,7.423135
-10.0,1,7.425922
-10.0,1,7.428941
-53.4,1,7.431846
-10.0,1,7.434663
-49.2,2,7.438811
-10.0,1,7.44162
-56.4,2,7.446331
-45.3,1,7.449222
-10.0,1,7.452086
-43.2,1,7.454939
-33.6,1,7.457725
-10.0,3,7.463856
-10.0,3,7.469354
-28.8,4,7.476798
-10.0,1,7.479735
-62.4,1,7.482511
-42.3,1,7.485356
-45.0,1,7.488159
-67.5,1,7.491532
-10.0,1,7.494911
-93.3,1,7.497881
-10.0,1,7.500844
-10.0,1,7.503664
-10.0,1,7.506436
-10.0,2,7.510655
-10.0,1,7.513479
-10.0,1,7.51634
-10.0,1,7.519153
-10.0,1,7.52195
-10.0,1,7.524949
-51.0,2,7.5291
-10.0,1,7.531968
-10.0,1,7.53479
-42.0,2,7.539063
-35.7,3,7.544765
-10.0,1,7.547704
-10.0,3,7.55314
-22.8,2,7.559678
-10.0,3,7.567272
-48.6,1,7.570802
-10.0,2,7.575622
-10.0,3,7.582613
-10.0,1,7.586326
-10.0,1,7.590869
-10.0,1,7.594603
-10.0,2,7.599975
-10.0,1,7.60387
-48.3,4,7.612721
-42.6,1,7.616424
-10.0,2,7.623
-43.5,1,7.628228
-32.1,1,7.633184
-10.0,2,7.64096
