#{"t_start": 1786829237.1354809, "env_id": "None"}
r,l,t
-10.0,3,32.234334
-10.0,1,32.239283
-10.0,1,32.24432
-10.0,1,32.249871
-10.0,1,32.254799
-10.0,2,32.263355
-10.0,3,32.273206
-10.0,3,32.283153
-38.4,2,32.290398
-10.0,3,32.300247
-10.0,5,32.314795
-10.0,2,32.322045
-10.0,1,32.327447
-10.0,1,32.332426
-10.0,1,32.337423
-10.0,1,32.343186
-10.0,1,32.348164
-10.0,2,32.355346
-10.0,3,32.365463
-10.0,2,32.373209
-10.0,2,32.380666
-10.0,3,32.390709
-61.8,1,32.395689
-10.0,1,32.400766
-10.0,2,32.408627
-10.0,1,32.413662
-10.0,1,32.418638
-10.0,5,32.433271
-10.0,1,32.43856
-10.0,1,32.443539
-45.0,2,32.4511
-10.0,3,32.460987
-10.0,2,32.468651
-10.0,2,32.479697
-10.0,3,32.492477
-10.0,1,32.498037
-10.0,1,32.50346
-10.0,1,32.509701
-10.0,4,32.52624
-10.0,1,32.532931
-10.0,2,32.542335
-10.0,1,32.549078
-10.0,1,32.554749
-10.0,1,32.561153
-10.0,2,32.569356
-10.0,1,32.575128
-10.0,2,32.583715
-40.8,2,32.593189
-10.0,1,32.598447
-10.0,1,32.604939
-10.0,1,32.610932
-49.8,1,32.6165
-10.0,1,32.622269
-10.0,2,32.630889
-10.0,1,32.636153
-10.0,1,32.642669
-10.0,1,32.648274
-10.0,3,32.660671
-42.0,1,32.66574
-10.0,1,32.671919
-10.0,2,32.680013
-10.0,8,32.708418
-49.8,1,32.713186
-10.0,1,32.718192
-10.0,5,32.73349
-10.0,2,32.74222
-10.0,1,32.747228
-10.0,1,32.751864
-10.0,1,32.756644
-10.0,1,32.761332
-10.0,1,32.766516
-10.0,1,32.771215
-10.0,1,32.775966
-10.0,1,32.781368
-10.0,2,32.788807
-10.0,1,32.794209
-35.4,2,32.801157
-40.8,2,32.808325
-10.0,1,32.813669
-10.0,1,32.819632
-10.0,2,32.828412
-10.0,1,32.833641
-10.0,5,32.851721
-10.0,3,32.863395
-10.0,1,32.869449
-40.5,3,32.881634
-10.0,2,32.891518
-10.0,1,32.898144
-40.8,2,32.908009
-10.0,1,32.915037
-10.0,1,32.920908
-10.0,3,32.931716
-10.0,1,32.938546
-10.0,1,32.943627
-25.8,1,32.948956
-10.0,1,32.954606
-10.0,1,32.962786
-10.0,2,32.971081
-10.0,1,32.976916
-10.0,4,32.991839
-10.0,5,33.009529
-10.0,1,33.014612
-10.0,1,33.020132
-32.1,1,33.025433
-10.0,1,33.030451
-10.0,3,33.040393
-10.0,1,33.045393
-10.0,2,33.052703
-10.0,1,33.057893
-10.0,1,33.062665
-10.0,4,33.075768
-10.0,3,33.085356
-10.0,1,33.090225
-62.4,1,33.095076
-10.0,1,33.101159
-10.0,1,33.106409
-10.0,2,33.114568
-10.0,2,33.122373
-10.0,1,33.127634
-10.0,2,33.135236
-10.0,2,33.142546
-10.0,1,33.148606
-10.0,2,33.155948
-10.0,1,33.161091
-10.0,1,33.166087
-44.1,1,33.171049
-10.0,1,33.176322
-10.0,3,33.186033
-10.0,1,33.191069
-10.0,1,33.197114
-10.0,2,33.204882
-10.0,2,33.212269
-10.0,5,33.227389
-10.0,1,33.233201
-10.0,2,33.244055
-10.0,2,33.25181
-54.0,1,33.260783
-10.0,1,33.266284
-10.0,2,33.27573
-10.0,4,33.292499
-10.0,1,33.29787
-10.0,4,33.314861
-10.0,1,33.320331
-35.1,1,33.329245
-10.0,1,33.33519
-10.0,1,33.34094
-10.0,2,33.349593
-10.0,2,33.358767
-61.8,1,33.365367
-10.0,1,33.372419
-10.0,1,33.378259
-10.0,2,33.386307
-10.0,2,33.395199
-10.0,4,33.409239
-10.0,1,33.414358
-10.0,3,33.424754
-10.0,1,33.429794
-10.0,1,33.434944
-10.0,1,33.440311
-10.0,1,33.445334
-10.0,3,33.455425
-10.0,1,33.460418
-53.7,1,33.465801
-10.0,1,33.471293
-10.0,2,33.478931
-87.0,1,33.484542
-10.0,3,33.495176
-10.0,2,33.506386
-29.4,6,33.526576
-10.0,6,33.544239
-10.0,1,33.549724
-28.5,2,33.557474
-10.0,2,33.565333
-34.2,1,33.570535
-44.4,1,33.575604
-40.8,3,33.585751
-10.0,1,33.59087
-10.0,1,33.596195
-10.0,1,33.60127
-10.0,1,33.606384
-10.0,1,33.611654
-10.0,2,33.619207
-10.0,1,33.624236
-39.0,1,33.629681
-10.0,4,33.642254
-10.0,1,33.647329
-10.0,1,33.652174
-10.0,1,33.657328
-10.0,2,33.664699
-10.0,2,33.67195
-10.0,4,33.684725
-10.0,2,33.693769
-10.0,2,33.70308
-10.0,1,33.710804
-10.0,1,33.717578
-10.0,2,33.727424
-10.0,1,33.733668
-10.0,1,33.740159
-10.0,1,33.74638
-10.0,4,33.761838
-10.0,1,33.768172
-48.6,1,33.773636
-32.1,1,33.778553
-10.0,2,33.786284
-10.0,3,33.796061
-10.0,1,33.801168
-10.0,2,33.808564
-10.0,2,33.815866
-37.8,2,33.823409
-10.0,1,33.828366
-10.0,1,33.833565
-10.0,3,33.843349
-10.0,3,33.853411
-10.0,2,33.860746
-10.0,1,33.866418
-10.0,1,33.871548
-10.0,1,33.876627
-10.0,1,33.882154
-10.0,1,33.887285
-36.6,2,33.894594
-10.0,1,33.899829
-10.0,2,33.907156
-10.0,1,33.91223
-67.2,1,33.917273
-10.0,1,33.922191
-10.0,2,33.929717
-22.8,2,33.937071
-10.0,1,33.94202
-10.0,1,33.947197
-10.0,2,33.954551
-56.7,1,33.959515
-10.0,1,33.964601
-10.0,1,33.969609
-10.0,1,33.974517
-10.0,2,33.982074
-54.0,1,33.987102
-10.0,2,33.994793
-10.0,2,34.002379
-10.0,1,34.007439
-10.0,1,34.012416
-10.0,2,34.019753
-10.0,1,34.025123
-10.0,1,34.030491
-10.0,1,34.035515
-10.0,2,34.043059
-10.0,1,34.048061
-35.7,1,34.053043
-10.0,2,34.063876
-10.0,1,34.069349
-47.7,1,34.07469
-56.7,1,34.080537
-10.0,1,34.085572
-10.0,1,34.091043
-51.3,1,34.096063
-10.0,5,34.110659
-10.0,1,34.115631
-10.0,2,34.123133
-10.0,1,34.128054
-10.0,2,34.13564
-10.0,4,34.147762
-10.0,1,34.152987
-10.0,1,34.157954
-35.7,1,34.162866
-10.0,2,34.170411
-10.0,1,34.175391
-10.0,1,34.18032
-10.0,3,34.190122
-10.0,1,34.19514
-10.0,1,34.201074
-10.0,1,34.20622
-10.0,1,34.21117
-10.0,1,34.216311
-10.0,1,34.221322
-38.7,1,34.226259
-10.0,1,34.231268
-10.0,2,34.238612
-53.1,2,34.245904
-10.0,1,34.250982
-10.0,1,34.255919
-10.0,1,34.26078
-46.8,1,34.266042
-10.0,1,34.271084
-10.0,3,34.281112
-10.0,1,34.286108
-10.0,1,34.290991
-10.0,1,34.296143
-10.0,1,34.301135
-10.0,3,34.310858
-10.0,1,34.315887
-10.0,5,34.330427
-10.0,1,34.335427
-10.0,3,34.345256
-42.6,1,34.350332
-10.0,1,34.355518
-30.9,3,34.365492
-10.0,1,34.370487
-35.7,1,34.375756
-10.0,2,34.383112
-10.0,2,34.390567
-10.0,3,34.400294
-10.0,1,34.40535
-10.0,2,34.413117
-67.5,1,34.418169
-10.0,2,34.425769
-10.0,2,34.433304
-10.0,1,34.438267
-10.0,2,34.445978
-10.0,2,34.453216
-43.2,1,34.459071
-10.0,1,34.464815
-10.0,1,34.471113
-10.0,2,34.478565
-38.7,1,34.482919
-10.0,1,34.488708
-10.0,2,34.495883
-10.0,2,34.503892
-10.0,1,34.512166
-54.0,1,34.51791
-10.0,1,34.524382
-10.0,1,34.530796
-10.0,2,34.540079
-41.1,1,34.547528
-54.0,4,34.56557
-10.0,1,34.572587
-10.0,6,34.593673
-10.0,1,34.599275
-10.0,1,34.606711
-10.0,3,34.618566
-10.0,2,34.626925
-44.7,1,34.631976
-10.0,2,34.63961
-10.0,2,34.646966
-10.0,1,34.652267
-10.0,1,34.657378
-10.0,1,34.662254
-10.0,1,34.667403
-10.0,1,34.672352
-10.0,2,34.679622
-10.0,1,34.684903
-10.0,3,34.694638
-10.0,1,34.699797
-10.0,1,34.704777
-10.0,1,34.709698
-10.0,1,34.714908
-10.0,1,34.719945
-38.4,3,34.729732
-32.1,1,34.734748
-10.0,3,34.744449
-31.8,2,34.751944
-10.0,3,34.761702
-10.0,3,34.771382
-10.0,2,34.779207
-10.0,1,34.784235
-10.0,1,34.789154
-10.0,1,34.7944
-10.0,2,34.801792
-10.0,1,34.806752
-10.0,1,34.811946
-10.0,2,34.819268
-10.0,1,34.824307
-10.0,1,34.829362
-45.3,1,34.834261
-10.0,4,34.846616
-10.0,1,34.85163
-44.4,1,34.856782
-10.0,1,34.861752
-10.0,1,34.866686
-10.0,1,34.871556
-10.0,2,34.879076
-10.0,1,34.884007
-10.0,1,34.889268
-10.0,1,34.894282
-10.0,2,34.901588
-10.0,1,34.906785
-10.0,4,34.918765
-10.0,1,34.923976
-10.0,1,34.928876
-10.0,2,34.936246
-10.0,1,34.941369
-48.3,2,34.948621
-10.0,4,34.960853
-10.0,2,34.968229
-10.0,1,34.97327
-10.0,3,34.982855
-10.0,2,34.99056
-10.0,3,35.000372
-10.0,1,35.005787
-10.0,1,35.010746
-10.0,1,35.015771
-10.0,1,35.020887
-10.0,1,35.025808
-10.0,2,35.033254
-45.0,2,35.040623
-10.0,2,35.047923
-10.0,3,35.057786
-10.0,2,35.065475
-10.0,1,35.070939
-10.0,1,35.075945
-10.0,2,35.083545
-38.1,1,35.088507
-10.0,3,35.098788
-28.5,2,35.106112
-10.0,1,35.11114
-10.0,1,35.116349
-53.4,1,35.121446
-10.0,2,35.129126
-10.0,2,35.136534
-10.0,4,35.148901
-54.9,1,35.153885
-10.0,1,35.158785
-48.3,2,35.166629
-38.7,1,35.171685
-30.6,1,35.17677
-10.0,1,35.181817
-70.8,1,35.18661
-10.0,1,35.191639
-10.0,2,35.199806
-10.0,1,35.206068
-10.0,3,35.216826
-10.0,3,35.231188
-10.0,3,35.244915
-10.0,1,35.251112
-10.0,2,35.261813
-35.7,1,35.267425
-10.0,3,35.281011
-10.0,1,35.288062
-10.0,2,35.298032
-10.0,1,35.30394
-10.0,2,35.31479
-38.7,1,35.320629
-10.0,1,35.325683
-10.0,3,35.338053
-10.0,1,35.344119
-10.0,1,35.349775
-10.0,1,35.357224
-10.0,6,35.378011
-10.0,8,35.401598
-10.0,1,35.40708
-10.0,2,35.414153
-10.0,1,35.419137
-10.0,2,35.426222
-10.0,1,35.43088
-10.0,2,35.438166
-10.0,1,35.442828
-10.0,1,35.447382
-10.0,2,35.454715
-10.0,1,35.459372
-10.0,3,35.468628
-10.0,1,35.473256
-35.4,2,35.480011
-10.0,3,35.489277
-78.6,1,35.493957
-10.0,1,35.498852
-10.0,1,35.503779
-10.0,1,35.508713
-10.0,1,35.513763
-10.0,1,35.518816
-10.0,1,35.523743
-10.0,1,35.528776
-10.0,2,35.536163
-42.3,1,35.541108
-10.0,2,35.548847
-62.4,1,35.55383
-43.2,1,35.558773
-10.0,1,35.564086
-10.0,2,35.571313
-10.0,1,35.576125
-10.0,2,35.584023
-10.0,1,35.589049
-10.0,1,35.594152
-10.0,1,35.59907
-10.0,1,35.604026
-10.0,1,35.609205
-10.0,1,35.614086
-10.0,2,35.62134
-10.0,4,35.633469
-10.0,1,35.63851
-53.1,2,35.646061
-10.0,2,35.653301
-10.0,1,35.658431
-10.0,2,35.665657
-10.0,4,35.677812
-43.5,4,35.689913
-10.0,4,35.701848
-10.0,5,35.716603
-65.4,1,35.721825
-66.6,3,35.731504
-10.0,2,35.739391
-44.4,1,35.744569
-10.0,1,35.749866
-54.3,3,35.7602
-10.0,4,35.773043
-10.0,4,35.785898
-10.0,1,35.790874
-43.2,1,35.795769
-10.0,1,35.800951
-10.0,1,35.806801
-10.0,3,35.819174
-10.0,3,35.831459
-10.0,1,35.838119
-10.0,2,35.847679
-10.0,1,35.854007
-10.0,6,35.875259
-10.0,1,35.881961
-10.0,1,35.888267
-10.0,2,35.897725
-44.4,1,35.903735
-10.0,1,35.908705
-85.2,2,35.916297
-87.0,1,35.921311
-10.0,2,35.92914
-10.0,2,35.936783
-10.0,3,35.946593
-10.0,1,35.951567
-10.0,1,35.956467
-10.0,1,35.96169
-10.0,3,35.971558
-10.0,1,35.97806
-38.1,3,35.987672
-85.5,1,35.99278
-10.0,1,35.997739
-10.0,1,36.002605
-10.0,1,36.007687
-10.0,2,36.015215
-10.0,2,36.022533
-35.1,1,36.027645
-10.0,1,36.032511
-10.0,1,36.037372
-10.0,2,36.0449
-10.0,1,36.049808
-10.0,1,36.054738
-10.0,2,36.062252
-10.0,1,36.067139
-93.0,2,36.074808
-10.0,1,36.079709
-10.0,2,36.086899
-10.0,1,36.092799
-10.0,5,36.108196
-10.0,1,36.113448
-10.0,1,36.118628
-10.0,1,36.123939
-10.0,1,36.129085
-10.0,1,36.134161
-10.0,2,36.142412
-10.0,3,36.15311
-10.0,1,36.158307
-49.5,1,36.16325
-10.0,1,36.168338
-10.0,1,36.173337
-10.0,2,36.180603
-10.0,1,36.185828
-10.0,2,36.193135
-10.0,1,36.198046
-34.5,5,36.212543
-10.0,1,36.219187
-10.0,1,36.224488
-10.0,1,36.229704
-10.0,1,36.236789
-10.0,1,36.242014
-10.0,1,36.247442
-10.0,2,36.26122
-10.0,3,36.278199
-10.0,1,36.287024
-44.7,1,36.295611
-10.0,4,36.311474
-10.0,1,36.316625
-10.0,2,36.323912
-10.0,2,36.331457
-10.0,1,36.33642
-42.9,2,36.343841
-10.0,1,36.348802
-10.0,1,36.353717
-10.0,1,36.358747
-49.8,1,36.364043
-10.0,4,36.376177
-10.0,1,36.381166
-43.2,1,36.386156
-10.0,1,36.391309
-10.0,2,36.398608
-10.0,1,36.403513
-10.0,2,36.411041
-10.0,2,36.418336
-10.0,1,36.423544
-10.0,2,36.43092
-87.0,1,36.435931
-10.0,3,36.445824
-10.0,1,36.450742
-10.0,2,36.458407
-10.0,2,36.465739
-62.1,2,36.473286
-10.0,1,36.47831
-10.0,2,36.48559
-10.0,1,36.491071
-10.0,2,36.498711
-10.0,1,36.503886
-10.0,3,36.513506
-45.0,2,36.521058
-10.0,1,36.525985
-10.0,1,36.530856
-10.0,4,36.543018
-10.0,4,36.555464
-10.0,1,36.560437
-10.0,3,36.57115
-46.5,2,36.57875
-10.0,1,36.584017
-10.0,1,36.589268
-10.0,3,36.599788
-10.0,1,36.605196
-10.0,1,36.61024
-10.0,1,36.616057
-10.0,1,36.622245
-10.0,1,36.628356
-10.0,1,36.634945
-10.0,1,36.641232
-61.5,3,36.653865
-10.0,2,36.663337
-10.0,1,36.669635
-10.0,3,36.681999
-10.0,1,36.688249
-25.8,1,36.694714
-10.0,2,36.703873
-10.0,1,36.709193
-10.0,3,36.719181
-10.0,1,36.724199
-44.7,1,36.729475
-10.0,1,36.734437
-10.0,1,36.739467
-10.0,1,36.744655
-34.5,1,36.749597
-10.0,2,36.756925
-10.0,2,36.764594
-10.0,4,36.776812
-10.0,1,36.781773
-40.8,2,36.789251
-10.0,1,36.79463
-10.0,3,36.804323
-10.0,1,36.809808
-62.4,1,36.815033
-10.0,1,36.820066
-46.8,2,36.830435
-78.3,2,36.839263
-10.0,2,36.846888
-10.0,1,36.852295
-10.0,3,36.862135
-38.1,4,36.874174
-10.0,2,36.881308
-10.0,1,36.886396
-46.8,1,36.89125
-10.0,1,36.896014
-10.0,2,36.903932
-10.0,1,36.90887
-10.0,1,36.913657
-10.0,1,36.918809
-10.0,2,36.925984
-10.0,5,36.940208
-10.0,1,36.94504
-10.0,1,36.950015
-10.0,2,36.957226
-10.0,1,36.961973
-10.0,5,36.976103
-10.0,2,36.983449
-38.1,3,36.992951
-10.0,3,37.002548
-10.0,1,37.007429
-10.0,3,37.017509
-10.0,1,37.022513
-48.9,1,37.027309
-10.0,1,37.032443
-10.0,4,37.044327
-10.0,1,37.049277
-10.0,2,37.056474
-87.0,1,37.061992
-10.0,3,37.07172
-10.0,1,37.076753
-10.0,3,37.086421
-10.0,3,37.096134
-49.2,1,37.101038
-10.0,1,37.105821
-10.0,1,37.112301
-10.0,1,37.120715
-10.0,4,37.13362
-10.0,2,37.140933
-10.0,2,37.148081
-10.0,1,37.152921
-10.0,1,37.158138
-10.0,1,37.163021
-10.0,1,37.167803
-10.0,2,37.175125
-10.0,1,37.1799
-10.0,1,37.184623
-48.6,1,37.189648
-10.0,1,37.194436
-42.3,3,37.203844
-10.0,1,37.208713
-10.0,1,37.213476
-10.0,7,37.233711
-10.0,1,37.238946
-10.0,1,37.243983
-10.0,3,37.255168
-10.0,1,37.260803
-25.2,3,37.271983
-10.0,3,37.283065
-10.0,1,37.289004
-10.0,3,37.300249
-10.0,3,37.311397
-10.0,1,37.317219
-10.0,2,37.32535
-10.0,4,37.338539
-10.0,1,37.343523
-10.0,2,37.35079
-10.0,1,37.355656
-10.0,3,37.365707
-10.0,2,37.373179
-10.0,1,37.378099
-10.0,2,37.386572
-10.0,1,37.391551
-10.0,1,37.396582
-10.0,3,37.406173
-10.0,1,37.411152
-10.0,1,37.416158
-35.7,1,37.421017
-10.0,1,37.425819
-10.0,1,37.431124
-10.0,2,37.438484
-10.0,1,37.443542
-10.0,1,37.448468
-10.0,2,37.455596
-10.0,1,37.460669
-10.0,2,37.467872
-10.0,4,37.479792
-54.0,4,37.491745
-48.6,1,37.496623
-10.0,1,37.501409
-28.8,1,37.506203
-10.0,1,37.511078
-41.1,2,37.518184
-10.0,4,37.530122
-10.0,3,37.539791
-10.0,1,37.544677
-10.0,1,37.549437
-10.0,1,37.554217
-32.1,1,37.559139
-10.0,1,37.563902
-10.0,1,37.568717
-10.0,2,37.576131
-10.0,6,37.59281
-10.0,1,37.597624
-44.1,2,37.605133
-10.0,1,37.609985
-10.0,3,37.619796
-10.0,1,37.625161
-43.2,1,37.63008
-10.0,2,37.63754
-10.0,1,37.642416
-10.0,2,37.649505
-30.6,1,37.654476
-10.0,1,37.659241
-10.0,2,37.666553
-10.0,1,37.67168
-10.0,4,37.683896
-10.0,2,37.691342
-10.0,1,37.696242
-53.4,1,37.701554
-10.0,5,37.716374
-10.0,1,37.72159
-10.0,1,37.726573
-10.0,3,37.736994
-10.0,1,37.74164
-48.6,1,37.746242
-10.0,1,37.751777
-10.0,2,37.759695
-10.0,1,37.764815
-46.2,5,37.782359
-10.0,4,37.799218
-10.0,2,37.80845
-10.0,1,37.815764
-10.0,2,37.826712
-10.0,1,37.832538
-10.0,1,37.840256
-10.0,2,37.84956
-10.0,1,37.858589
-10.0,2,37.880232
-10.0,5,37.934122
-10.0,3,37.970574
-28.5,2,37.988823
-10.0,1,37.995685
-28.5,2,38.007725
-10.0,1,38.015368
-42.6,3,38.029718
-10.0,1,38.03615
-10.0,3,38.045167
-42.9,6,38.061239
-10.0,2,38.068944
-38.1,1,38.07398
-10.0,2,38.082304
-10.0,5,38.096956
-38.7,1,38.102027
-30.9,1,38.106947
-10.0,1,38.112967
-10.0,2,38.120402
-54.9,1,38.125461
-10.0,1,38.131062
-10.0,1,38.136191
-10.0,1,38.141315
-10.0,1,38.146474
-10.0,2,38.153888
-10.0,2,38.161755
-10.0,1,38.166449
-10.0,1,38.17126
-10.0,1,38.176618
-47.1,3,38.186621
-10.0,1,38.19157
-10.0,1,38.196361
-10.0,2,38.207666
-10.0,1,38.213452
-43.2,1,38.219565
-10.0,1,38.228461
-10.0,3,38.242971
-10.0,1,38.248957
-10.0,1,38.25537
-10.0,1,38.264474
-10.0,2,38.273596
-10.0,2,38.283232
-10.0,1,38.291287
-10.0,1,38.296925
-10.0,1,38.303234
-10.0,1,38.311507
-10.0,1,38.316579
-33.3,5,38.339
-10.0,1,38.34503
-67.5,3,38.356874
-10.0,1,38.362664
-10.0,1,38.368185
-41.1,1,38.377275
-10.0,1,38.382443
-10.0,2,38.391057
-10.0,2,38.399529
-10.0,1,38.405141
-10.0,1,38.409918
-10.0,2,38.416907
-48.3,2,38.424368
-10.0,1,38.428975
-10.0,1,38.433721
-10.0,1,38.438759
-85.5,1,38.443609
-10.0,3,38.452869
-10.0,2,38.459695
-10.0,1,38.464244
-10.0,1,38.4691
-10.0,2,38.475969
-10.0,2,38.482948
-10.0,1,38.487673
-10.0,1,38.492197
-10.0,2,38.499221
-10.0,2,38.506053
-10.0,1,38.510628
-85.5,1,38.515348
-10.0,1,38.519959
-10.0,1,38.524493
-10.0,1,38.529258
-10.0,1,38.53389
-10.0,1,38.538437
-10.0,2,38.545478
-44.7,1,38.550473
-10.0,1,38.555342
-43.2,1,38.560247
-10.0,1,38.567207
-10.0,1,38.572505
-10.0,1,38.577849
-10.0,2,38.585574
-10.0,1,38.59061
-10.0,1,38.595942
-10.0,1,38.601013
-10.0,1,38.606018
-10.0,2,38.613558
-10.0,1,38.618485
-10.0,3,38.628497
-10.0,1,38.63346
-10.0,1,38.638465
-10.0,2,38.658764
-10.0,1,38.680948
-45.3,1,38.695406
-10.0,1,38.714144
-10.0,1,38.726194
-10.0,1,38.738491
-10.0,2,38.761163
-42.9,1,38.76705
-10.0,1,38.777617
-10.0,2,38.794676
-10.0,1,38.80263
-10.0,3,38.813611
-10.0,1,38.819324
-10.0,2,38.82683
-64.5,2,38.834609
-10.0,1,38.840616
-40.2,1,38.845901
-10.0,1,38.851294
-10.0,1,38.856233
-10.0,4,38.87049
-10.0,2,38.878055
-10.0,2,38.885922
-10.0,2,38.893434
-10.0,3,38.903391
-10.0,1,38.908382
-10.0,1,38.913433
-42.3,1,38.918424
-10.0,2,38.925721
-10.0,1,38.930914
-10.0,2,38.938276
-10.0,3,38.948153
-10.0,5,38.962796
-10.0,1,38.967851
-10.0,7,38.986914
-10.0,4,38.999283
-10.0,2,39.006647
-10.0,1,39.012343
-10.0,2,39.019892
-10.0,2,39.027403
-10.0,1,39.032383
-10.0,1,39.037285
-10.0,2,39.044823
-10.0,1,39.049721
-10.0,1,39.054671
-10.0,1,39.059728
-10.0,1,39.064655
-10.0,1,39.069561
-10.0,1,39.075146
-45.3,1,39.080262
-10.0,1,39.085299
-44.7,1,39.090447
-10.0,1,39.095455
-10.0,2,39.102739
-46.8,1,39.107949
-38.4,1,39.112931
-10.0,1,39.117983
-38.7,1,39.123161
-10.0,2,39.130559
-10.0,2,39.138154
-10.0,1,39.143244
-10.0,1,39.148227
-10.0,3,39.158324
-10.0,1,39.163376
-10.0,1,39.168309
-10.0,4,39.18105
-10.0,1,39.186331
-10.0,1,39.191553
-10.0,2,39.199012
-10.0,3,39.210416
-10.0,3,39.222172
-38.4,1,39.227104
-10.0,3,39.238684
-10.0,3,39.249416
-10.0,3,39.262074
-10.0,1,39.266981
-10.0,2,39.2765
-10.0,1,39.282232
-93.3,1,39.287918
-10.0,2,39.296465
-10.0,1,39.302655
-10.0,5,39.318568
-10.0,1,39.326195
-41.1,1,39.331226
-10.0,1,39.468795
-32.1,1,39.480253
-10.0,1,39.489009
-49.2,1,39.49451
-10.0,1,39.502549
-10.0,1,39.508037
-10.0,1,39.513483
-32.1,1,39.519817
-10.0,1,39.52914
-10.0,1,39.536818
-10.0,1,39.542794
-10.0,1,39.548632
-10.0,1,39.555931
-10.0,3,39.569082
-10.0,1,39.574322
-10.0,1,39.579984
-10.0,1,39.585878
-10.0,1,39.592375
-10.0,1,39.597976
-10.0,1,39.603819
-10.0,2,39.612256
-10.0,2,39.620872
-43.8,4,39.63482
-41.1,2,39.642529
-10.0,1,39.648666
-10.0,1,39.655408
-10.0,1,39.660041
-10.0,2,39.667327
-10.0,2,39.674558
-10.0,2,39.681847
-10.0,3,39.69151
-46.8,1,39.698141
-10.0,1,39.705335
-10.0,2,39.714344
-10.0,2,39.724368
-10.0,1,39.729089
-10.0,1,39.734507
-10.0,1,39.740711
-10.0,1,39.74635
-10.0,1,39.752332
-43.2,1,39.758918
-10.0,1,39.768079
-10.0,2,39.775652
-44.4,2,39.783296
-10.0,1,39.789728
-10.0,1,39.794466
-10.0,1,39.799271
-10.0,1,39.804166
-35.1,1,39.808873
-51.3,1,39.81356
-64.8,1,39.818583
-10.0,1,39.823472
-10.0,2,39.830999
-10.0,1,39.83663
-10.0,1,39.844783
-10.0,2,39.856197
-10.0,1,39.861285
-10.0,1,39.867515
-10.0,1,39.872815
-10.0,2,39.881306
-10.0,2,39.891474
-10.0,5,39.908462
-10.0,2,39.916973
-10.0,1,39.923952
-10.0,1,39.929214
-10.0,1,39.93547
-10.0,3,39.947459
-10.0,1,39.954817
-33.6,1,39.961951
-10.0,1,39.967968
-10.0,5,39.987897
-10.0,1,39.994642
-10.0,1,40.000054
-10.0,1,40.006642
-10.0,1,40.014376
-38.4,2,40.025186
-38.4,1,40.032003
-10.0,2,40.041289
-10.0,1,40.047388
-10.0,4,40.064342
-10.0,2,40.075051
-10.0,1,40.080621
-10.0,1,40.089252
-10.0,1,40.096053
-46.8,1,40.102236
-10.0,2,40.112873
-10.0,1,40.118717
-46.8,2,40.129842
-10.0,2,40.14146
-10.0,2,40.151335
-10.0,1,40.159125
-10.0,1,40.165356
-10.0,1,40.172257
-10.0,2,40.181628
-10.0,1,40.187375
-10.0,1,40.193095
-10.0,2,40.202053
-10.0,2,40.210236
-10.0,1,40.216505
-10.0,1,43.256837
-10.0,1,43.263091
-10.0,2,43.275175
-10.0,1,43.2815
-10.0,4,43.298993
-10.0,1,43.306181
-10.0,1,43.310977
-10.0,1,43.315079
-10.0,1,43.321741
-10.0,2,43.330666
-10.0,1,43.335587
-10.0,1,43.340682
-10.0,1,43.347559
-10.0,1,43.352494
-10.0,3,43.365818
-10.0,1,43.372917
-10.0,2,43.383124
-10.0,1,43.390667
-10.0,1,43.398655
-10.0,4,43.412485
-10.0,1,43.419294
-10.0,1,43.426439
-10.0,1,43.434146
-10.0,3,43.448808
-10.0,2,43.460762
-10.0,1,43.468833
-10.0,3,43.481672
-10.0,1,43.487679
-10.0,1,43.493114
-10.0,1,43.498494
-10.0,4,43.517911
-10.0,1,43.526666
-10.0,1,43.534633
-10.0,2,43.549411
-10.0,3,43.568187
-10.0,2,43.58063
-10.0,1,43.589241
-10.0,1,43.594982
-10.0,1,43.600906
-10.0,2,43.613944
-10.0,1,43.622722
-10.0,1,43.631556
-10.0,1,43.640216
-10.0,1,43.649481
-10.0,1,43.657552
-10.0,4,43.674429
-10.0,1,43.684071
-10.0,1,43.690905
-10.0,1,43.698261
-10.0,1,43.707247
-10.0,3,43.722306
-10.0,1,43.729322
-10.0,1,43.736331
-10.0,1,43.742232
-10.0,1,43.747792
-10.0,2,43.757089
-10.0,3,43.769712
-10.0,1,43.777864
-10.0,1,43.784604
-10.0,1,43.79216
-10.0,1,43.800318
-10.0,1,43.806891
-10.0,1,43.812642
-10.0,1,43.821055
-10.0,2,43.83086
-10.0,1,43.839458
-10.0,1,43.84667
-10.0,2,43.858868
-10.0,1,43.865248
-10.0,1,43.877964
-10.0,2,43.892186
-10.0,2,43.901632
-10.0,1,43.907588
-10.0,3,43.92271
-10.0,3,43.934462
-10.0,2,43.943246
-10.0,1,43.94914
-10.0,1,43.954958
-10.0,3,43.972129
-10.0,1,43.978987
-25.8,1,43.985372
-10.0,5,44.009602
-10.0,2,44.019844
-10.0,2,44.028907
-10.0,1,44.035608
-10.0,2,44.049191
-10.0,1,44.056761
-10.0,4,44.072305
-10.0,1,44.078679
-10.0,2,44.091284
-10.0,1,44.098145
-10.0,2,44.10785
-10.0,2,44.117466
-10.0,1,44.123908
-10.0,1,44.134344
-10.0,2,44.143535
-10.0,2,44.15367
-10.0,2,44.163932
-10.0,2,44.177668
-10.0,2,44.18816
-10.0,1,44.194312
-10.0,1,44.20086
-10.0,1,44.206959
