#{"t_start": 1786528249.9796882, "env_id": "None"}
r,l,t
-10.0,1,36.890728
-10.0,4,36.92443
-10.0,1,36.947747
-10.0,4,36.972737
-40.8,2,36.989643
-59.7,8,37.033795
-10.0,1,37.053474
-56.7,1,37.062852
-10.0,3,37.085456
-10.0,1,37.092772
-44.4,2,37.1259
-10.0,2,37.136155
-10.0,1,37.143754
-10.0,1,37.159137
-10.0,3,37.183347
-42.3,4,37.209337
-41.1,5,37.254004
-42.9,2,37.26327
-40.8,5,37.299246
-54.0,4,37.328257
-44.1,2,37.350203
-38.4,1,37.357588
-40.2,1,37.375386
-30.9,2,37.395545
-25.2,3,37.418607
-32.1,1,37.426358
-10.0,2,37.449251
-54.9,1,37.475378
-46.5,2,37.491133
-35.1,5,37.531871
-25.5,2,37.578544
-42.3,1,37.591533
-43.2,2,37.623575
-10.0,1,37.634138
-10.0,10,37.721774
-45.9,5,37.768944
-10.0,3,37.784808
-10.0,1,37.805588
-47.1,6,37.859767
-10.0,2,37.884741
-56.7,1,37.892242
-10.0,1,37.900424
-48.6,1,37.91837
-53.4,3,37.940921
-10.0,6,37.995663
-30.3,3,38.011649
-44.7,3,38.047425
-24.6,3,38.071562
-48.6,1,38.079254
-45.3,12,38.1441
-10.0,3,38.178188
-45.0,2,38.18617
-10.0,2,38.205748
-44.4,1,38.212703
-10.0,1,38.226777
-10.0,10,38.290783
-10.0,8,38.340376
-10.0,2,38.354506
-10.0,1,38.397872
-10.0,3,38.418178
-56.7,1,38.441427
-10.0,4,38.47681
-30.6,1,38.502776
-10.0,1,38.514757
-44.1,5,38.576796
-44.4,4,38.745007
-10.0,2,38.799363
-44.4,4,38.828702
-55.8,4,38.863807
-10.0,2,38.873039
-10.0,4,38.921249
-10.0,2,38.945516
-72.6,1,38.954797
-34.2,2,38.978034
-31.5,1,38.998337
-53.4,1,39.007645
-67.8,7,39.057549
-10.0,6,39.092875
-42.3,1,39.132032
-33.6,1,39.142003
-42.9,1,39.153343
-10.0,1,39.163686
-10.0,4,39.220556
-10.0,2,39.24484
-45.0,2,39.261138
-10.0,3,39.297792
-48.3,2,39.334099
-10.0,2,39.344461
-10.0,2,39.365273
-48.0,4,39.39499
-10.0,1,39.415698
-31.5,1,39.424573
-10.0,6,39.474535
-10.0,1,39.483714
-28.5,5,39.528004
-10.0,9,39.585962
-30.3,2,39.610974
-44.1,4,39.638928
-35.1,1,39.659075
-65.4,7,39.711799
-10.0,5,39.739911
-10.0,1,39.747619
-10.0,2,39.779559
-30.9,2,39.79253
-10.0,2,39.815745
-10.0,1,39.823896
-28.5,2,39.856995
-41.1,2,39.870043
-40.8,2,39.890788
-10.0,2,39.900522
-10.0,17,40.054915
-10.0,6,40.124546
-10.0,6,40.169476
-56.4,2,40.190186
-61.2,4,40.227123
-44.4,1,40.235279
-30.0,4,40.264979
-48.6,1,40.27358
-42.6,10,40.366457
-10.0,1,40.375296
-41.7,3,40.404729
-38.1,1,40.412496
-33.3,5,40.452612
-10.0,10,40.511482
-39.0,8,40.556099
-10.0,2,40.566972
-10.0,1,40.594891
-64.5,4,40.621879
-24.0,5,40.649375
-10.0,1,40.655702
-10.0,7,40.720954
-36.0,4,40.769185
-10.0,3,40.803938
-10.0,7,40.856729
-32.1,1,40.899171
-42.0,2,40.912767
-10.0,1,40.924461
-48.6,1,40.946955
-31.2,2,40.973837
-43.8,3,41.004871
-60.6,5,41.046995
-10.0,2,41.079562
-10.0,1,41.102253
-10.0,2,41.114626
-10.0,1,41.139629
-10.0,1,41.148429
-37.2,6,41.198819
-43.2,5,41.243468
-10.0,3,41.256049
-10.0,4,41.281507
-10.0,3,41.321026
-10.0,2,41.344287
-42.3,4,41.368221
-39.0,1,41.374499
-10.0,5,41.415968
-68.1,1,41.424175
-10.0,6,41.460845
-42.9,1,41.468296
-47.1,1,41.484052
-10.0,4,41.513117
-32.1,1,41.529623
-10.0,2,41.541098
-10.0,3,41.5844
-10.0,6,41.638331
-42.0,3,41.675494
-49.8,1,41.686787
-37.5,3,41.740605
-10.0,2,41.77038
-42.9,6,41.815271
-10.0,2,41.83404
-10.0,7,41.891204
-37.5,6,41.939009
-32.1,1,41.948694
-10.0,2,41.970647
-45.9,4,42.012017
-10.0,3,42.028349
-61.8,1,42.048872
-44.4,2,42.06009
-69.6,1,42.080949
-10.0,2,42.101829
-53.1,4,42.130977
-49.2,2,42.141627
-10.0,1,42.170651
-10.0,1,42.179637
-33.3,9,42.235527
-27.0,7,42.285076
-30.9,5,42.351222
-43.5,5,42.399637
-66.3,7,42.47145
-46.2,4,42.510178
-10.0,1,42.533191
-36.3,1,42.553956
-62.4,1,42.563541
-41.1,1,42.572295
-10.0,4,42.619014
-10.0,7,42.666075
-10.0,1,42.675149
-44.1,1,42.68081
-10.0,2,42.709693
-37.8,4,42.740442
-10.0,5,42.77088
-10.0,4,42.796169
-10.0,2,42.830042
-10.0,8,42.88374
-32.1,1,42.891466
-43.2,1,42.89734
-10.0,4,42.932456
-69.6,5,42.959179
-53.1,7,43.002887
-10.0,2,43.022708
-10.0,2,43.043916
-69.0,3,43.070866
-10.0,1,43.078397
-10.0,2,43.098222
-32.1,1,43.116252
-46.8,1,43.123004
-10.0,1,43.130709
-85.5,1,43.147658
-10.0,3,43.182097
-47.7,1,43.20781
-48.6,1,43.219752
-10.0,8,43.296618
-10.0,2,43.33135
-31.8,7,43.39843
-38.7,2,43.424113
-30.9,1,43.432862
-22.8,2,43.46061
-10.0,1,43.480152
-25.8,1,43.487715
-43.8,4,43.516999
-30.9,1,43.540564
-10.0,13,43.629503
-10.0,8,43.682285
-42.9,2,43.703341
-10.0,1,43.72365
-53.4,1,43.731311
-10.0,6,43.767679
-10.0,4,43.794132
-10.0,12,43.894946
-10.0,2,43.907562
-10.0,2,43.930078
-10.0,2,43.943445
-10.0,2,43.978578
-10.0,1,43.989363
-10.0,7,44.059873
-10.0,5,44.109924
-10.0,18,44.281757
-10.0,2,44.295679
-10.0,1,44.305113
-10.0,1,44.322003
-10.0,4,44.36377
-33.6,1,44.372876
-62.4,1,44.382823
-10.0,1,44.391116
-10.0,1,44.424306
-10.0,1,44.433098
-53.7,2,44.447262
-44.4,1,44.468948
-10.0,1,44.491054
-38.7,13,44.575841
-10.0,10,44.643592
-10.0,2,44.651861
-69.3,2,44.681111
-44.4,2,44.692148
-53.7,2,44.713438
-10.0,1,44.720134
-44.4,1,44.735716
-48.3,3,44.759089
-44.4,1,44.7699
-10.0,1,44.776558
-10.0,2,44.805759
-10.0,3,44.831169
-53.4,3,44.847129
-30.0,8,44.914979
-42.9,2,44.958021
-10.0,3,44.990351
-10.0,1,45.001657
-10.0,1,45.011599
-10.0,9,45.095921
-44.7,3,45.128649
-10.0,2,45.15212
-85.5,1,45.16077
-54.0,1,45.180068
-48.3,2,45.204123
-10.0,6,45.242561
-42.0,2,45.265402
-10.0,2,45.291086
-41.1,2,45.316292
-10.0,1,45.323706
-10.0,3,45.352077
-10.0,1,45.37196
-10.0,9,45.427427
-10.0,1,45.435908
-10.0,1,45.45738
-10.0,2,45.477998
-10.0,11,45.549014
-10.0,3,45.572291
-10.0,5,45.603456
-39.3,4,45.643924
-61.5,1,45.652346
-31.2,2,45.6742
-10.0,5,45.709541
-39.0,5,45.759944
-42.0,1,45.77393
-64.8,3,45.808472
-38.7,9,45.884315
-68.1,1,45.932503
-35.4,2,45.950579
-69.0,3,45.982674
-22.2,4,46.013458
-10.0,2,46.040655
-10.0,3,46.066301
-29.4,6,46.127413
-25.2,3,46.146201
-30.6,6,46.219308
-43.2,1,46.227352
-10.0,3,46.259485
-10.0,7,46.31726
-10.0,4,46.358675
-10.0,5,46.390965
-28.8,1,46.399121
-41.1,9,46.450264
-46.8,3,46.493047
-10.0,2,46.515997
-10.0,7,46.552922
-34.2,6,46.599377
-43.5,1,46.626037
-37.5,3,46.659425
-10.0,3,46.698118
-10.0,2,46.715459
-10.0,3,46.764993
-47.7,4,46.811632
-10.0,6,46.856763
-48.3,4,46.890896
-10.0,6,46.955184
-41.4,7,47.005166
-10.0,1,47.013945
-40.5,7,47.068109
-67.2,1,47.085753
-10.0,4,47.115137
-10.0,2,47.126739
-40.8,2,47.148296
-40.2,11,47.236473
-31.2,2,47.246217
-34.8,2,47.265617
-43.2,6,47.301349
-10.0,6,47.359393
-10.0,2,47.366989
-86.4,3,47.390061
-10.0,12,47.467777
-10.0,8,47.528407
-92.4,4,47.548081
-10.0,7,47.593855
-10.0,1,47.601325
-10.0,9,47.856189
-40.2,11,47.975693
-53.1,3,48.006616
-55.5,23,48.179513
-10.0,1,48.211725
-10.0,1,48.223023
-43.8,2,48.236897
-10.0,5,48.284966
-10.0,1,48.306092
-10.0,8,48.368551
-10.0,7,48.423091
-10.0,4,48.454699
-10.0,2,48.488039
-65.4,1,48.499546
-41.7,2,48.535191
-10.0,11,48.648284
-10.0,2,48.682716
-10.0,3,48.718545
-42.9,8,48.780215
-10.0,3,48.799054
-59.7,9,48.862195
-10.0,1,48.870988
-10.0,7,48.922089
-36.9,16,49.006164
-45.0,9,49.068296
-30.9,17,49.155275
-10.0,1,49.168798
-10.0,1,49.174976
-51.6,9,49.231311
-53.1,3,49.247678
-10.0,3,49.266599
-10.0,4,49.284497
-28.8,1,49.299095
-10.0,11,49.345587
-10.0,3,49.35307
-40.8,2,49.369559
-43.8,2,49.386688
-42.3,1,49.399251
-10.0,3,49.409546
-62.4,20,49.492397
-61.5,2,49.517396
-33.9,17,49.600329
-10.0,1,49.604314
-67.5,1,49.614443
-10.0,5,49.641729
-51.6,9,49.681414
-43.8,4,49.70031
-10.0,2,49.714278
-10.0,4,49.747498
-44.4,1,49.753438
-53.4,2,49.758431
-86.4,3,49.776646
-66.3,4,49.81263
-58.8,10,49.890733
-10.0,1,49.896552
-10.0,12,49.957485
-10.0,3,49.994452
-38.7,6,50.030254
-10.0,13,50.095737
-35.1,3,50.115397
-10.0,3,50.150515
-10.0,1,50.157469
-10.0,1,50.163458
-10.0,15,50.255494
-41.4,5,50.297049
-36.6,13,50.367777
-10.0,4,50.392181
-40.2,1,50.398526
-10.0,7,50.452404
-10.0,4,50.476144
-10.0,1,50.480414
-10.0,2,50.489661
-10.0,5,50.53708
-42.0,1,50.541291
-72.3,2,50.550252
-28.8,4,50.572977
-37.2,4,50.605603
-10.0,3,50.619649
-10.0,12,50.667568
-35.4,13,50.722875
-10.0,10,50.779904
-69.3,6,50.798712
-47.1,1,50.809063
-10.0,3,50.816763
-45.0,2,50.838656
-10.0,1,50.845229
-40.2,4,50.865227
-46.5,3,50.884034
-10.0,4,50.920913
-34.2,2,50.930006
-72.6,1,50.94438
-42.0,1,50.950911
-30.9,10,51.01042
-29.4,6,51.047468
-10.0,3,51.067008
-10.0,4,51.086135
-27.0,7,51.127381
-32.4,5,51.155342
-49.5,16,51.223228
-10.0,4,51.248001
-39.6,17,51.357175
-24.6,5,51.381083
-60.0,9,51.431489
-39.3,14,51.547543
-10.0,1,51.56759
-10.0,10,51.652078
-31.5,8,51.705421
-38.7,21,51.828257
-10.0,2,51.85076
-10.0,4,51.878283
-30.3,4,51.899412
-10.0,7,51.937602
-10.0,3,51.971241
-10.0,4,51.992278
-26.1,10,59.127296
-10.0,1,59.139804
-23.1,1,59.152316
-10.0,6,59.177617
-10.0,2,59.191657
-30.0,4,59.213413
-48.0,12,59.273587
-44.7,18,59.347666
-43.2,2,59.363271
-58.2,13,59.419602
-10.0,6,59.458361
-10.0,7,59.486325
-30.6,6,59.524782
-30.0,15,59.621193
-47.7,4,59.664497
-39.3,7,59.699715
-10.0,10,59.754885
-33.9,9,59.804457
-31.2,26,59.967923
-42.3,3,59.977829
-39.0,1,59.993723
-75.0,13,60.0653
-10.0,17,60.292757
-63.3,6,60.325312
-30.0,8,60.370379
-10.0,16,60.448013
-10.0,2,60.465833
-10.0,6,60.498851
-10.0,1,60.504218
-10.0,7,60.537844
-36.9,15,60.608606
-48.6,1,60.621345
-61.5,12,60.68013
-10.0,14,60.735031
-10.0,6,60.778492
-10.0,4,60.797198
-10.0,3,60.807345
-10.0,1,60.820912
-42.3,4,60.854387
-10.0,4,60.879408
-47.7,1,60.887071
-39.3,18,60.966387
-57.3,16,61.056272
-10.0,1,61.069939
-28.2,10,61.122438
-10.0,5,61.150425
-10.0,7,61.208702
-10.0,1,61.21537
-10.0,4,61.24577
-10.0,3,61.278651
-46.5,2,61.32845
-43.5,1,61.340369
-29.4,7,61.404496
-10.0,21,61.55635
-10.0,2,61.582905
-65.4,19,61.697896
-10.0,8,61.747576
-39.0,5,61.781771
-10.0,2,61.827764
-40.2,11,61.891219
-45.9,4,61.916585
-42.9,23,62.019808
-10.0,19,62.127662
-10.0,41,62.333626
-10.0,4,62.359041
-42.9,24,62.477291
-43.8,6,62.530614
-39.3,7,62.563998
-10.0,3,62.576635
-93.3,1,62.592406
-48.6,2,62.610084
-45.9,4,62.633367
-10.0,9,62.670927
-42.9,9,62.708356
-31.5,1,62.723333
-10.0,9,62.772444
-10.0,4,62.798086
-10.0,1,62.805077
-10.0,2,62.83233
-57.0,38,63.006694
-10.0,1,63.020983
-84.9,8,63.059273
-10.0,2,63.077091
-43.2,8,63.141466
-34.5,16,63.2582
-43.5,19,63.37866
-37.8,37,63.592332
-30.3,15,63.692877
-29.1,6,63.727614
-45.6,11,63.791859
-10.0,24,63.911573
-41.7,5,63.929642
-38.4,18,64.017776
-37.5,38,64.164712
-36.6,29,64.298211
-10.0,15,64.359928
-10.0,4,64.379212
-31.8,10,64.416206
-10.0,11,64.471954
-10.0,18,64.543773
-68.4,5,64.558903
-10.0,7,64.588918
-10.0,3,64.616955
-56.1,3,64.635133
-48.6,19,64.712764
-10.0,23,64.805729
-10.0,1,64.818405
-10.0,18,64.906802
-31.5,23,65.051133
-10.0,43,65.297917
-10.0,4,65.331246
-38.4,44,65.529187
-10.0,8,65.569484
-10.0,58,65.798152
-38.4,14,65.865015
-10.0,58,66.08466
-10.0,37,66.245011
-38.1,2,66.268414
-10.0,16,66.388113
-27.9,13,66.465703
-10.0,19,66.558235
-10.0,16,66.647906
-10.0,18,66.743854
-37.2,39,66.913625
-24.6,126,67.479658
-10.0,24,67.65009
-10.0,29,67.872436
-22.8,62,68.213683
-15.6,72,68.5637
-36.9,18,68.653418
-34.8,15,68.722816
-10.0,39,68.934397
-10.0,1,68.943444
-10.0,84,69.414238
-10.0,8,69.479447
-10.0,3,69.501972
-62.1,30,69.663479
-10.0,15,69.731881
-27.0,7,69.782411
-10.0,78,78.65647
-36.9,40,78.814857
-10.0,14,78.86274
-57.9,16,78.918678
-37.8,58,79.140006
-10.0,8,79.175513
-50.0,194,79.954108
-10.0,15,80.028888
-10.0,12,80.077795
-10.0,47,80.27238
-10.0,26,80.381147
-10.0,95,80.771161
-61.5,21,80.860707
-10.0,32,81.003233
-10.0,24,81.102768
-57.0,29,81.22793
-33.3,34,81.374218
-2.4,121,81.863513
-10.0,18,81.941152
-44.4,15,82.010739
-44.1,33,82.160013
-32.7,75,82.453889
-46.8,16,82.512921
-10.0,16,82.590323
-10.0,15,82.655285
-50.4,13,82.707475
-10.0,4,82.723698
-32.1,24,82.835541
-10.0,5,82.864765
-52.5,6,82.895512
-41.4,7,82.952032
-10.0,32,83.104826
-10.0,15,83.169591
-10.0,16,83.232595
-10.0,85,83.569508
-10.0,66,83.850843
-10.0,57,84.076469
-10.0,43,84.244201
-42.6,7,84.277125
-21.9,40,84.460457
-64.8,3,84.475035
-14.7,93,84.82965
-10.0,15,84.891178
-41.7,12,84.95691
-79.8,20,85.044176
-10.0,2,85.05112
-38.1,25,85.153844
-10.0,29,85.286745
-29.1,51,85.499599
-23.4,89,85.861845
-34.8,4,85.88103
-10.0,52,86.09846
-42.6,7,86.132451
-10.0,17,86.204918
-21.9,71,86.493687
-39.6,9,86.546987
-17.1,47,86.745948
-48.0,24,97.652951
-34.8,47,97.85339
-10.0,21,97.965607
-10.2,51,98.154969
-10.0,136,98.702442
-36.6,13,98.761647
-10.0,9,98.808906
-20.4,67,99.073288
-27.0,18,99.153548
-10.0,14,99.212737
-10.0,53,99.435976
-10.0,4,99.454066
-36.9,23,99.542311
-30.6,28,99.652946
-52.5,58,99.886029
-50.4,16,99.950092
-34.8,2,99.960937
-48.0,65,100.215216
-45.3,6,100.244005
-10.0,12,100.291474
-45.9,11,100.335703
-10.0,4,100.356389
-51.9,6,100.394117
-10.0,28,100.512429
-42.6,24,100.603685
-30.9,40,100.769171
-10.0,4,100.798138
-57.0,36,100.950274
-10.0,41,101.086971
-10.0,16,101.137985
-10.0,8,101.182163
-10.0,14,101.243937
-10.0,89,101.611628
-10.0,5,101.634106
-10.0,142,102.219978
-49.5,16,102.286951
-10.0,80,102.634448
-10.0,3,102.650349
-33.6,4,102.677095
-10.0,31,102.818103
-32.7,29,102.936268
-10.0,60,103.198993
-54.9,34,103.364174
-10.0,14,103.424372
-10.0,62,103.717533
-10.0,15,103.776837
-18.9,76,104.097058
-10.0,40,104.271937
-10.0,56,104.500154
-10.0,40,104.68033
-10.0,40,104.964787
-62.1,26,105.087668
-10.0,16,105.153375
-10.0,49,105.37596
-25.8,11,105.460719
-10.0,2,105.469651
-41.7,24,105.603081
-10.0,24,105.720384
-20.7,9,105.811263
-10.0,6,105.856663
-10.0,70,106.293118
10.2,172,117.45814
-27.0,40,117.679781
-41.1,8,117.721426
-10.0,2,117.728656
-10.0,2,117.744608
-10.0,34,118.000304
-29.4,10,118.08055
-10.0,8,118.134123
-10.0,9,118.196766
-46.5,8,118.269546
-46.2,9,118.339084
-32.7,21,118.462211
-10.0,30,118.613909
-24.0,17,118.704029
-42.3,22,118.852068
-32.4,71,119.299033
-10.0,96,119.802946
-54.9,24,120.030691
-10.0,16,120.155403
-10.0,17,120.2726
-42.0,40,120.55748
-10.0,84,121.334138
-10.0,13,121.461964
-38.4,16,121.600457
-10.0,80,122.22254
-10.0,79,122.660455
-10.0,17,122.742593
-19.8,34,122.929105
-46.2,13,122.993696
-42.3,1,123.007691
-10.0,8,123.050104
-10.0,42,123.243766
-10.0,7,123.281964
-27.0,23,123.394635
-41.4,10,123.435649
-10.0,20,123.50347
-19.8,79,123.811378
-39.6,6,123.854529
-10.0,10,123.891067
-64.8,27,124.002341
-40.2,8,124.037764
-35.7,1,124.050496
-10.0,16,124.220447
-14.4,60,124.576718
-10.0,23,124.706096
-10.0,49,124.980197
-77.7,27,125.117083
-42.9,8,125.157753
-10.0,32,125.314782
-64.8,1,125.330158
-10.0,13,125.409622
-40.8,21,125.507791
-35.4,108,126.188208
-9.0,114,127.455259
-66.9,2,127.494075
-83.7,7,127.549234
-10.0,5,127.608095
-10.0,43,128.010882
-35.4,31,128.192936
-10.0,57,128.579169
-28.8,43,128.871749
-15.9,25,129.052515
-23.1,43,129.334452
-39.6,27,129.486803
-10.0,66,141.478894
-32.1,35,141.629281
-10.0,15,141.693206
-10.0,42,141.864195
-10.0,24,141.966284
-10.0,13,142.048163
-10.0,58,142.274503
-10.0,29,142.394228
-10.0,21,142.476627
-10.0,26,142.583897
-59.7,8,142.621811
-55.5,78,142.938608
-31.5,3,142.948154
-64.8,1,142.964263
-35.7,16,143.037057
-10.0,13,143.079908
-39.6,32,143.263023
-10.0,94,143.955858
-40.8,43,144.359009
-28.8,48,144.70862
-44.1,17,144.835174
-10.0,6,145.007313
-33.9,46,145.358769
-10.0,14,145.44977
-10.0,74,145.85583
-80.4,44,146.081144
-10.0,54,146.397071
-63.9,12,146.472705
-32.4,30,146.636546
-54.3,27,146.843327
-10.0,2,146.862566
-17.4,80,147.343012
-30.9,32,147.624097
-10.0,3,147.657169
-33.3,13,147.778158
-10.0,18,147.897509
-10.0,54,148.215081
-10.0,69,148.641567
-10.0,1,148.648594
-64.2,29,148.822355
-10.0,11,148.88673
-10.0,21,148.994186
-10.0,8,149.03229
-55.8,21,149.134451
-36.6,20,149.241511
-32.4,5,149.281622
-10.0,27,149.417583
-10.0,19,149.509711
-31.5,37,149.695292
-64.2,11,149.756495
-42.9,7,149.794636
-20.7,44,150.008057
-10.0,32,150.159926
-10.0,12,150.232276
-10.0,10,150.294055
-10.0,8,150.33519
-10.0,21,150.437393
-34.5,20,150.575507
-27.6,21,150.726224
-39.9,9,150.803485
-47.1,2,150.829871
-10.0,26,151.028174
-69.6,1,151.044604
-41.1,11,151.114411
-10.0,43,151.368997
-43.8,13,151.458053
-30.0,5,151.494886
-30.0,3,151.504831
-21.0,71,151.849229
-10.0,19,151.959212
-43.5,18,152.036446
-41.1,26,152.161243
-43.5,19,152.264771
-39.6,52,152.558479
-10.0,108,164.451854
-10.0,91,165.039148
-10.0,47,165.379414
-17.7,41,165.69432
-10.0,90,166.317259
-10.0,56,166.691883
-72.0,46,167.056882
-30.3,44,167.406715
-10.0,15,167.521691
-10.0,11,167.619972
-10.0,17,167.736719
-10.0,52,168.319764
-10.0,45,168.859034
-10.0,24,169.030363
-39.6,6,169.091954
-10.0,2,169.130276
-62.1,12,169.276357
-10.0,13,169.407378
-24.3,27,169.618601
1.2,117,170.486433
-10.0,24,170.637163
-53.4,1,170.645761
-10.0,23,170.789383
-10.0,3,170.8179
-25.5,65,171.241662
-59.1,9,171.295103
-10.0,78,171.748941
-41.4,22,171.890607
-10.0,1,171.897724
-10.0,91,172.351732
-49.8,18,172.432832
-23.1,43,172.643142
-10.0,22,172.752163
-13.8,117,173.318556
-35.4,2,173.327224
-30.0,16,173.411011
-29.4,18,173.508678
-35.1,21,173.613301
-10.0,7,173.647077
-10.0,59,173.940142
-10.0,5,173.965398
-24.6,75,174.334816
-31.8,57,174.651246
-10.0,12,174.759659
-10.0,36,174.986499
-43.5,18,175.094721
-10.0,71,175.594621
-23.4,67,176.134806
-10.0,33,176.337353
-10.0,24,176.47856
-30.6,1,176.485702
-47.7,7,176.550263
-36.3,10,176.633501
-18.0,27,176.815084
-10.0,22,176.960258
-46.2,10,177.040013
-10.0,3,177.066353
-12.3,108,189.569399
-31.5,8,189.620556
-64.5,28,189.829966
-10.0,7,189.884387
-10.0,66,190.239466
-10.0,16,190.330042
-38.4,2,190.359338
-10.0,33,190.516813
-26.1,29,190.675128
-75.6,11,190.744641
-10.0,2,190.785932
-10.0,18,190.921591
2.1,174,192.118696
-42.9,7,192.155517
-49.2,26,192.33934
-51.0,14,192.416914
-66.9,3,192.439205
-49.5,16,192.523103
-54.9,25,192.680172
-21.9,55,192.974233
-10.0,8,193.017029
-45.9,27,193.156115
-85.8,5,193.202574
-10.0,49,193.459406
-10.0,24,193.573378
-10.0,6,193.607045
-10.0,36,193.808945
-10.0,7,193.845005
-50.0,154,194.975233
-10.0,1,194.98798
-10.0,6,195.11057
-10.0,21,195.317549
-10.0,4,195.374928
-10.0,18,195.603353
-39.9,158,197.125975
-10.0,4,197.264681
-10.0,33,197.625839
-31.2,41,197.965024
-39.9,19,198.10001
-10.0,14,198.203267
-42.3,2,198.215761
-41.4,20,198.348691
-10.0,11,198.432746
-82.5,11,198.503139
-50.4,13,198.576948
-10.0,149,199.400914
-39.3,48,199.680755
-10.0,5,199.720353
-10.0,33,199.899486
-28.8,28,200.055048
-10.0,25,200.20595
-10.0,38,200.431823
-10.0,30,200.587925
-10.0,22,200.696088
-10.0,24,200.898547
-10.0,21,201.081164
-10.0,80,201.664861
-10.0,24,201.84742
-10.0,33,202.152147
-10.0,27,202.355519
-10.0,4,202.389719
-10.0,13,202.477185
-45.0,8,202.563217
-10.0,47,203.20733
-30.6,50,203.634202
-10.0,6,203.701483
-35.7,1,203.729449
-12.9,65,218.438717
-10.0,4,218.464638
-58.8,12,218.533807
-10.0,11,218.637339
-10.0,34,218.918353
-10.0,6,218.965618
-43.5,5,218.999979
-10.0,22,219.149582
-28.8,47,219.47581
-42.9,15,219.555657
-10.0,39,219.813685
-10.0,3,219.85382
-10.0,15,219.946912
-10.0,47,220.208197
-39.6,13,220.287161
-50.4,22,220.397421
-49.2,16,220.477366
-10.0,4,220.498143
-10.0,34,220.655714
-10.0,117,221.211192
-28.5,10,221.255238
-10.0,16,221.333162
-10.0,1,221.348007
-10.0,19,221.449136
-18.6,44,221.662465
-34.5,14,221.745162
-10.0,24,221.881404
-42.9,7,221.943388
1.2,108,222.504129
-9.3,66,222.827407
-30.3,3,222.84915
-56.1,3,222.889915
-10.0,3,222.910812
-10.0,16,223.046519
-61.5,1,223.069664
-24.9,4,223.119151
-10.0,15,223.212756
-10.0,19,223.359139
-10.0,53,223.717408
-55.2,49,224.144417
-8.1,86,224.906555
-50.1,17,225.058673
-10.0,15,225.217846
-10.0,71,226.008157
-10.0,3,226.03833
-10.0,21,226.197893
-10.0,9,226.266304
-5.4,95,226.987841
-42.9,9,227.055255
-18.3,91,227.851536
-42.3,23,228.009322
-10.0,58,228.521745
-10.0,33,228.809299
-17.1,40,229.044155
-10.0,34,229.374945
-35.1,3,229.453249
-18.0,82,230.161147
-10.0,179,231.875412
-40.5,10,231.943471
-54.9,23,232.135889
-10.0,3,232.163952
-4.2,116,233.210901
-10.0,9,233.31595
-28.8,1,233.359512
-33.6,18,248.07474
-50.0,137,249.332288
-50.0,231,250.826084
-10.0,149,252.014361
-25.5,35,252.241157
-30.9,17,252.351609
-10.0,11,252.430481
-57.6,14,252.52515
-10.0,16,252.62403
-27.9,20,252.76593
-10.0,47,253.112469
-10.0,15,253.364301
-37.2,35,253.60565
-10.0,62,253.996317
-10.0,2,254.02034
-46.2,12,254.134592
-34.2,16,254.22792
-48.3,2,254.237956
-10.0,4,254.262516
-30.0,13,254.352142
-10.0,95,254.955997
-10.0,17,255.055833
-10.0,35,255.306507
-10.0,9,255.45361
-32.4,22,255.682833
-10.0,28,255.92742
-22.8,59,256.378778
-10.0,6,256.443053
-10.0,42,256.738457
-10.0,125,257.596196
-10.0,13,257.67236
-34.2,4,257.715716
-69.9,30,257.906904
-10.0,23,258.048687
-25.5,35,258.290169
-10.0,15,258.41694
-60.6,15,258.549741
-23.7,18,258.688258
-29.1,48,259.017885
-10.0,19,259.16039
-46.5,2,259.172295
-10.0,4,259.198716
-10.0,4,259.227677
-10.0,19,259.426315
-10.0,64,259.95362
-10.0,2,259.981924
-10.0,25,260.186557
-10.0,29,260.406912
-10.0,70,260.864613
-21.9,69,261.279093
-10.0,1,261.286897
-21.6,57,261.649915
-10.0,23,261.801068
-35.1,22,261.956461
-10.0,8,262.010351
-10.0,51,262.332306
-10.0,35,262.560518
-10.0,38,280.097234
-10.0,28,280.263742
-33.6,8,280.32241
-28.5,11,280.392833
-43.5,5,280.447215
-15.6,89,281.124699
-32.4,36,281.415869
-47.7,5,281.454402
-10.0,54,281.881938
-31.2,53,282.309947
-30.0,45,282.770518
-39.3,7,282.841592
-10.0,8,282.913401
-19.5,84,283.565993
-10.0,38,283.877921
-23.7,29,284.093108
-36.9,27,284.27565
-38.1,22,284.440361
-10.0,25,284.617586
-56.1,30,284.824056
-10.0,42,285.091994
-10.0,81,285.567567
-10.0,55,285.873837
-35.7,27,286.027243
-33.9,25,286.149497
-28.8,54,286.408736
-10.0,35,286.575768
-10.0,108,287.119956
-10.0,26,287.280036
-54.0,10,287.335011
-10.0,23,287.476628
-10.0,2,287.495543
-28.2,24,287.633377
-27.3,13,287.712447
-31.2,2,287.73302
-46.2,3,287.759298
-8.7,58,288.126507
-44.1,16,288.235817
-10.0,17,288.388427
-10.0,24,288.610629
-10.0,4,288.650758
-10.0,65,289.179694
-45.6,32,289.560253
-48.3,46,289.926509
-10.0,3,289.944994
-10.0,1,289.967274
-33.0,53,290.326234
-10.0,1,290.333607
-18.0,58,290.738182
-25.2,58,291.166178
-10.0,29,291.396658
-10.0,23,291.553812
-10.0,5,291.587806
-10.0,60,291.960372
-16.5,117,292.57634
-21.9,66,292.913982
