algo,seed,step,episode_return
ppo,0,19153,-10.0
ppo,0,19168,-10.0
ppo,0,19176,-10.0
ppo,0,19179,-10.0
ppo,0,19191,-10.0
ppo,0,19197,-10.0
ppo,0,19199,-10.0
ppo,0,19207,-10.0
ppo,0,19209,-10.0
ppo,0,19211,-10.0
ppo,0,19214,-10.0
ppo,0,19215,-10.0
ppo,0,19216,-10.0
ppo,0,19227,-10.0
ppo,0,19234,-10.0
ppo,0,19247,-10.0
ppo,0,19253,-10.0
ppo,0,19261,-10.0
ppo,0,19272,-10.0
ppo,0,19281,-10.0
ppo,0,19285,-10.0
ppo,0,19288,-10.0
ppo,0,19298,-10.0
ppo,0,19299,-10.0
ppo,0,19305,-10.0
ppo,0,19306,-10.0
ppo,0,19313,-10.0
ppo,0,19315,-10.0
ppo,0,19316,-10.0
ppo,0,19319,-10.0
ppo,0,19320,-10.0
ppo,0,19323,-10.0
ppo,0,19327,-10.0
ppo,0,19336,-10.0
ppo,0,19339,-10.0
ppo,0,19344,-10.0
ppo,0,19350,-10.0
ppo,0,19354,-10.0
ppo,0,19359,-10.0
ppo,0,19366,-10.0
ppo,0,19367,-10.0
ppo,0,19384,-10.0
ppo,0,19388,-10.0
ppo,0,19389,-10.0
ppo,0,19392,-10.0
ppo,0,19396,-10.0
ppo,0,19398,-10.0
ppo,0,19406,-10.0
ppo,0,19411,-10.0
ppo,0,19415,-10.0
ppo,0,19417,-10.0
ppo,0,19441,-10.0
ppo,0,19444,-10.0
ppo,0,19447,-10.0
ppo,0,19452,-10.0
ppo,0,19459,-10.0
ppo,0,19462,-10.0
ppo,0,19463,-10.0
ppo,0,19480,-10.0
ppo,0,19484,-10.0
ppo,0,19486,-10.0
ppo,0,19489,-10.0
ppo,0,19494,-10.0
ppo,0,19500,-10.0
ppo,0,19505,-10.0
ppo,0,19509,-10.0
ppo,0,19512,-10.0
ppo,0,19514,-10.0
ppo,0,19515,-10.0
ppo,0,19522,-10.0
ppo,0,19529,-10.0
ppo,0,19535,-10.0
ppo,0,19536,-10.0
ppo,0,19537,-10.0
ppo,0,19541,-10.0
ppo,0,19542,-10.0
ppo,0,19547,-10.0
ppo,0,19550,-10.0
ppo,0,19557,-10.0
ppo,0,19558,-10.0
ppo,0,19563,-10.0
ppo,0,19568,-10.0
ppo,0,19589,-10.0
ppo,0,19590,-10.0
ppo,0,19592,-10.0
ppo,0,19594,-10.0
ppo,0,19598,-10.0
ppo,0,19606,-10.0
ppo,0,19613,-10.0
ppo,0,19615,-10.0
ppo,0,19616,-10.0
ppo,0,19619,-10.0
ppo,0,19630,-10.0
ppo,0,19647,-10.0
ppo,0,19655,-10.0
ppo,0,19661,-10.0
ppo,0,19667,-10.0
ppo,0,19679,-10.0
ppo,0,19680,-10.0
ppo,0,19688,-10.0
ppo,0,19696,-10.0
ppo,0,19697,-10.0
ppo,0,19699,-10.0
ppo,0,19714,-10.0
ppo,0,19722,-10.0
ppo,0,19729,-10.0
ppo,0,19737,-10.0
ppo,0,19741,-10.0
ppo,0,19747,-10.0
ppo,0,19758,-10.0
ppo,0,19775,-10.0
ppo,0,19778,-10.0
ppo,0,19790,-10.0
ppo,0,19809,-10.0
ppo,0,19812,-10.0
ppo,0,19821,-10.0
ppo,0,19823,-10.0
ppo,0,19837,-10.0
ppo,0,19838,-10.0
ppo,0,19841,-10.0
ppo,0,19843,-10.0
ppo,0,19851,-10.0
ppo,0,19853,-10.0
ppo,0,19862,-10.0
ppo,0,19873,-10.0
ppo,0,19878,-10.0
ppo,0,19881,-10.0
ppo,0,19889,-10.0
ppo,0,19891,-10.0
ppo,0,19893,-10.0
ppo,0,19906,-10.0
ppo,0,19909,-10.0
ppo,0,19914,-10.0
ppo,0,19916,-10.0
ppo,0,19922,-10.0
ppo,0,19931,-10.0
ppo,0,19932,-10.0
ppo,0,19936,-10.0
ppo,0,19938,-10.0
ppo,0,19940,-10.0
ppo,0,19944,-10.0
ppo,0,19949,-10.0
ppo,0,19950,-10.0
ppo,0,19956,-10.0
ppo,0,19962,-10.0
ppo,0,19964,-10.0
ppo,0,19965,-10.0
ppo,0,19966,-10.0
ppo,0,19971,-10.0
ppo,0,19972,-10.0
ppo,0,19984,-10.0
ppo,0,19997,-10.0
ppo,0,20003,-10.0
ppo,0,20010,-10.0
ppo,0,20025,-10.0
ppo,0,20034,-10.0
ppo,0,20035,-10.0
ppo,0,20040,-10.0
ppo,0,20041,-10.0
ppo,0,20043,-10.0
ppo,0,20045,-10.0
ppo,0,20056,-10.0
ppo,0,20058,-10.0
ppo,0,20081,-10.0
ppo,0,20083,-10.0
ppo,0,20091,-10.0
ppo,0,20093,-10.0
ppo,0,20097,-10.0
ppo,0,20106,-10.0
ppo,0,20108,-10.0
ppo,0,20112,-10.0
ppo,0,20115,-10.0
ppo,0,20121,-10.0
ppo,0,20126,-10.0
ppo,0,20128,-10.0
ppo,0,20130,-10.0
ppo,0,20131,-10.0
ppo,0,20132,-10.0
ppo,0,20144,-10.0
ppo,0,20147,-10.0
ppo,0,20152,-10.0
ppo,0,20155,-10.0
ppo,0,20162,-10.0
ppo,0,20170,-10.0
ppo,0,20173,-10.0
ppo,0,20174,-10.0
ppo,0,20175,-10.0
ppo,0,20180,-10.0
ppo,0,20199,-10.0
ppo,0,20207,-10.0
ppo,0,20209,-10.0
ppo,0,20210,-10.0
ppo,0,20214,-10.0
ppo,0,20217,-10.0
ppo,0,20233,-10.0
ppo,0,20235,-10.0
ppo,0,20238,-10.0
ppo,0,20244,-10.0
ppo,0,20250,-10.0
ppo,0,20252,-10.0
ppo,0,20257,-10.0
ppo,0,20263,-10.0
ppo,0,20288,-10.0
ppo,0,20294,-10.0
ppo,0,20298,-10.0
ppo,0,20300,-10.0
ppo,0,20316,-10.0
ppo,0,20322,-10.0
ppo,0,20332,-10.0
ppo,0,20336,-10.0
ppo,0,20339,-10.0
ppo,0,20343,-10.0
ppo,0,20346,-10.0
ppo,0,20349,-10.0
ppo,0,20350,-10.0
ppo,0,20373,-10.0
ppo,0,20381,-10.0
ppo,0,20390,-10.0
ppo,0,20391,-10.0
ppo,0,20394,-10.0
ppo,0,20396,-10.0
ppo,0,20399,-10.0
ppo,0,20401,-10.0
ppo,0,20403,-10.0
ppo,0,20408,-10.0
ppo,0,20412,-10.0
ppo,0,20416,-10.0
ppo,0,20419,-10.0
ppo,0,20421,-10.0
ppo,0,20425,-10.0
ppo,0,20432,-10.0
ppo,0,20434,-10.0
ppo,0,20435,-10.0
ppo,0,20436,-10.0
ppo,0,20440,-10.0
ppo,0,20446,-10.0
ppo,0,20447,-10.0
ppo,0,20448,-10.0
ppo,0,20450,-10.0
ppo,0,20460,-10.0
ppo,0,20464,-10.0
ppo,0,20468,-10.0
ppo,0,20469,-10.0
ppo,0,20484,-10.0
ppo,0,20488,-10.0
ppo,0,20507,-10.0
ppo,0,20567,-10.0
ppo,0,20586,-10.0
ppo,0,20602,-10.0
ppo,0,20645,-10.0
ppo,0,20656,-10.0
ppo,0,20700,-10.0
ppo,0,20719,-10.0
ppo,0,20787,-10.0
ppo,0,20818,-10.0
ppo,0,20844,-10.0
ppo,0,20891,-10.0
ppo,0,20898,-10.0
ppo,0,20904,-10.0
ppo,0,20944,-10.0
ppo,0,20971,-10.0
ppo,0,21020,-10.0
ppo,0,21092,-10.0
ppo,0,21143,-10.0
ppo,0,21144,-10.0
ppo,0,21186,-10.0
ppo,0,21192,-10.0
ppo,0,21213,-10.0
ppo,0,21239,-10.0
ppo,0,21290,-10.0
ppo,0,21324,-10.0
ppo,0,21336,-10.0
ppo,0,21365,-10.0
ppo,0,21384,-10.0
ppo,0,21405,-10.0
ppo,0,21414,-10.0
ppo,0,21429,-10.0
ppo,0,21543,-10.0
ppo,0,21571,-10.0
ppo,0,21599,-10.0
ppo,0,21629,-10.0
ppo,0,21717,-10.0
ppo,0,21731,-10.0
ppo,0,21743,-10.0
ppo,0,21771,-10.0
ppo,0,21790,-10.0
ppo,0,21797,-10.0
ppo,0,21801,-10.0
ppo,0,21806,-10.0
ppo,0,21906,-10.0
ppo,0,21943,-10.0
ppo,0,22008,-10.0
ppo,0,22012,-10.0
ppo,0,22067,-10.0
ppo,0,22092,-10.0
ppo,0,22102,-10.0
ppo,0,22111,-10.0
ppo,0,22129,-10.0
ppo,0,22236,-10.0
ppo,0,22313,-10.0
ppo,0,22323,-10.0
ppo,0,22352,-10.0
ppo,0,22354,-10.0
ppo,0,22368,-10.0
ppo,0,22373,-10.0
ppo,0,22383,-10.0
ppo,0,22445,-10.0
ppo,0,22514,-10.0
ppo,0,22661,-10.0
ppo,0,22680,-10.0
ppo,0,22745,-10.0
ppo,0,22772,-10.0
ppo,0,22879,-10.0
ppo,0,23113,-10.0
ppo,0,23327,-50.0
ppo,0,23506,-50.0
ppo,0,23559,-10.0
ppo,0,23657,-10.0
ppo,0,23752,-10.0
ppo,0,23764,-10.0
ppo,0,23897,-10.0
ppo,0,23986,-10.0
ppo,0,24012,-10.0
ppo,0,24036,-10.0
ppo,0,24247,-10.0
ppo,0,24273,-10.0
ppo,0,24370,-10.0
ppo,0,24467,-10.0
ppo,0,24588,-10.0
ppo,0,24589,-10.0
ppo,0,24611,-10.0
ppo,0,24678,-10.0
ppo,0,24808,-10.0
ppo,0,24946,-10.0
ppo,0,24996,-10.0
ppo,0,25142,-10.0
ppo,0,25278,-10.0
ppo,0,25294,-10.0
ppo,0,25356,-10.0
ppo,0,25481,-10.0
ppo,0,25574,-10.0
ppo,0,25580,-10.0
ppo,0,25652,-10.0
ppo,0,25820,-10.0
ppo,0,25944,-10.0
ppo,0,25994,-10.0
ppo,0,26115,-10.0
ppo,0,26263,-10.0
ppo,0,26355,-10.0
ppo,0,26452,-10.0
ppo,0,26516,-10.0
ppo,0,26639,-10.0
ppo,0,26810,-10.0
ppo,0,26949,-10.0
ppo,0,27122,-1.8
ppo,0,27257,-10.0
ppo,0,27387,-10.0
ppo,0,27419,-10.0
ppo,0,27487,-10.0
ppo,0,27601,-10.0
ppo,0,27751,-10.0
ppo,0,27813,-10.0
ppo,0,27945,-10.0
ppo,0,28096,-10.0
ppo,0,28217,-10.0
ppo,0,28309,-10.0
ppo,0,28334,-10.0
ppo,0,28453,-10.0
ppo,0,28518,-10.0
ppo,0,28560,-10.0
ppo,0,28860,-10.0
ppo,0,28958,-10.0
ppo,0,29173,-10.0
ppo,0,29271,-10.0
ppo,0,29414,-10.0
ppo,0,29544,-10.0
ppo,0,29658,-10.0
ppo,0,29852,11.1
ppo,0,29958,-10.0
ppo,0,30085,-10.0
ppo,0,30197,-10.0
ppo,0,30365,-10.0
ppo,0,30443,-10.0
ppo,0,30569,-10.0
ppo,0,30688,-10.0
ppo,0,30871,-10.0
ppo,0,31063,-10.0
ppo,0,31249,-10.0
ppo,0,31392,-10.0
ppo,0,31430,-10.0
ppo,0,31616,-10.0
ppo,0,31717,-10.0
ppo,0,31845,-10.0
ppo,0,32055,-10.0
ppo,0,32206,-10.0
ppo,0,32331,11.4
ppo,0,32492,-10.0
ppo,0,32686,-50.0
ppo,0,32818,-10.0
ppo,0,33031,6.9
ppo,0,33192,-1.8
ppo,0,33380,-10.0
ppo,0,33644,8.1
ppo,0,33776,-10.0
ppo,0,33926,3.6
ppo,0,34080,-10.0
ppo,0,34214,11.1
ppo,0,34433,-10.0
ppo,0,34632,9.6
ppo,0,34884,-10.0
ppo,0,35075,8.1
ppo,0,35268,10.8
ppo,0,35397,6.3
ppo,0,35651,8.4
ppo,0,35907,6.9
ppo,0,36112,7.2
ppo,0,36265,13.5
ppo,0,36400,-2.4
ppo,0,36569,1.8
ppo,0,36791,-10.0
ppo,0,37039,6.9
ppo,0,37224,12.0
ppo,0,37372,-10.0
ppo,0,37556,12.0
ppo,0,37755,12.6
ppo,0,37957,-10.0
ppo,0,38138,6.6
ppo,0,38351,12.3
ppo,0,38479,4.5
ppo,0,38606,-10.0
ppo,0,38881,-10.0
ppo,0,39043,3.0
ppo,0,39176,13.8
ppo,0,39360,9.9
ppo,0,39538,-10.0
ppo,0,39738,11.1
ppo,0,39929,8.4
ppo,0,40112,9.6
ppo,0,40343,6.6
ppo,0,40514,6.0
ppo,0,40659,12.3
ppo,0,40806,13.2
ppo,0,40948,13.5
ppo,0,41132,10.2
ppo,0,41299,-10.0
ppo,0,41456,2.4
ppo,0,41640,12.6
ppo,0,41793,9.9
ppo,0,41933,11.1
ppo,0,42171,9.6
ppo,0,42312,10.8
ppo,0,42505,13.2
ppo,0,42681,3.9
ppo,0,42826,9.0
ppo,0,42980,-1.8
ppo,0,43101,10.2
ppo,0,43319,-0.3
ppo,0,43516,9.6
ppo,0,43700,11.7
ppo,0,43825,11.4
ppo,0,44035,-4.8
ppo,0,44214,10.8
ppo,0,44385,2.4
ppo,0,44541,3.3
ppo,0,44764,4.8
ppo,0,45027,0.0
ppo,0,45198,9.6
ppo,0,45362,10.8
ppo,0,45571,13.5
ppo,0,45792,9.3
ppo,0,45975,11.4
ppo,0,46201,13.5
ppo,0,46463,-10.0
ppo,0,46630,9.6
ppo,0,46909,-10.0
ppo,0,47206,-4.5
ppo,0,47422,-0.9
ppo,0,47611,-13.2
ppo,0,47794,9.9
ppo,0,47977,6.0
ppo,0,48188,9.0
ppo,0,48315,-0.9
ppo,0,48467,-2.1
ppo,0,48623,7.5
ppo,0,48765,8.7
ppo,0,48926,7.8
ppo,0,49119,9.0
ppo,0,49298,5.7
ppo,0,49480,5.1
ppo,0,49651,2.4
ppo,0,49802,2.4
ppo,0,49946,-1.5
ppo,0,50087,10.5
ppo,0,50233,2.4
ppo,0,50362,4.8
ppo,0,50532,10.5
ppo,0,50652,-26.7
ppo,0,50828,5.7
ppo,0,51008,6.6
ppo,0,51183,6.9
ppo,1,1,-54.0
ppo,1,3,-10.0
ppo,1,5,-47.4
ppo,1,6,-85.5
ppo,1,7,-41.4
ppo,1,8,-46.8
ppo,1,9,-10.0
ppo,1,11,-69.3
ppo,1,13,-10.0
ppo,1,14,-10.0
ppo,1,15,-38.1
ppo,1,16,-46.8
ppo,1,19,-33.6
ppo,1,21,-10.0
ppo,1,22,-10.0
ppo,1,24,-10.0
ppo,1,25,-10.0
ppo,1,26,-10.0
ppo,1,27,-45.0
ppo,1,28,-38.4
ppo,1,29,-10.0
ppo,1,31,-10.0
ppo,1,32,-10.0
ppo,1,33,-10.0
ppo,1,34,-10.0
ppo,1,35,-10.0
ppo,1,36,-10.0
ppo,1,38,-44.1
ppo,1,39,-33.6
ppo,1,40,-54.9
ppo,1,41,-10.0
ppo,1,42,-10.0
ppo,1,43,-10.0
ppo,1,44,-10.0
ppo,1,46,-10.0
ppo,1,48,-49.2
ppo,1,50,-10.0
ppo,1,52,-42.9
ppo,1,54,-10.0
ppo,1,55,-10.0
ppo,1,56,-70.8
ppo,1,57,-10.0
ppo,1,58,-62.4
ppo,1,59,-33.6
ppo,1,60,-10.0
ppo,1,61,-49.2
ppo,1,63,-35.4
ppo,1,65,-39.9
ppo,1,66,-53.4
ppo,1,67,-10.0
ppo,1,68,-51.3
ppo,1,69,-48.6
ppo,1,70,-42.9
ppo,1,72,-10.0
ppo,1,73,-10.0
ppo,1,76,-33.6
ppo,1,77,-48.6
ppo,1,78,-67.5
ppo,1,79,-44.7
ppo,1,80,-10.0
ppo,1,82,-46.5
ppo,1,84,-10.0
ppo,1,85,-10.0
ppo,1,87,-10.0
ppo,1,88,-10.0
ppo,1,90,-10.0
ppo,1,92,-61.2
ppo,1,93,-54.0
ppo,1,94,-10.0
ppo,1,95,-38.7
ppo,1,97,-53.7
ppo,1,99,-10.0
ppo,1,102,-10.0
ppo,1,103,-10.0
ppo,1,104,-10.0
ppo,1,105,-43.2
ppo,1,106,-10.0
ppo,1,107,-61.5
ppo,1,109,-10.0
ppo,1,110,-62.4
ppo,1,112,-10.0
ppo,1,113,-30.6
ppo,1,114,-54.0
ppo,1,115,-68.1
ppo,1,116,-10.0
ppo,1,117,-10.0
ppo,1,121,-55.8
ppo,1,123,-31.2
ppo,1,124,-10.0
ppo,1,125,-10.0
ppo,1,126,-10.0
ppo,1,127,-48.6
ppo,1,130,-10.0
ppo,1,133,-10.0
ppo,1,134,-40.2
ppo,1,135,-47.7
ppo,1,136,-41.1
ppo,1,138,-10.0
ppo,1,140,-10.0
ppo,1,142,-10.0
ppo,1,143,-62.4
ppo,1,144,-10.0
ppo,1,145,-47.7
ppo,1,146,-10.0
ppo,1,147,-10.0
ppo,1,148,-10.0
ppo,1,149,-10.0
ppo,1,151,-10.0
ppo,1,153,-10.0
ppo,1,155,-54.6
ppo,1,156,-10.0
ppo,1,157,-10.0
ppo,1,158,-10.0
ppo,1,159,-10.0
ppo,1,160,-10.0
ppo,1,162,-37.8
ppo,1,163,-41.1
ppo,1,164,-10.0
ppo,1,166,-41.7
ppo,1,167,-10.0
ppo,1,168,-10.0
ppo,1,169,-10.0
ppo,1,171,-86.7
ppo,1,175,-41.4
ppo,1,176,-10.0
ppo,1,179,-30.0
ppo,1,181,-10.0
ppo,1,182,-10.0
ppo,1,183,-43.5
ppo,1,184,-10.0
ppo,1,185,-10.0
ppo,1,186,-33.6
ppo,1,190,-10.0
ppo,1,191,-10.0
ppo,1,192,-25.8
ppo,1,193,-69.6
ppo,1,194,-10.0
ppo,1,195,-10.0
ppo,1,196,-31.5
ppo,1,198,-10.0
ppo,1,199,-10.0
ppo,1,201,-10.0
ppo,1,203,-65.1
ppo,1,207,-10.0
ppo,1,209,-38.7
ppo,1,210,-10.0
ppo,1,212,-39.9
ppo,1,214,-10.0
ppo,1,215,-28.8
ppo,1,216,-10.0
ppo,1,217,-30.9
ppo,1,218,-10.0
ppo,1,219,-10.0
ppo,1,220,-44.4
ppo,1,221,-61.5
ppo,1,222,-87.0
ppo,1,223,-10.0
ppo,1,224,-10.0
ppo,1,225,-48.9
ppo,1,226,-49.8
ppo,1,227,-10.0
ppo,1,228,-78.6
ppo,1,229,-31.5
ppo,1,230,-10.0
ppo,1,231,-10.0
ppo,1,233,-30.6
ppo,1,234,-10.0
ppo,1,236,-10.0
ppo,1,237,-48.6
ppo,1,238,-10.0
ppo,1,239,-42.0
ppo,1,241,-10.0
ppo,1,245,-10.0
ppo,1,246,-10.0
ppo,1,247,-48.9
ppo,1,248,-10.0
ppo,1,249,-10.0
ppo,1,250,-42.9
ppo,1,252,-10.0
ppo,1,254,-41.7
ppo,1,255,-41.4
ppo,1,256,-10.0
ppo,1,257,-10.0
ppo,1,259,-42.9
ppo,1,260,-10.0
ppo,1,261,-10.0
ppo,1,262,-10.0
ppo,1,264,-10.0
ppo,1,265,-10.0
ppo,1,270,-30.3
ppo,1,272,-10.0
ppo,1,275,-10.0
ppo,1,276,-10.0
ppo,1,277,-56.7
ppo,1,278,-35.7
ppo,1,279,-10.0
ppo,1,280,-10.0
ppo,1,281,-23.1
ppo,1,282,-38.4
ppo,1,283,-10.0
ppo,1,284,-48.6
ppo,1,285,-10.0
ppo,1,286,-10.0
ppo,1,289,-41.7
ppo,1,290,-10.0
ppo,1,291,-10.0
ppo,1,294,-41.4
ppo,1,295,-69.6
ppo,1,296,-10.0
ppo,1,299,-10.0
ppo,1,300,-10.0
ppo,1,301,-10.0
ppo,1,303,-10.0
ppo,1,304,-10.0
ppo,1,305,-48.6
ppo,1,307,-54.6
ppo,1,310,-10.0
ppo,1,311,-44.7
ppo,1,312,-10.0
ppo,1,314,-53.4
ppo,1,316,-46.5
ppo,1,317,-10.0
ppo,1,319,-10.0
ppo,1,321,-29.4
ppo,1,326,-10.0
ppo,1,327,-44.4
ppo,1,328,-10.0
ppo,1,330,-30.6
ppo,1,332,-10.0
ppo,1,333,-25.8
ppo,1,334,-54.0
ppo,1,336,-33.3
ppo,1,338,-10.0
ppo,1,339,-10.0
ppo,1,341,-10.0
ppo,1,342,-10.0
ppo,1,345,-53.4
ppo,1,346,-10.0
ppo,1,347,-10.0
ppo,1,349,-10.0
ppo,1,352,-34.5
ppo,1,354,-53.7
ppo,1,355,-61.5
ppo,1,356,-10.0
ppo,1,357,-25.8
ppo,1,358,-10.0
ppo,1,361,-10.0
ppo,1,363,-10.0
ppo,1,364,-33.6
ppo,1,368,-10.0
ppo,1,370,-28.5
ppo,1,371,-10.0
ppo,1,372,-10.0
ppo,1,373,-10.0
ppo,1,374,-10.0
ppo,1,377,-10.0
ppo,1,378,-49.5
ppo,1,379,-33.6
ppo,1,380,-10.0
ppo,1,382,-10.0
ppo,1,387,-10.0
ppo,1,388,-42.0
ppo,1,389,-10.0
ppo,1,390,-10.0
ppo,1,392,-38.4
ppo,1,393,-31.5
ppo,1,394,-10.0
ppo,1,396,-53.7
ppo,1,397,-10.0
ppo,1,399,-10.0
ppo,1,400,-10.0
ppo,1,401,-10.0
ppo,1,402,-48.6
ppo,1,404,-10.0
ppo,1,405,-39.0
ppo,1,407,-86.7
ppo,1,408,-40.2
ppo,1,411,-10.0
ppo,1,412,-32.1
ppo,1,413,-10.0
ppo,1,416,-25.2
ppo,1,418,-10.0
ppo,1,419,-45.0
ppo,1,421,-48.9
ppo,1,422,-10.0
ppo,1,423,-45.3
ppo,1,424,-10.0
ppo,1,425,-10.0
ppo,1,426,-87.0
ppo,1,427,-48.6
ppo,1,428,-34.2
ppo,1,429,-10.0
ppo,1,430,-10.0
ppo,1,431,-10.0
ppo,1,433,-30.6
ppo,1,435,-10.0
ppo,1,436,-40.2
ppo,1,437,-10.0
ppo,1,438,-87.0
ppo,1,440,-46.5
ppo,1,442,-44.7
ppo,1,443,-10.0
ppo,1,444,-44.1
ppo,1,446,-49.2
ppo,1,447,-34.5
ppo,1,448,-10.0
ppo,1,449,-69.6
ppo,1,450,-41.1
ppo,1,452,-56.4
ppo,1,453,-10.0
ppo,1,454,-10.0
ppo,1,455,-34.5
ppo,1,456,-10.0
ppo,1,457,-10.0
ppo,1,459,-30.9
ppo,1,462,-40.5
ppo,1,463,-69.6
ppo,1,464,-10.0
ppo,1,466,-10.0
ppo,1,468,-40.8
ppo,1,469,-54.0
ppo,1,470,-41.1
ppo,1,472,-10.0
ppo,1,474,-10.0
ppo,1,475,-70.8
ppo,1,477,-36.6
ppo,1,479,-10.0
ppo,1,480,-10.0
ppo,1,481,-10.0
ppo,1,482,-10.0
ppo,1,483,-61.8
ppo,1,486,-54.3
ppo,1,487,-10.0
ppo,1,488,-10.0
ppo,1,490,-25.5
ppo,1,492,-69.3
ppo,1,493,-10.0
ppo,1,494,-43.2
ppo,1,495,-38.4
ppo,1,496,-10.0
ppo,1,497,-44.4
ppo,1,498,-10.0
ppo,1,499,-48.9
ppo,1,500,-10.0
ppo,1,501,-38.1
ppo,1,502,-10.0
ppo,1,503,-30.6
ppo,1,505,-22.8
ppo,1,506,-39.0
ppo,1,507,-10.0
ppo,1,508,-48.6
ppo,1,509,-10.0
ppo,1,510,-38.4
ppo,1,513,-10.0
ppo,1,514,-54.9
ppo,1,516,-43.8
ppo,1,520,-35.4
ppo,1,521,-10.0
ppo,1,522,-54.0
ppo,1,523,-10.0
ppo,1,524,-10.0
ppo,1,525,-53.4
ppo,1,526,-10.0
ppo,1,527,-32.1
ppo,1,528,-48.6
ppo,1,531,-10.0
ppo,1,533,-10.0
ppo,1,536,-10.0
ppo,1,537,-10.0
ppo,1,538,-10.0
ppo,1,539,-10.0
ppo,1,540,-10.0
ppo,1,541,-42.3
ppo,1,543,-10.0
ppo,1,546,-10.0
ppo,1,547,-10.0
ppo,1,548,-10.0
ppo,1,549,-41.1
ppo,1,550,-45.3
ppo,1,554,-10.0
ppo,1,556,-28.5
ppo,1,558,-10.0
ppo,1,559,-10.0
ppo,1,560,-10.0
ppo,1,561,-10.0
ppo,1,562,-35.7
ppo,1,563,-69.6
ppo,1,564,-30.9
ppo,1,567,-10.0
ppo,1,571,-37.5
ppo,1,572,-33.6
ppo,1,573,-10.0
ppo,1,574,-48.9
ppo,1,575,-10.0
ppo,1,578,-39.6
ppo,1,579,-54.0
ppo,1,582,-39.6
ppo,1,583,-10.0
ppo,1,584,-10.0
ppo,1,585,-35.1
ppo,1,587,-46.5
ppo,1,588,-10.0
ppo,1,589,-46.8
ppo,1,590,-23.1
ppo,1,591,-93.3
ppo,1,592,-40.2
ppo,1,593,-67.2
ppo,1,594,-10.0
ppo,1,599,-41.7
ppo,1,601,-37.8
ppo,1,602,-32.1
ppo,1,603,-34.5
ppo,1,604,-10.0
ppo,1,607,-10.0
ppo,1,608,-10.0
ppo,1,609,-10.0
ppo,1,611,-38.7
ppo,1,612,-44.4
ppo,1,614,-44.1
ppo,1,615,-44.4
ppo,1,616,-10.0
ppo,1,617,-10.0
ppo,1,619,-30.6
ppo,1,620,-10.0
ppo,1,621,-10.0
ppo,1,622,-10.0
ppo,1,626,-10.0
ppo,1,627,-54.0
ppo,1,628,-10.0
ppo,1,630,-42.9
ppo,1,632,-10.0
ppo,1,633,-38.7
ppo,1,634,-67.2
ppo,1,635,-41.4
ppo,1,636,-10.0
ppo,1,637,-32.1
ppo,1,640,-31.5
ppo,1,641,-10.0
ppo,1,642,-10.0
ppo,1,643,-28.8
ppo,1,646,-53.4
ppo,1,652,-45.9
ppo,1,653,-70.8
ppo,1,655,-10.0
ppo,1,656,-56.7
ppo,1,658,-10.0
ppo,1,659,-44.4
ppo,1,660,-48.6
ppo,1,662,-10.0
ppo,1,663,-46.8
ppo,1,664,-47.1
ppo,1,666,-10.0
ppo,1,667,-44.7
ppo,1,668,-10.0
ppo,1,669,-42.3
ppo,1,670,-10.0
ppo,1,673,-70.2
ppo,1,674,-10.0
ppo,1,675,-10.0
ppo,1,676,-43.2
ppo,1,677,-53.4
ppo,1,678,-54.9
ppo,1,680,-36.6
ppo,1,681,-10.0
ppo,1,683,-10.0
ppo,1,684,-61.5
ppo,1,685,-10.0
ppo,1,687,-85.2
ppo,1,689,-10.0
ppo,1,691,-85.2
ppo,1,692,-10.0
ppo,1,693,-40.2
ppo,1,696,-38.4
ppo,1,697,-44.4
ppo,1,699,-10.0
ppo,1,701,-10.0
ppo,1,702,-23.1
ppo,1,703,-10.0
ppo,1,705,-48.3
ppo,1,706,-10.0
ppo,1,707,-10.0
ppo,1,708,-35.7
ppo,1,710,-10.0
ppo,1,711,-10.0
ppo,1,713,-47.1
ppo,1,715,-51.0
ppo,1,719,-10.0
ppo,1,720,-36.3
ppo,1,721,-41.4
ppo,1,723,-10.0
ppo,1,724,-45.3
ppo,1,730,-30.0
ppo,1,731,-30.9
ppo,1,734,-33.0
ppo,1,735,-10.0
ppo,1,736,-51.3
ppo,1,738,-10.0
ppo,1,740,-10.0
ppo,1,742,-61.5
ppo,1,744,-10.0
ppo,1,745,-10.0
ppo,1,746,-40.2
ppo,1,747,-61.5
ppo,1,748,-10.0
ppo,1,749,-10.0
ppo,1,750,-10.0
ppo,1,751,-48.6
ppo,1,752,-10.0
ppo,1,753,-10.0
ppo,1,754,-10.0
ppo,1,755,-10.0
ppo,1,756,-10.0
ppo,1,757,-38.7
ppo,1,758,-70.8
ppo,1,759,-10.0
ppo,1,761,-44.7
ppo,1,762,-54.9
ppo,1,763,-10.0
ppo,1,764,-10.0
ppo,1,765,-10.0
ppo,1,766,-41.1
ppo,1,767,-10.0
ppo,1,768,-25.2
ppo,1,769,-49.8
ppo,1,770,-10.0
ppo,1,772,-10.0
ppo,1,774,-45.0
ppo,1,775,-10.0
ppo,1,776,-10.0
ppo,1,778,-72.3
ppo,1,779,-44.4
ppo,1,780,-10.0
ppo,1,781,-34.2
ppo,1,782,-51.3
ppo,1,785,-10.0
ppo,1,789,-44.4
ppo,1,791,-39.9
ppo,1,792,-47.7
ppo,1,796,-10.0
ppo,1,797,-43.2
ppo,1,799,-31.2
ppo,1,802,-38.1
ppo,1,803,-38.7
