algo,seed,step,episode_return
dqn,2,847,-41.7
dqn,2,848,-10.0
dqn,2,849,-10.0
dqn,2,850,-34.5
dqn,2,851,-10.0
dqn,2,852,-32.1
dqn,2,853,-69.6
dqn,2,855,-10.0
dqn,2,856,-10.0
dqn,2,857,-41.1
dqn,2,860,-44.7
dqn,2,861,-10.0
dqn,2,862,-10.0
dqn,2,863,-35.7
dqn,2,864,-10.0
dqn,2,865,-10.0
dqn,2,866,-32.1
dqn,2,868,-45.0
dqn,2,869,-39.0
dqn,2,872,-10.0
dqn,2,875,-41.7
dqn,2,879,-43.8
dqn,2,881,-44.1
dqn,2,885,-10.0
dqn,2,887,-10.0
dqn,2,890,-64.2
dqn,2,892,-10.0
dqn,2,893,-39.0
dqn,2,894,-49.2
dqn,2,895,-10.0
dqn,2,896,-70.8
dqn,2,897,-41.1
dqn,2,899,-42.9
dqn,2,900,-43.2
dqn,2,903,-48.9
dqn,2,907,-43.5
dqn,2,908,-42.9
dqn,2,910,-10.0
dqn,2,912,-41.7
dqn,2,913,-35.1
dqn,2,915,-46.5
dqn,2,916,-10.0
dqn,2,919,-70.2
dqn,2,920,-54.9
dqn,2,924,-10.0
dqn,2,928,-10.0
dqn,2,929,-54.0
dqn,2,930,-56.7
dqn,2,931,-10.0
dqn,2,933,-46.5
dqn,2,935,-10.0
dqn,2,937,-10.0
dqn,2,938,-44.4
dqn,2,939,-47.1
dqn,2,940,-10.0
dqn,2,942,-10.0
dqn,2,943,-46.8
dqn,2,945,-43.8
dqn,2,946,-10.0
dqn,2,948,-10.0
dqn,2,950,-10.0
dqn,2,951,-10.0
dqn,2,952,-10.0
dqn,2,953,-10.0
dqn,2,954,-10.0
dqn,2,955,-56.7
dqn,2,957,-46.5
dqn,2,958,-10.0
dqn,2,961,-84.9
dqn,2,962,-28.8
dqn,2,963,-45.0
dqn,2,965,-10.0
dqn,2,970,-46.2
dqn,2,971,-10.0
dqn,2,975,-31.2
dqn,2,976,-48.9
dqn,2,977,-10.0
dqn,2,980,-92.7
dqn,2,981,-10.0
dqn,2,982,-10.0
dqn,2,983,-10.0
dqn,2,984,-41.1
dqn,2,986,-10.0
dqn,2,987,-48.6
dqn,2,989,-10.0
dqn,2,991,-10.0
dqn,2,995,-10.0
dqn,2,996,-10.0
dqn,2,998,-37.8
dqn,2,1004,-85.5
dqn,2,1005,-36.3
dqn,2,1006,-49.2
dqn,2,1007,-44.7
dqn,2,1009,-10.0
dqn,2,1012,-42.0
dqn,2,1013,-42.6
dqn,2,1014,-41.4
dqn,2,1017,-41.4
dqn,2,1021,-44.4
dqn,2,1022,-61.5
dqn,2,1023,-10.0
dqn,2,1027,-47.7
dqn,2,1030,-10.0
dqn,2,1031,-67.2
dqn,2,1035,-43.5
dqn,2,1036,-10.0
dqn,2,1038,-10.0
dqn,2,1039,-49.2
dqn,2,1041,-10.0
dqn,2,1042,-10.0
dqn,2,1043,-40.2
dqn,2,1044,-54.0
dqn,2,1045,-10.0
dqn,2,1046,-38.7
dqn,2,1047,-10.0
dqn,2,1049,-48.6
dqn,2,1051,-34.8
dqn,2,1053,-10.0
dqn,2,1054,-45.3
dqn,2,1055,-48.9
dqn,2,1056,-10.0
dqn,2,1058,-10.0
dqn,2,1059,-33.6
dqn,2,1060,-35.7
dqn,2,1062,-10.0
dqn,2,1064,-53.4
dqn,2,1066,-53.7
dqn,2,1068,-40.8
dqn,2,1070,-33.3
dqn,2,1071,-54.0
dqn,2,1072,-10.0
dqn,2,1074,-67.8
dqn,2,1075,-10.0
dqn,2,1076,-10.0
dqn,2,1078,-10.0
dqn,2,1079,-10.0
dqn,2,1080,-10.0
dqn,2,1082,-40.8
dqn,2,1083,-10.0
dqn,2,1084,-45.3
dqn,2,1086,-10.0
dqn,2,1087,-35.1
dqn,2,1088,-42.6
dqn,2,1091,-56.1
dqn,2,1093,-10.0
dqn,2,1095,-10.0
dqn,2,1100,-52.2
dqn,2,1105,-10.0
dqn,2,1108,-10.0
dqn,2,1109,-10.0
dqn,2,1112,-54.3
dqn,2,1114,-10.0
dqn,2,1115,-10.0
dqn,2,1118,-10.0
dqn,2,1119,-10.0
dqn,2,1120,-56.7
dqn,2,1121,-41.1
dqn,2,1122,-48.6
dqn,2,1124,-40.8
dqn,2,1126,-10.0
dqn,2,1129,-56.1
dqn,2,1133,-10.0
dqn,2,1134,-47.4
dqn,2,1145,-38.1
dqn,2,1146,-10.0
dqn,2,1148,-42.3
dqn,2,1149,-42.3
dqn,2,1150,-44.4
dqn,2,1151,-10.0
dqn,2,1153,-10.0
dqn,2,1154,-10.0
dqn,2,1155,-40.2
dqn,2,1156,-49.2
dqn,2,1157,-46.8
dqn,2,1158,-10.0
dqn,2,1164,-53.4
dqn,2,1165,-61.5
dqn,2,1166,-35.7
dqn,2,1167,-10.0
dqn,2,1168,-10.0
dqn,2,1171,-10.0
dqn,2,1172,-10.0
dqn,2,1173,-34.2
dqn,2,1174,-10.0
dqn,2,1176,-39.9
dqn,2,1177,-10.0
dqn,2,1179,-10.0
dqn,2,1181,-48.3
dqn,2,1183,-10.0
dqn,2,1185,-10.0
dqn,2,1186,-48.6
dqn,2,1189,-33.0
dqn,2,1194,-10.0
dqn,2,1197,-10.0
dqn,2,1198,-10.0
dqn,2,1200,-10.0
dqn,2,1202,-44.4
dqn,2,1203,-42.0
dqn,2,1204,-72.6
dqn,2,1206,-10.0
dqn,2,1209,-52.8
dqn,2,1211,-10.0
dqn,2,1213,-10.0
dqn,2,1216,-56.1
dqn,2,1217,-34.5
dqn,2,1219,-38.4
dqn,2,1220,-41.4
dqn,2,1223,-10.0
dqn,2,1224,-10.0
dqn,2,1225,-10.0
dqn,2,1226,-10.0
dqn,2,1228,-10.0
dqn,2,1236,-10.0
dqn,2,1237,-10.0
dqn,2,1241,-10.0
dqn,2,1242,-10.0
dqn,2,1244,-69.3
dqn,2,1245,-10.0
dqn,2,1248,-10.0
dqn,2,1254,-66.0
dqn,2,1255,-10.0
dqn,2,1256,-30.9
dqn,2,1259,-39.6
dqn,2,1260,-43.2
dqn,2,1262,-10.0
dqn,2,1264,-10.0
dqn,2,1265,-35.1
dqn,2,1266,-56.7
dqn,2,1269,-64.2
dqn,2,1270,-10.0
dqn,2,1271,-10.0
dqn,2,1272,-10.0
dqn,2,1273,-10.0
dqn,2,1274,-48.6
dqn,2,1275,-10.0
dqn,2,1280,-10.0
dqn,2,1282,-10.0
dqn,2,1283,-10.0
dqn,2,1285,-10.0
dqn,2,1286,-10.0
dqn,2,1287,-10.0
dqn,2,1289,-10.0
dqn,2,1290,-10.0
dqn,2,1291,-10.0
dqn,2,1293,-10.0
dqn,2,1296,-10.0
dqn,2,1298,-56.4
dqn,2,1299,-70.8
dqn,2,1302,-10.0
dqn,2,1305,-24.6
dqn,2,1306,-10.0
dqn,2,1307,-10.0
dqn,2,1308,-10.0
dqn,2,1315,-41.4
dqn,2,1320,-10.0
dqn,2,1321,-54.0
dqn,2,1322,-10.0
dqn,2,1325,-10.0
dqn,2,1328,-31.5
dqn,2,1329,-42.6
dqn,2,1332,-44.1
dqn,2,1334,-10.0
dqn,2,1335,-10.0
dqn,2,1337,-37.8
dqn,2,1338,-49.8
dqn,2,1339,-10.0
dqn,2,1343,-10.0
dqn,2,1345,-86.7
dqn,2,1346,-10.0
dqn,2,1349,-40.5
dqn,2,1353,-10.0
dqn,2,1356,-42.6
dqn,2,1357,-42.9
dqn,2,1363,-10.0
dqn,2,1365,-39.9
dqn,2,1369,-43.8
dqn,2,1372,-30.0
dqn,2,1374,-10.0
dqn,2,1375,-10.0
dqn,2,1376,-34.5
dqn,2,1378,-39.9
dqn,2,1379,-10.0
dqn,2,1380,-31.2
dqn,2,1381,-93.3
dqn,2,1384,-10.0
dqn,2,1385,-10.0
dqn,2,1387,-30.3
dqn,2,1391,-10.0
dqn,2,1393,-10.0
dqn,2,1403,-10.0
dqn,2,1404,-33.6
dqn,2,1405,-10.0
dqn,2,1408,-66.9
dqn,2,1409,-54.9
dqn,2,1410,-10.0
dqn,2,1411,-10.0
dqn,2,1416,-10.0
dqn,2,1419,-10.0
dqn,2,1420,-29.7
dqn,2,1421,-10.0
dqn,2,1423,-10.0
dqn,2,1426,-10.0
dqn,2,1428,-10.0
dqn,2,1429,-65.4
dqn,2,1430,-31.2
dqn,2,1431,-10.0
dqn,2,1432,-41.1
dqn,2,1433,-49.8
dqn,2,1434,-48.6
dqn,2,1435,-10.0
dqn,2,1436,-29.7
dqn,2,1437,-36.9
dqn,2,1441,-10.0
dqn,2,1443,-44.1
dqn,2,1444,-10.0
dqn,2,1446,-33.9
dqn,2,1447,-10.0
dqn,2,1448,-10.0
dqn,2,1449,-46.8
dqn,2,1450,-45.3
dqn,2,1451,-10.0
dqn,2,1454,-10.0
dqn,2,1455,-49.5
dqn,2,1458,-10.0
dqn,2,1459,-10.0
dqn,2,1460,-31.2
dqn,2,1461,-38.4
dqn,2,1463,-30.3
dqn,2,1464,-10.0
dqn,2,1465,-51.3
dqn,2,1466,-10.0
dqn,2,1467,-54.9
dqn,2,1468,-10.0
dqn,2,1469,-72.6
dqn,2,1471,-10.0
dqn,2,1473,-42.6
dqn,2,1480,-29.7
dqn,2,1481,-10.0
dqn,2,1482,-54.0
dqn,2,1483,-38.4
dqn,2,1485,-31.2
dqn,2,1489,-10.0
dqn,2,1490,-54.0
dqn,2,1491,-28.8
dqn,2,1492,-72.6
dqn,2,1495,-10.0
dqn,2,1496,-10.0
dqn,2,1499,-66.9
dqn,2,1500,-10.0
dqn,2,1501,-10.0
dqn,2,1502,-47.7
dqn,2,1503,-72.6
dqn,2,1507,-10.0
dqn,2,1508,-10.0
dqn,2,1509,-10.0
dqn,2,1510,-10.0
dqn,2,1511,-32.1
dqn,2,1513,-31.8
dqn,2,1514,-64.8
dqn,2,1517,-64.8
dqn,2,1518,-42.6
dqn,2,1520,-10.0
dqn,2,1521,-44.1
dqn,2,1522,-38.4
dqn,2,1525,-10.0
dqn,2,1526,-45.0
dqn,2,1528,-29.4
dqn,2,1533,-48.3
dqn,2,1535,-10.0
dqn,2,1539,-10.0
dqn,2,1541,-44.7
dqn,2,1543,-61.2
dqn,2,1544,-32.1
dqn,2,1545,-68.1
dqn,2,1548,-43.8
dqn,2,1549,-43.2
dqn,2,1550,-42.9
dqn,2,1551,-10.0
dqn,2,1553,-10.0
dqn,2,1557,-43.8
dqn,2,1560,-10.0
dqn,2,1563,-10.0
dqn,2,1566,-10.0
dqn,2,1572,-10.0
dqn,2,1578,-10.0
dqn,2,1579,-47.1
dqn,2,1580,-53.7
dqn,2,1581,-10.0
dqn,2,1582,-10.0
dqn,2,1584,-10.0
dqn,2,1586,-10.0
dqn,2,1587,-56.7
dqn,2,1588,-10.0
dqn,2,1592,-10.0
dqn,2,1593,-10.0
dqn,2,1596,-42.6
dqn,2,1597,-33.6
dqn,2,1598,-48.6
dqn,2,1599,-10.0
dqn,2,1600,-38.7
dqn,2,1601,-44.1
dqn,2,1602,-64.8
dqn,2,1603,-35.7
dqn,2,1605,-10.0
dqn,2,1606,-39.0
dqn,2,1608,-10.0
dqn,2,1610,-44.1
dqn,2,1613,-28.2
dqn,2,1618,-43.5
dqn,2,1620,-38.7
dqn,2,1622,-42.3
dqn,2,1624,-10.0
dqn,2,1625,-29.7
dqn,2,1631,-10.0
dqn,2,1639,-60.3
dqn,2,1641,-10.0
dqn,2,1643,-31.2
dqn,2,1660,-35.4
dqn,2,1662,-10.0
dqn,2,1664,-10.0
dqn,2,1668,-10.0
dqn,2,1670,-70.5
dqn,2,1673,-25.2
dqn,2,1676,-10.0
dqn,2,1677,-62.4
dqn,2,1678,-30.9
dqn,2,1679,-49.5
dqn,2,1685,-41.7
dqn,2,1695,-10.0
dqn,2,1699,-30.3
dqn,2,1700,-43.2
dqn,2,1701,-10.0
dqn,2,1705,-39.3
dqn,2,1706,-48.6
dqn,2,1710,-63.9
dqn,2,1714,-10.0
dqn,2,1716,-33.9
dqn,2,1717,-10.0
dqn,2,1721,-10.0
dqn,2,1723,-49.5
dqn,2,1734,-10.0
dqn,2,1735,-10.0
dqn,2,1737,-31.2
dqn,2,1738,-10.0
dqn,2,1739,-10.0
dqn,2,1740,-36.9
dqn,2,1742,-56.4
dqn,2,1744,-10.0
dqn,2,1745,-10.0
dqn,2,1746,-10.0
dqn,2,1747,-44.4
dqn,2,1748,-10.0
dqn,2,1752,-10.0
dqn,2,1755,-28.2
dqn,2,1757,-53.1
dqn,2,1765,-10.0
dqn,2,1766,-10.0
dqn,2,1768,-10.0
dqn,2,1769,-10.0
dqn,2,1775,-10.0
dqn,2,1776,-48.6
dqn,2,1778,-10.0
dqn,2,1780,-34.2
dqn,2,1781,-10.0
dqn,2,1783,-10.0
dqn,2,1785,-10.0
dqn,2,1787,-53.7
dqn,2,1788,-30.9
dqn,2,1791,-10.0
dqn,2,1794,-42.0
dqn,2,1795,-33.6
dqn,2,1797,-51.0
dqn,2,1802,-41.7
dqn,2,1803,-48.9
dqn,2,1807,-10.0
dqn,2,1811,-10.0
dqn,2,1813,-69.3
dqn,2,1814,-33.6
dqn,2,1815,-42.0
dqn,2,1819,-24.9
dqn,2,1823,-46.5
dqn,2,1824,-10.0
dqn,2,1825,-56.7
dqn,2,1827,-51.0
dqn,2,1832,-10.0
dqn,2,1833,-10.0
dqn,2,1835,-33.9
dqn,2,1837,-44.1
dqn,2,1838,-10.0
dqn,2,1839,-10.0
dqn,2,1841,-40.8
dqn,2,1843,-10.0
dqn,2,1845,-48.9
dqn,2,1847,-39.9
dqn,2,1849,-22.8
dqn,2,1850,-29.7
dqn,2,1852,-48.6
dqn,2,1853,-47.4
dqn,2,1855,-10.0
dqn,2,1857,-46.5
dqn,2,1859,-28.5
dqn,2,1861,-61.2
dqn,2,1862,-70.8
dqn,2,1867,-85.8
dqn,2,1870,-10.0
dqn,2,1871,-35.7
dqn,2,1872,-10.0
dqn,2,1873,-47.4
dqn,2,1875,-29.4
dqn,2,1876,-10.0
dqn,2,1879,-10.0
dqn,2,1880,-28.8
dqn,2,1884,-10.0
dqn,2,1886,-10.0
dqn,2,1887,-40.2
dqn,2,1888,-10.0
dqn,2,1889,-10.0
dqn,2,1892,-10.0
dqn,2,1895,-43.8
dqn,2,1897,-72.3
dqn,2,1898,-10.0
dqn,2,1899,-54.0
dqn,2,1900,-43.5
dqn,2,1901,-10.0
dqn,2,1903,-42.0
dqn,2,1904,-10.0
dqn,2,1910,-10.0
dqn,2,1911,-10.0
dqn,2,1912,-10.0
dqn,2,1913,-10.0
dqn,2,1914,-10.0
dqn,2,1915,-10.0
dqn,2,1916,-10.0
dqn,2,1922,-10.0
dqn,2,1924,-10.0
dqn,2,1926,-42.9
dqn,2,1931,-68.4
dqn,2,1933,-10.0
dqn,2,1938,-41.4
dqn,2,1939,-10.0
dqn,2,1943,-41.1
dqn,2,1945,-10.0
dqn,2,1947,-10.0
dqn,2,1948,-10.0
dqn,2,1954,-41.7
dqn,2,1955,-45.3
dqn,2,1956,-42.3
dqn,2,1957,-10.0
dqn,2,1964,-45.6
dqn,2,1968,-41.1
dqn,2,1972,-10.0
dqn,2,1975,-34.5
dqn,2,1976,-10.0
dqn,2,1977,-10.0
dqn,2,1978,-10.0
dqn,2,1979,-10.0
dqn,2,1981,-42.6
dqn,2,1982,-69.6
dqn,2,1990,-43.2
dqn,2,1992,-10.0
dqn,2,1993,-33.6
dqn,2,1994,-49.2
dqn,2,1995,-31.5
dqn,2,1997,-67.8
dqn,2,1998,-31.5
dqn,2,2000,-10.0
dqn,2,2001,-42.3
dqn,2,2003,-53.4
dqn,2,2004,-10.0
dqn,2,2005,-54.0
dqn,2,2006,-10.0
dqn,2,2008,-10.0
dqn,2,2011,-48.9
dqn,2,2013,-42.9
dqn,2,2014,-10.0
dqn,2,2015,-10.0
dqn,2,2016,-10.0
dqn,2,2017,-56.7
dqn,2,2019,-10.0
dqn,2,2020,-10.0
dqn,2,2023,-10.0
dqn,2,2033,-10.0
dqn,2,2036,-28.2
dqn,2,2041,-10.0
dqn,2,2048,-42.9
dqn,2,2053,-10.0
dqn,2,2054,-10.0
dqn,2,2057,-42.6
dqn,2,2058,-10.0
dqn,2,2060,-10.0
dqn,2,2061,-44.4
dqn,2,2063,-10.0
dqn,2,2065,-10.0
dqn,2,2067,-40.8
dqn,2,2068,-10.0
dqn,2,2072,-10.0
dqn,2,2078,-28.2
dqn,2,2079,-10.0
dqn,2,2083,-48.0
dqn,2,2084,-30.9
dqn,2,2085,-10.0
dqn,2,2086,-35.7
dqn,2,2090,-38.1
dqn,2,2092,-46.5
dqn,2,2094,-10.0
dqn,2,2096,-69.3
dqn,2,2097,-45.3
dqn,2,2099,-10.0
dqn,2,2100,-10.0
dqn,2,2107,-60.6
dqn,2,2108,-25.8
dqn,2,2110,-31.2
dqn,2,2112,-30.6
dqn,2,2113,-44.4
dqn,2,2117,-47.7
dqn,2,2126,-10.0
dqn,2,2130,-10.0
dqn,2,2133,-46.2
dqn,2,2136,-10.0
dqn,2,2146,-23.1
dqn,2,2147,-38.1
dqn,2,2149,-10.0
dqn,2,2150,-10.0
dqn,2,2152,-10.0
dqn,2,2158,-48.3
dqn,2,2166,-10.0
dqn,2,2168,-48.3
dqn,2,2170,-10.0
dqn,2,2172,-33.3
dqn,2,2174,-53.7
dqn,2,2175,-45.0
dqn,2,2177,-10.0
dqn,2,2182,-10.0
dqn,2,2183,-10.0
dqn,2,2185,-38.7
dqn,2,2188,-10.0
dqn,2,2192,-55.8
dqn,2,2194,-35.4
dqn,2,2195,-43.5
dqn,2,2196,-10.0
dqn,2,2198,-69.3
dqn,2,2200,-47.4
dqn,2,2201,-70.8
dqn,2,2202,-45.3
dqn,2,2204,-10.0
dqn,2,2205,-10.0
dqn,2,2206,-10.0
dqn,2,2211,-85.8
dqn,2,2212,-25.8
dqn,2,2213,-30.9
dqn,2,2214,-93.3
dqn,2,2216,-10.0
dqn,2,2218,-10.0
dqn,2,2221,-10.0
dqn,2,2222,-41.1
dqn,2,2223,-32.1
dqn,2,2225,-10.0
dqn,2,2226,-10.0
dqn,2,2229,-10.0
dqn,2,2233,-10.0
dqn,2,2234,-10.0
dqn,2,2236,-78.3
dqn,2,2237,-10.0
dqn,2,2240,-10.0
dqn,2,2241,-43.2
dqn,2,2244,-33.0
dqn,2,2246,-67.2
dqn,2,2254,-10.0
dqn,2,2258,-36.0
dqn,2,2263,-77.4
dqn,2,2267,-41.4
dqn,2,2268,-10.0
dqn,2,2270,-93.0
dqn,2,2271,-10.0
dqn,2,2275,-29.7
dqn,2,2277,-53.4
dqn,2,2280,-10.0
dqn,2,2281,-36.3
dqn,2,2282,-38.4
dqn,2,2288,-30.6
dqn,2,2289,-10.0
dqn,2,2290,-10.0
dqn,2,2291,-40.2
dqn,2,2296,-66.9
dqn,2,2297,-69.6
dqn,2,2298,-45.3
dqn,2,2300,-72.3
dqn,2,2302,-10.0
dqn,2,2305,-10.0
dqn,2,2306,-35.7
dqn,2,2309,-37.8
dqn,2,2312,-10.0
dqn,2,2313,-45.3
dqn,2,2314,-38.7
dqn,2,2317,-10.0
dqn,2,2319,-69.3
dqn,2,2320,-10.0
dqn,2,2322,-10.0
dqn,2,2326,-10.0
dqn,2,2328,-10.0
dqn,2,2331,-10.0
dqn,2,2333,-10.0
dqn,2,2334,-10.0
dqn,2,2339,-10.0
dqn,2,2341,-10.0
dqn,2,2343,-56.4
dqn,2,2344,-10.0
dqn,2,2348,-10.0
dqn,2,2350,-10.0
dqn,2,2351,-44.4
dqn,2,2353,-39.9
dqn,2,2354,-44.4
dqn,2,2355,-10.0
dqn,2,2357,-69.3
dqn,2,2362,-10.0
dqn,2,2364,-54.6
dqn,2,2365,-44.4
dqn,2,2370,-10.0
dqn,2,2371,-42.3
dqn,2,2372,-10.0
dqn,2,2373,-10.0
dqn,2,2377,-10.0
dqn,2,2378,-44.1
dqn,2,2380,-10.0
dqn,2,2381,-10.0
dqn,2,2383,-40.8
dqn,2,2393,-52.2
dqn,2,2395,-40.8
dqn,2,2397,-10.0
dqn,2,2399,-37.8
dqn,2,2406,-41.1
dqn,2,2407,-25.2
dqn,2,2408,-10.0
dqn,2,2415,-10.0
dqn,2,2416,-48.9
dqn,2,2417,-25.2
dqn,2,2418,-29.7
dqn,2,2426,-52.8
dqn,2,2431,-10.0
dqn,2,2433,-36.0
dqn,2,2435,-72.3
dqn,2,2437,-31.2
dqn,2,2439,-25.5
dqn,2,2440,-10.0
dqn,2,2441,-10.0
dqn,2,2442,-36.3
dqn,2,2457,-57.9
dqn,2,2458,-10.0
dqn,2,2459,-10.0
dqn,2,2464,-10.0
dqn,2,2472,-10.0
dqn,2,2474,-43.8
dqn,2,2475,-56.7
dqn,2,2477,-44.1
dqn,2,2480,-37.8
dqn,2,2485,-60.6
dqn,2,2488,-40.5
dqn,2,2489,-42.0
dqn,2,2499,-10.0
dqn,2,2500,-10.0
dqn,2,2501,-10.0
dqn,2,2503,-39.9
dqn,2,2505,-10.0
dqn,2,2515,-36.0
dqn,2,2519,-60.9
dqn,2,2522,-10.0
dqn,2,2525,-69.0
dqn,2,2526,-10.0
dqn,2,2527,-44.1
dqn,2,2531,-10.0
dqn,2,2534,-30.9
dqn,2,2536,-28.5
dqn,2,2538,-39.9
dqn,2,2539,-30.9
dqn,2,2542,-10.0
dqn,2,2546,-10.0
dqn,2,2548,-46.8
dqn,2,2549,-93.3
dqn,2,2551,-31.8
dqn,2,2554,-10.0
dqn,2,2558,-46.5
dqn,2,2559,-10.0
dqn,2,2561,-30.9
dqn,2,2562,-62.1
dqn,2,2564,-37.8
dqn,2,2569,-39.9
dqn,2,2575,-10.0
dqn,2,2580,-10.0
dqn,2,2584,-53.1
dqn,2,2585,-10.0
dqn,2,2591,-41.4
dqn,2,2596,-10.0
dqn,2,2597,-43.2
dqn,2,2599,-10.0
dqn,2,2603,-71.7
dqn,2,2604,-10.0
dqn,2,2607,-10.0
dqn,2,2608,-10.0
dqn,2,2609,-44.4
dqn,2,2612,-69.0
dqn,2,2615,-10.0
dqn,2,2624,-44.4
dqn,2,2628,-10.0
dqn,2,2630,-56.4
dqn,2,2631,-10.0
dqn,2,2641,-32.4
dqn,2,2644,-10.0
dqn,2,2649,-46.2
dqn,2,2650,-10.0
dqn,2,2651,-10.0
dqn,2,2654,-34.5
dqn,2,2658,-66.3
dqn,2,2659,-10.0
dqn,2,2661,-10.0
dqn,2,2662,-10.0
dqn,2,2663,-42.6
dqn,2,2664,-30.6
dqn,2,2669,-35.7
dqn,2,2670,-10.0
dqn,2,2673,-10.0
dqn,2,2677,-10.0
dqn,2,2678,-10.0
dqn,2,2679,-42.9
dqn,2,2687,-10.0
dqn,2,2688,-41.4
dqn,2,2690,-31.8
dqn,2,2692,-10.0
dqn,2,2693,-53.7
dqn,2,2696,-10.0
dqn,2,2700,-46.2
dqn,2,2702,-44.4
dqn,2,2703,-10.0
dqn,2,2709,-10.0
dqn,2,2710,-10.0
dqn,2,2711,-10.0
dqn,2,2713,-49.2
dqn,2,2715,-10.0
dqn,2,2716,-10.0
dqn,2,2719,-43.8
dqn,2,2720,-45.0
dqn,2,2722,-48.3
dqn,2,2724,-44.1
dqn,2,2725,-10.0
dqn,2,2731,-37.2
dqn,2,2740,-10.0
dqn,2,2741,-72.6
dqn,2,2742,-10.0
dqn,2,2746,-55.8
dqn,2,2747,-51.3
dqn,2,2752,-42.3
dqn,2,2753,-10.0
dqn,2,2754,-36.3
dqn,2,2758,-40.2
dqn,2,2759,-10.0
dqn,2,2762,-10.0
dqn,2,2763,-10.0
dqn,2,2767,-47.7
dqn,2,2768,-10.0
dqn,2,2772,-53.1
dqn,2,2773,-10.0
dqn,2,2788,-38.1
dqn,2,2793,-44.1
dqn,2,2802,-10.0
dqn,2,2803,-44.4
dqn,2,2804,-41.4
dqn,2,2808,-48.6
dqn,2,2812,-10.0
dqn,2,2813,-56.7
dqn,2,2817,-31.2
dqn,2,2822,-45.6
dqn,2,2831,-46.5
dqn,2,2833,-10.0
dqn,2,2834,-33.6
dqn,2,2835,-40.2
dqn,2,2836,-10.0
dqn,2,2845,-40.5
dqn,2,2849,-68.7
dqn,2,2850,-54.9
dqn,2,2853,-10.0
dqn,2,2859,-37.2
dqn,2,2861,-31.2
dqn,2,2862,-10.0
dqn,2,2863,-10.0
dqn,2,2867,-10.0
dqn,2,2873,-39.9
dqn,2,2874,-10.0
dqn,2,2875,-36.9
dqn,2,2878,-48.0
dqn,2,2879,-10.0
dqn,2,2881,-10.0
dqn,2,2885,-10.0
dqn,2,2894,-28.2
dqn,2,2897,-10.0
dqn,2,2902,-10.0
dqn,2,2912,-35.7
dqn,2,2916,-30.0
dqn,2,2917,-38.7
dqn,2,2919,-48.3
dqn,2,2928,-59.1
dqn,2,2938,-10.0
dqn,2,2942,-22.2
dqn,2,2946,-10.0
dqn,2,2947,-10.0
dqn,2,2949,-28.5
dqn,2,2953,-37.5
dqn,2,2959,-10.0
dqn,2,2965,-51.9
dqn,2,2970,-43.2
dqn,2,2971,-10.0
dqn,2,2976,-10.0
dqn,2,2977,-67.2
dqn,2,2992,-10.0
dqn,2,2993,-10.0
dqn,2,2994,-43.2
dqn,2,2998,-10.0
dqn,2,3000,-10.0
dqn,2,3003,-10.0
dqn,2,3004,-10.0
dqn,2,3011,-10.0
dqn,2,3012,-31.2
dqn,2,3013,-10.0
dqn,2,3015,-10.0
dqn,2,3019,-37.5
dqn,2,3021,-10.0
dqn,2,3024,-72.0
dqn,2,3025,-10.0
dqn,2,3029,-10.0
dqn,2,3037,-10.0
dqn,2,3042,-10.0
dqn,2,3043,-10.0
dqn,2,3044,-10.0
dqn,2,3052,-10.0
dqn,2,3054,-44.1
dqn,2,3056,-30.9
dqn,2,3064,-28.5
dqn,2,3065,-10.0
dqn,2,3067,-30.6
dqn,2,3073,-10.0
dqn,2,3074,-10.0
dqn,2,3075,-10.0
dqn,2,3077,-10.0
dqn,2,3083,-45.6
dqn,2,3086,-72.0
dqn,2,3092,-45.6
dqn,2,3094,-39.9
dqn,2,3095,-10.0
dqn,2,3102,-10.0
dqn,2,3107,-33.3
dqn,2,3109,-10.0
dqn,2,3111,-36.0
dqn,2,3122,-37.2
dqn,2,3126,-10.0
dqn,2,3128,-10.0
dqn,2,3129,-93.3
dqn,2,3130,-62.1
dqn,2,3131,-78.6
dqn,2,3135,-10.0
dqn,2,3138,-66.9
dqn,2,3143,-45.6
dqn,2,3149,-10.0
dqn,2,3155,-10.0
dqn,2,3164,-10.0
dqn,2,3168,-10.0
dqn,2,3171,-10.0
dqn,2,3173,-10.0
dqn,2,3178,-47.7
dqn,2,3179,-10.0
dqn,2,3181,-10.0
dqn,2,3191,-10.0
dqn,2,3192,-78.6
dqn,2,3200,-28.8
dqn,2,3201,-38.7
dqn,2,3203,-10.0
dqn,2,3205,-35.4
dqn,2,3211,-10.0
dqn,2,3217,-32.7
dqn,2,3225,-59.7
dqn,2,3226,-10.0
dqn,2,3229,-28.2
dqn,2,3230,-10.0
dqn,2,3237,-29.1
dqn,2,3239,-51.0
dqn,2,3240,-48.6
dqn,2,3246,-27.3
dqn,2,3247,-39.0
dqn,2,3249,-61.5
dqn,2,3251,-10.0
dqn,2,3255,-10.0
dqn,2,3264,-36.0
dqn,2,3266,-10.0
dqn,2,3270,-10.0
dqn,2,3273,-42.9
dqn,2,3276,-10.0
dqn,2,3282,-60.0
dqn,2,3284,-10.0
dqn,2,3285,-10.0
dqn,2,3286,-44.4
dqn,2,3290,-43.5
dqn,2,3292,-66.9
dqn,2,3294,-29.4
dqn,2,3295,-10.0
dqn,2,3300,-68.4
dqn,2,3308,-76.5
dqn,2,3311,-53.4
dqn,2,3318,-31.8
