#{"t_start": 1786828163.5632281, "env_id": "None"}
r,l,t
-33.3,2,19.403468
-53.7,2,19.415506
-45.0,1,19.426295
-10.0,2,19.43657
-10.0,5,19.45366
-10.0,1,19.458977
-38.7,2,19.478966
-10.0,3,19.48762
-55.8,4,19.499281
-35.4,2,19.507287
-43.5,1,19.516232
-10.0,1,19.519359
-69.3,2,19.529845
-47.4,2,19.534215
-70.8,1,19.55094
-45.3,1,19.554741
-10.0,2,19.560011
-10.0,1,19.571265
-10.0,1,19.581219
-85.8,5,19.599633
-25.8,1,19.602512
-30.9,1,19.610583
-93.3,1,19.619545
-10.0,2,19.625413
-10.0,2,19.637092
-10.0,3,19.648223
-41.1,1,19.657511
-32.1,1,19.662321
-10.0,2,19.674061
-10.0,1,19.679757
-10.0,3,19.697671
-10.0,4,19.712919
-10.0,1,19.717541
-78.3,2,19.723879
-10.0,1,19.740099
-10.0,3,19.750368
-43.2,1,19.760036
-33.0,3,19.764724
-67.2,2,19.782288
-10.0,8,19.810282
-36.0,4,19.824933
-77.4,5,19.838807
-41.4,4,19.862675
-10.0,1,19.867026
-93.0,2,19.878931
-10.0,1,19.882084
-29.7,4,19.909042
-53.4,2,19.92143
-10.0,3,19.926469
-36.3,1,19.934414
-38.4,1,19.944027
-30.6,6,19.964094
-10.0,1,19.971896
-10.0,1,19.9767
-40.2,1,19.986213
-66.9,5,20.004404
-69.6,1,20.01567
-45.3,1,20.020673
-72.3,2,20.032506
-10.0,2,20.043092
-10.0,3,20.057911
-35.7,1,20.063585
-37.8,3,20.083165
-10.0,3,20.090145
-45.3,1,20.100259
-38.7,1,20.103499
-10.0,3,20.124473
-69.3,2,20.130855
-10.0,1,20.134232
-10.0,2,20.144219
-10.0,4,20.167668
-10.0,2,20.172966
-10.0,3,20.183765
-10.0,2,20.193125
-10.0,1,20.203667
-10.0,5,20.219654
-10.0,2,20.234234
-56.4,2,20.240438
-10.0,1,20.251154
-10.0,4,20.271145
-10.0,2,20.281382
-44.4,1,20.284841
-39.9,2,20.303233
-44.4,1,20.309845
-10.0,1,20.313284
-69.3,2,20.324565
-10.0,5,20.352896
-54.6,2,20.360552
-44.4,1,20.368634
-10.0,5,20.383234
-42.3,1,20.393824
-10.0,1,20.397641
-10.0,1,20.411674
-10.0,4,20.428623
-44.1,1,20.441327
-10.0,2,20.449386
-10.0,1,20.460854
-40.8,2,20.465816
-52.2,10,20.512476
-40.8,2,20.518502
-10.0,2,20.530488
-37.8,2,20.537647
-41.1,7,20.568433
-25.2,1,20.574922
-10.0,1,20.578474
-10.0,7,20.605971
-48.9,1,20.618642
-25.2,1,20.631878
-29.7,1,20.635328
-52.8,8,20.666981
-10.0,5,20.697181
-36.0,2,20.708694
-72.3,2,20.713892
-31.2,2,20.723385
-25.5,2,20.736968
-10.0,1,20.740752
-10.0,1,20.749195
-36.3,1,20.754999
-57.9,15,20.819151
-10.0,1,20.824268
-10.0,1,20.829124
-10.0,5,20.8511
-10.0,8,20.891196
-43.8,2,20.901324
-56.7,1,20.905526
-44.1,2,20.914956
-37.8,3,20.932076
-60.6,5,20.960817
-40.5,3,20.970074
-42.0,1,20.979317
-10.0,10,21.013315
-10.0,1,21.018499
-10.0,1,21.027953
-39.9,2,21.033038
-10.0,2,21.053662
-36.0,10,21.0911
-60.9,4,21.108479
-10.0,3,21.118364
-69.0,3,21.140098
-10.0,1,21.144924
-44.1,1,21.151133
-10.0,4,21.168305
-30.9,3,21.190932
-28.5,2,21.195848
-39.9,2,21.206977
-30.9,1,21.211806
-10.0,3,21.231593
-10.0,4,21.249247
-46.8,2,21.256166
-93.3,1,21.267463
-31.8,2,21.280501
-10.0,3,21.293032
-46.5,4,21.311126
-10.0,1,21.31441
-30.9,2,21.33283
-62.1,1,21.33835
-37.8,2,21.342496
-39.9,5,21.365124
-10.0,6,21.39773
-10.0,5,21.417833
-53.1,4,21.436294
-10.0,1,21.447493
-41.4,6,21.479688
-10.0,5,21.499725
-43.2,1,21.50946
-10.0,2,21.51464
-71.7,4,21.536867
-10.0,1,21.542336
-10.0,3,21.559198
-10.0,1,21.564017
-44.4,1,21.582805
-69.0,3,21.5931
-10.0,3,21.607865
-44.4,9,21.635787
-10.0,4,21.659539
-56.4,2,21.671339
-10.0,1,21.678342
-32.4,10,21.714498
-10.0,3,21.731814
-46.2,5,21.759979
-10.0,1,21.764976
-10.0,1,21.76958
-34.5,3,21.794291
-66.3,4,21.81089
-10.0,1,21.815815
-10.0,2,21.829673
-10.0,1,21.842559
-42.6,1,21.846899
-30.6,1,21.850581
-35.7,5,21.876893
-10.0,1,21.889423
-10.0,3,21.905609
-10.0,4,21.924112
-10.0,1,21.927579
-42.9,1,21.937578
-10.0,8,21.974781
-41.4,1,21.979689
-31.8,2,21.993797
-10.0,2,22.009421
-53.7,1,22.019406
-10.0,3,22.029044
-46.2,4,22.044576
-44.4,2,22.065285
-10.0,1,22.069497
-10.0,6,22.101016
-10.0,1,22.104783
-10.0,1,22.114909
-49.2,2,22.129193
-10.0,2,22.134461
-10.0,1,22.138444
-43.8,3,22.160172
-45.0,1,22.166562
-48.3,2,22.180764
-44.1,2,22.188025
-10.0,1,22.208196
-37.2,6,22.229028
-10.0,9,22.264553
-72.6,1,22.274554
-10.0,1,22.284993
-55.8,4,22.303036
-51.3,1,22.30802
-42.3,5,22.322893
-10.0,1,22.342984
-36.3,1,22.349467
-40.2,4,22.367629
-10.0,1,22.372849
-10.0,3,22.394386
-10.0,1,22.397857
-47.7,4,22.413627
-10.0,1,22.41707
-53.1,4,22.441428
-10.0,1,22.451294
-38.1,15,22.493688
-44.1,5,22.513642
-10.0,9,22.556142
-44.4,1,22.561175
-41.4,1,22.564715
-48.6,4,22.579496
-10.0,4,22.604954
-56.7,1,22.616265
-31.2,4,22.632967
-45.6,5,22.646463
-46.5,9,22.689257
-10.0,2,22.698804
-33.6,1,22.702204
-40.2,1,22.70592
-10.0,1,22.716182
-40.5,9,22.752177
-68.7,4,22.766224
-54.9,1,22.771199
-10.0,3,22.793352
-37.2,6,22.815693
-31.2,2,22.826503
-10.0,1,22.830055
-10.0,1,22.84097
-10.0,4,22.856571
-39.9,6,22.87981
-10.0,1,22.883503
-36.9,1,22.89369
-48.0,3,22.909724
-10.0,1,22.913296
-10.0,2,22.92384
-10.0,4,22.946722
-28.2,9,22.976938
-10.0,3,22.986909
-10.0,5,23.000261
-35.7,10,23.047167
-30.0,4,23.063256
-38.7,1,23.074605
-48.3,2,23.079613
-59.1,9,23.118017
-10.0,10,23.158695
-22.2,4,23.17636
-10.0,4,23.190581
-10.0,1,23.200699
-28.5,2,23.212008
-37.5,4,23.229613
-10.0,6,23.250374
-51.9,6,23.285933
-43.2,5,23.304247
-10.0,1,23.307757
-10.0,5,23.322838
-67.2,1,23.338132
-10.0,15,23.390145
-10.0,1,23.400585
-43.2,1,23.405364
-10.0,4,23.42763
-10.0,2,23.434693
-10.0,3,23.451035
-10.0,1,23.45477
-10.0,7,23.490777
-31.2,1,23.496116
-10.0,1,23.503924
-10.0,2,23.510095
-37.5,4,23.534502
-10.0,2,23.545528
-72.0,3,23.551955
-10.0,1,23.560527
-10.0,4,23.584345
-10.0,8,23.611524
-10.0,5,23.624118
-10.0,1,23.627383
-10.0,1,23.637927
-10.0,8,23.668181
-44.1,2,23.681489
-30.9,2,23.688214
-28.5,8,23.716683
-10.0,1,23.729305
-30.6,2,23.734278
-10.0,6,23.760333
-10.0,1,23.772638
-10.0,1,23.777638
-10.0,2,23.789106
-45.6,6,23.809315
-72.0,3,23.831147
-45.6,6,23.851152
-39.9,2,23.861782
-10.0,1,23.865121
-10.0,7,23.90293
-33.3,5,23.916833
-10.0,2,23.926388
-36.0,2,23.93136
-37.2,11,23.980688
-10.0,4,23.995007
-10.0,2,24.000354
-93.3,1,24.007974
-62.1,1,24.017684
-78.6,1,24.022609
-10.0,4,24.037676
-66.9,3,24.051377
-45.6,5,24.078819
-10.0,6,24.107041
-10.0,6,24.126888
-10.0,9,24.153155
-10.0,4,24.177954
-10.0,3,24.193921
-10.0,2,24.206685
-47.7,5,24.220102
-10.0,1,24.231598
-10.0,2,24.24328
-10.0,10,24.273322
-78.6,1,24.278156
-28.8,8,24.312018
-38.7,1,24.319906
-10.0,2,24.328754
-35.4,2,24.341412
-10.0,6,24.368518
-32.7,6,24.390549
-59.7,8,24.418999
-10.0,1,24.423675
-28.2,3,24.445388
-10.0,1,24.448816
-29.1,7,24.472483
-51.0,2,24.479394
-48.6,1,24.491463
-27.3,6,24.519648
-39.0,1,24.524647
-61.5,2,24.533867
-10.0,2,24.545728
-10.0,4,24.562489
-36.0,9,24.596164
-10.0,2,24.610994
-10.0,4,24.632975
-42.9,3,24.646138
-10.0,3,24.651724
-60.0,6,24.67121
-10.0,2,24.684016
-10.0,1,24.697375
-44.4,1,24.702096
-43.5,4,24.716357
-66.9,2,24.729738
-29.4,2,24.742864
-10.0,1,24.74756
-68.4,5,24.766912
-76.5,8,24.806359
-53.4,3,24.818611
-31.8,7,24.84435
-69.6,1,24.847843
-10.0,1,24.857313
-10.0,4,24.868385
-48.9,2,24.881099
-30.9,5,24.899443
-38.7,2,24.920676
-34.5,5,24.941543
-10.0,3,24.951577
-30.3,4,24.962775
-44.7,2,24.975371
-41.1,8,25.001667
-10.0,11,25.03422
-10.0,9,25.06081
-10.0,11,25.108424
-47.4,1,25.113125
-10.0,6,25.138191
-10.0,3,25.146668
-86.7,2,25.163654
-42.9,3,25.178285
-10.0,1,25.181499
-61.2,2,25.187214
-48.6,1,25.20274
-56.4,2,25.210835
-10.0,1,25.214018
-10.0,2,25.226341
-10.0,9,25.263117
-60.6,4,25.27645
-10.0,2,25.284971
-38.1,3,25.291469
-10.0,1,25.306705
-43.8,3,25.315789
-47.1,1,25.327018
-10.0,1,25.330504
-78.0,3,25.349695
-48.0,3,25.35685
-10.0,2,25.368304
-10.0,1,25.373437
-10.0,2,25.39616
-42.9,2,25.401105
-10.0,1,25.405268
-47.1,1,25.413382
-10.0,1,25.429087
-10.0,1,25.434657
-40.2,1,25.441111
-10.0,1,25.449095
-36.9,15,25.508596
-10.0,4,25.524292
-28.2,6,25.543811
-84.3,5,25.558802
-10.0,3,25.57841
-33.0,6,25.598475
-10.0,12,25.643196
-10.0,1,25.651558
-45.9,5,25.682417
-10.0,10,25.711461
-10.0,5,25.731436
-10.0,1,25.735451
-10.0,1,25.746039
-56.7,1,25.751398
-10.0,3,25.768786
-21.0,17,25.826207
-10.0,3,25.846218
-10.0,7,25.873945
-10.0,1,25.877378
-10.0,7,25.903902
-10.0,2,25.917706
-10.0,5,25.936412
-31.2,2,25.945535
-43.8,6,25.972499
-48.0,3,25.98862
-10.0,11,26.024243
-10.0,1,26.02773
-45.9,5,26.047801
-47.4,1,26.058572
-10.0,1,26.064036
-10.0,10,26.107728
-46.5,4,26.121985
-52.5,6,26.153088
-47.4,6,26.176175
-44.1,5,26.192751
-10.0,5,26.211151
-10.0,15,26.267137
-34.5,5,26.285355
-42.9,1,26.28893
-10.0,24,26.347497
-10.0,3,26.364164
-10.0,3,26.379378
-35.7,1,26.382984
-33.6,3,26.397549
-53.7,1,26.409396
-10.0,13,26.45702
-32.1,6,26.479476
-10.0,1,26.482956
-30.0,6,26.514699
-72.3,2,26.520296
-56.4,2,26.530282
-46.2,9,26.556114
-10.0,5,26.581029
-10.0,1,26.585831
-30.0,8,26.611018
-47.1,2,26.620426
-41.1,5,26.645445
-10.0,4,26.660521
-33.6,1,26.665127
-10.0,7,26.692804
-10.0,13,26.743549
-10.0,2,26.755431
-24.9,4,26.772311
-10.0,13,26.804445
-54.0,1,26.814864
-10.0,2,26.828283
-38.4,7,26.86061
-48.9,1,26.863885
-44.4,2,26.87689
-10.0,1,26.886658
-10.0,2,26.894642
-10.0,2,26.903725
-45.3,1,26.914573
-46.5,9,26.94603
-44.4,3,26.958233
-60.3,6,26.974663
-10.0,24,27.06465
-67.8,2,27.074691
-10.0,2,27.079302
-84.0,6,27.097476
-40.5,7,27.135929
-29.1,7,27.158089
-10.0,13,27.207732
-10.0,1,27.212511
-33.9,32,27.312677
-36.3,8,27.333793
-60.9,14,27.369843
-10.0,2,27.379219
-10.0,2,27.39158
-40.5,10,27.424885
-20.7,18,27.469146
-48.0,3,27.47904
-10.0,8,27.517383
-42.6,2,27.530179
-10.0,2,27.537752
-38.4,2,34.530769
-10.0,5,34.587909
-10.0,19,34.795623
-48.9,9,34.834268
-45.9,4,34.876846
-31.5,1,34.885702
-54.6,2,34.89937
-31.2,2,34.908575
-40.2,29,35.051052
-10.0,42,35.217362
-10.0,6,35.242204
-49.8,15,35.303443
-45.3,12,35.350239
-10.0,1,35.363376
-10.0,1,35.378618
-10.0,3,35.390105
-30.3,19,35.471232
-51.9,8,35.524867
-10.0,6,35.555683
-48.6,1,35.561271
-42.3,4,35.576557
-67.5,3,35.61196
-10.0,10,35.650366
-10.0,1,35.653959
-61.2,2,35.662814
-10.0,6,35.684971
-10.0,6,35.702187
-10.0,8,35.723537
-38.7,6,35.742557
-10.0,5,35.773667
-41.7,5,35.792691
-39.0,8,35.829216
-10.0,6,35.850847
-10.0,16,35.923222
-10.0,3,35.939834
-10.0,3,35.953862
-10.0,25,36.04265
-35.4,12,36.100612
-10.0,6,36.125885
-10.0,5,36.14329
-10.0,3,36.159489
-32.1,6,36.19331
-66.6,6,36.223204
-10.0,11,36.258676
-29.7,4,36.276315
-39.9,2,36.29886
-10.0,1,36.306399
-10.0,12,36.35586
-40.8,12,36.393861
-30.0,3,36.413298
-20.4,17,36.486418
-35.7,16,36.541615
-10.0,8,36.567158
-29.7,9,36.612106
-48.6,4,36.630589
-10.0,11,36.67276
-24.3,16,36.737624
-10.0,8,36.778772
-10.0,5,36.798965
-10.0,11,36.839906
-33.0,6,36.865286
-10.0,2,36.880223
-10.0,9,36.92611
-10.0,17,37.038224
-10.0,16,37.101995
-10.0,10,37.148918
-10.0,29,37.2476
-10.0,6,37.270825
-10.0,11,37.306054
-38.4,21,37.388703
-70.5,8,37.4221
-10.0,2,37.429766
-10.0,12,37.478968
-43.8,13,37.550216
-38.1,18,37.610556
-10.0,16,37.668646
-35.1,3,37.680192
-10.0,7,37.718565
-10.0,19,37.774791
-30.0,6,37.796271
-17.1,21,37.861959
-10.0,21,37.955001
-10.0,4,37.973756
-10.0,4,37.991597
-30.3,5,38.017242
-10.0,11,38.067175
-10.0,2,38.075798
-10.0,8,38.096758
-10.0,1,38.100177
-31.5,3,38.115254
-43.5,3,38.127723
-44.1,1,38.131177
-22.5,33,38.217253
-43.2,36,38.344804
-30.6,33,38.446616
-22.5,31,38.540627
-10.0,15,38.59655
-34.5,35,38.727584
-10.0,14,38.769288
-10.0,9,38.803878
-34.5,3,38.815562
-45.0,67,39.070015
-10.0,30,39.160374
-26.4,75,39.381779
-32.7,4,39.394827
-10.0,11,39.448895
-10.0,9,39.486683
-10.0,33,39.596573
-25.8,17,39.650159
-10.0,10,39.690935
-10.0,23,39.770479
-21.9,31,39.868816
-10.0,7,39.893775
-39.6,12,39.951218
-29.4,17,40.02105
-29.4,37,40.147336
-10.0,6,40.16987
-10.0,92,40.499761
-70.2,9,40.531551
-27.9,15,40.580803
-10.0,34,40.689884
-10.0,13,40.752189
-10.0,80,41.026159
-44.7,16,41.071871
-10.0,80,41.337399
-52.5,31,41.453511
-35.7,33,41.56447
-69.0,33,41.682099
-10.0,21,41.758376
-10.0,5,41.782851
-10.0,1,41.787103
-10.0,106,42.14484
-31.2,4,42.161957
-10.0,23,42.244059
-10.0,15,48.64571
-27.0,7,48.68118
-10.0,28,48.788206
-10.0,1,48.79605
-10.0,1,48.799598
-10.0,14,48.849634
-28.8,10,48.873641
-10.0,16,48.918917
-6.3,66,49.112006
-10.0,61,49.302277
-10.0,14,49.346519
-10.0,25,49.426274
-36.6,13,49.474312
-10.0,12,49.525784
-29.4,48,49.696498
-10.0,22,49.786036
-15.0,113,50.187958
-39.0,1,50.193355
-10.0,44,50.330537
-65.1,2,50.342276
-37.5,13,50.384604
-54.9,23,50.474112
-78.9,28,50.573246
-11.7,99,50.889312
-41.7,3,50.901773
-28.5,2,50.914397
-44.7,11,50.945715
-10.0,1,50.963205
-10.0,20,51.035159
-28.2,58,51.195999
-42.6,86,51.469363
-10.0,88,51.761357
-10.0,1,51.765387
-10.0,10,51.801559
-10.0,26,51.897671
-10.0,54,52.099092
-29.1,53,52.271355
-58.5,42,52.395693
-10.0,3,52.407247
-10.0,28,52.521145
-10.0,46,52.644088
-10.0,6,52.6601
-39.0,51,52.761956
-36.3,21,52.847538
-39.6,3,52.863724
-10.0,18,52.915841
-36.3,31,53.037694
-41.4,87,53.342033
-80.4,18,53.40995
-10.0,24,53.498692
-30.3,7,53.52713
-81.9,39,53.677888
-37.2,57,53.86293
-34.8,34,53.993061
-10.0,19,54.060515
-10.0,11,54.114218
-59.4,8,54.170177
-10.0,48,54.380791
-37.8,2,54.38876
-10.0,4,54.41456
-10.0,7,54.445894
-10.0,32,54.574966
-10.0,32,54.664783
-10.0,4,54.688112
-21.9,5,54.709174
-37.2,22,54.792719
-10.0,13,54.838192
-10.0,44,55.007262
-59.1,9,55.036124
-10.0,40,55.154734
-10.0,8,55.182768
-24.3,27,55.283525
-10.0,24,55.367311
-27.3,17,55.433089
-23.1,1,55.444671
-10.0,63,62.275652
-10.0,24,62.391534
-40.5,15,62.485115
-30.6,29,62.5694
-10.0,18,62.643629
-41.1,1,62.647272
-10.0,30,62.743455
-67.8,7,62.761499
-10.0,7,62.80041
-10.0,51,62.962765
-10.0,25,63.041233
-33.0,12,63.089104
-10.0,87,63.397598
-10.0,33,63.523669
-10.0,6,63.552484
-10.0,7,63.57721
-10.0,22,63.66859
-23.7,36,63.777252
-10.0,100,64.098345
-20.1,20,64.168126
-25.8,42,64.326995
-10.0,33,64.455073
-10.0,54,64.618463
-33.6,1,64.622061
-10.0,16,64.691645
-10.0,39,64.837205
-65.7,6,64.866166
-47.1,8,64.899526
-10.0,127,65.352304
-10.0,1,65.360803
-40.5,10,65.388066
-29.1,6,65.410912
-10.0,9,65.452379
-10.0,9,65.488055
-10.0,4,65.50575
-10.0,20,65.57741
-10.0,23,65.674817
-10.0,4,65.69104
-10.0,3,65.703128
-10.0,19,65.756369
-10.0,18,65.836984
-47.1,10,65.871137
-10.0,56,66.034361
-10.0,2,66.044388
-10.0,24,66.146413
-10.0,74,66.381104
-42.6,3,66.392845
-24.0,61,66.592903
-10.0,6,66.634119
-66.9,2,66.641674
-10.0,7,66.671503
-10.0,13,66.72161
-10.0,50,66.915353
-10.0,13,66.95256
-10.0,52,67.107501
-10.0,80,67.367641
-15.0,55,67.648518
-10.0,31,67.737746
-10.0,49,67.871457
-25.2,58,68.071986
-10.0,10,68.124672
-10.0,47,68.300656
-25.8,80,68.533314
-10.0,11,68.562312
-5.4,69,68.820349
-10.0,65,69.003865
-36.0,15,69.059547
-10.0,4,69.072563
-35.7,12,69.128899
-40.5,49,76.3534
-10.0,59,76.523093
-43.5,6,76.540566
-17.7,47,76.728137
-10.0,5,76.743312
-40.5,10,76.775386
-10.0,12,76.822489
-37.5,13,76.890965
-20.1,53,77.086478
-36.3,29,77.194522
-10.0,9,77.224284
-10.0,14,77.263572
-40.2,11,77.289234
-10.0,7,77.30977
-17.7,76,77.542733
-33.3,2,77.557593
-10.0,104,77.909906
-50.7,11,77.943678
-10.0,26,78.03621
-10.0,5,78.068751
-36.0,59,78.248152
-10.0,70,78.445891
-66.0,17,78.506466
-10.0,3,78.533236
-38.1,12,78.5747
-10.0,11,78.616055
-23.1,31,78.73274
-68.1,1,78.75186
-38.7,10,78.789095
-30.3,19,78.863019
-10.0,18,78.929841
-10.0,24,79.018906
-10.0,56,79.19259
-10.0,7,79.223138
-10.0,84,79.525533
-42.3,11,79.590461
-10.0,5,79.610607
-10.0,33,79.774169
-37.8,26,79.82308
-14.4,90,80.097856
-10.0,53,80.257592
-32.7,40,80.388341
-50.0,137,80.836265
-10.0,28,80.918933
-10.0,2,80.923521
-30.3,41,81.046776
-10.0,4,81.066043
-10.0,20,81.136871
-42.0,23,81.194641
-10.0,5,81.211868
-8.1,101,81.461354
-10.0,17,81.528038
-61.2,29,81.629145
-33.3,20,81.70107
-10.0,23,81.792313
-40.5,73,82.090979
-10.0,57,82.305961
-10.0,9,82.333277
-10.0,7,82.36582
-61.2,22,82.455103
-10.0,83,82.746456
-47.4,5,82.764383
-10.0,59,82.875958
-10.0,3,82.88799
-56.1,3,82.894491
-41.4,11,82.923949
-10.0,15,90.083478
-10.0,15,90.147631
-10.0,116,90.535269
-37.5,6,90.551614
-37.8,22,90.625133
-10.0,2,90.639233
-10.0,78,90.912036
-10.0,13,90.95124
-10.0,68,91.169085
-10.0,92,91.469991
-20.4,19,91.54582
-10.0,4,91.564206
-24.6,34,91.687455
-44.1,16,91.758753
-10.0,29,91.869256
-15.3,34,91.979725
-10.0,12,92.019875
-10.0,10,92.081482
-10.0,42,92.27181
-10.0,10,92.300749
-10.0,15,92.357274
-0.3,112,92.712068
-10.0,64,92.897716
-10.0,2,92.907544
-45.6,13,92.944521
-45.9,12,92.996128
-24.9,21,93.0699
-64.2,5,93.084745
-40.8,16,93.131089
-10.0,15,93.198661
-8.4,59,93.41211
-10.0,69,93.643378
-10.0,89,93.946659
-10.0,9,93.992559
-34.8,15,94.042856
-23.7,34,94.179014
-10.0,6,94.19525
-23.1,8,94.2323
-32.1,39,94.34881
-10.0,73,94.570776
-40.5,25,94.639226
-10.0,45,94.75323
-10.0,7,94.774434
-10.0,4,94.785504
-47.1,6,94.798638
-47.7,127,95.135016
-59.1,40,95.300092
-10.0,15,95.36305
-25.8,19,95.424802
-65.4,8,95.468081
-46.5,26,95.559671
-10.0,25,95.649304
-10.0,4,95.661414
-32.4,22,95.768825
-29.1,19,95.830279
-34.5,27,95.880928
-60.3,5,95.889477
-10.0,15,95.938247
-10.0,112,96.328413
-44.4,1,96.333714
-22.8,55,96.511935
-27.9,52,96.704207
-21.6,63,104.462294
-10.0,13,104.527304
-30.3,44,104.688831
-28.8,12,104.749668
-10.0,2,104.7638
-48.9,18,104.833695
-9.6,106,105.197151
-15.0,35,105.318982
-10.0,6,105.348093
-39.9,5,105.365533
-39.0,33,105.461609
-35.4,26,105.559244
-34.2,17,105.606099
-43.5,21,105.679789
-10.0,74,105.911529
-10.0,3,105.938001
-41.7,51,106.120969
-26.1,31,106.242562
-10.0,41,106.356823
-10.0,24,106.448495
-32.4,27,106.534943
-43.8,3,106.546626
-10.0,2,106.551852
-24.3,27,106.662132
-60.3,7,106.694202
-47.4,23,106.784379
-10.0,11,106.815965
-10.0,38,106.972741
-49.2,17,107.036457
-10.0,9,107.06227
-36.6,28,107.141336
-10.0,23,107.241874
-10.0,28,107.341556
-10.0,24,107.430151
-10.0,26,107.525871
-10.0,19,107.600468
-10.0,16,107.656797
-50.0,188,108.30549
0.3,98,108.597328
-36.6,23,108.683814
-22.8,24,108.744937
-56.1,76,108.988385
-10.0,30,109.076946
-10.0,4,109.103101
-10.0,10,109.149868
-60.9,4,109.170267
-13.2,115,109.529495
-10.0,18,109.583347
-10.0,14,109.619771
-21.6,48,109.804311
-30.6,14,109.866233
-49.2,17,109.941626
-10.0,54,110.223496
-10.0,4,110.236982
-81.0,21,110.315167
-35.4,17,110.396198
-62.1,18,110.46688
-10.0,2,110.472366
-10.0,83,110.714101
-10.0,23,110.810902
-29.4,59,110.981962
-10.0,59,111.150072
-35.4,20,111.224499
-22.5,43,118.383322
-40.8,13,118.429576
-10.0,1,118.435203
-32.1,21,118.523463
-30.6,3,118.540246
-40.5,28,118.645137
-10.0,25,118.729997
-10.0,133,119.112246
-10.0,27,119.217971
-49.2,44,119.383333
-26.7,56,119.553063
-18.6,73,119.826826
-10.0,67,120.113763
-31.5,45,120.288366
-10.0,12,120.344674
-30.9,12,120.397647
-67.8,17,120.48407
-10.0,5,120.50458
-42.9,38,120.65906
-10.0,25,120.739303
-29.4,22,120.844997
-10.0,16,120.921992
-10.0,32,121.06323
-43.2,13,121.114621
-10.0,6,121.14688
-10.0,90,121.523256
-77.4,5,121.54103
-28.5,33,121.656286
-41.4,1,121.67714
-10.0,12,121.724984
-29.4,6,121.748361
-10.0,38,121.8783
-10.0,81,122.208766
-69.0,7,122.240486
-10.0,8,122.270269
-30.3,4,122.287896
-48.6,19,122.366361
-36.6,84,122.739212
-34.2,36,122.889188
7.8,134,123.407044
-24.6,31,123.50236
-10.0,6,123.517013
-10.0,35,123.631279
-48.0,48,123.78034
-24.6,5,123.800739
-10.0,13,123.838831
-10.0,8,123.865236
-48.0,4,123.880902
-10.0,1,123.90264
-12.0,127,124.341336
-10.0,26,124.416925
-10.0,16,124.456172
-10.0,48,124.640323
-10.0,32,124.800243
-10.0,81,125.151557
-28.2,51,125.373693
-10.0,67,125.658566
-10.0,11,125.696968
-10.0,8,125.73048
-10.0,76,126.044499
-10.0,66,137.14086
-10.0,62,137.428005
-27.6,43,137.624427
-77.7,4,137.64962
-10.0,1,137.669662
-44.1,10,137.730181
-17.1,51,137.973412
-25.5,21,138.052433
-40.8,7,138.094077
-10.0,20,138.19577
-36.0,29,138.355398
-1.5,98,138.814964
-10.0,28,138.954071
-10.0,82,139.262556
-24.3,25,139.448662
-10.0,6,139.536125
-28.5,13,139.614045
-10.0,10,139.650758
-10.0,14,139.694568
-81.0,21,139.751216
-10.0,1,139.75835
-26.4,62,139.904351
1.2,110,140.30844
-10.0,15,140.425421
-19.2,40,140.609598
-10.0,20,140.679345
-10.0,28,140.793281
-47.7,4,140.813974
-10.0,8,140.866499
-10.0,4,140.887339
-53.4,12,140.941906
-45.6,29,141.059327
-10.0,7,141.135682
-10.0,18,141.212238
-22.2,39,141.363445
-28.8,20,141.449468
-30.6,6,141.491488
-28.8,24,141.588783
-45.6,13,141.648018
-10.0,37,141.809038
-40.2,25,141.946231
-18.0,46,142.144255
-10.0,29,142.259583
-42.3,11,142.3108
-10.0,57,142.548064
-49.8,14,142.586694
-10.0,12,142.619265
-10.0,8,142.643014
-10.0,43,142.81617
-10.0,8,142.852353
-32.4,50,143.059323
-10.0,17,143.134447
-10.0,34,143.298395
-10.0,53,143.495493
-10.0,1,143.501318
-10.0,3,143.514489
-41.7,25,143.626197
-10.0,20,143.701812
-10.0,42,143.882474
-79.8,20,143.976106
-10.0,35,144.153639
-22.5,29,144.32264
-10.0,52,144.524908
-42.3,85,144.902209
-34.5,42,145.108142
-36.9,26,145.221561
-10.0,32,145.350265
-35.4,4,145.369551
-10.0,11,145.521269
-10.0,37,145.665603
-10.0,3,145.681059
-10.0,6,145.704355
-36.3,3,145.730681
-10.0,9,145.769684
-48.0,7,145.800589
-46.2,9,152.249142
-39.3,32,152.317484
-12.0,78,152.447414
-23.7,65,152.563265
-10.0,33,152.625601
-49.2,1,152.635497
-6.3,83,152.801303
-10.0,3,152.809351
-10.0,23,152.858693
-10.0,12,152.893642
-35.7,30,152.958029
-38.1,3,152.965959
-10.0,11,152.988271
-27.9,51,153.134004
-10.0,26,153.196996
-39.0,16,153.240966
-10.0,3,153.255672
-11.4,68,153.464823
-10.0,3,153.476364
-52.5,9,153.499877
-10.0,41,153.6025
-24.6,63,153.783656
-51.0,11,153.813275
-38.7,17,153.868024
-10.0,24,153.942027
-37.8,19,154.020037
-10.0,14,154.054119
-26.4,27,154.134706
-10.0,21,154.186771
-63.9,20,154.255575
-10.0,12,154.287154
-38.4,1,154.290245
-42.6,17,154.338342
-10.0,28,154.437293
-42.0,4,154.451505
-43.2,1,154.45468
-47.7,4,154.466017
-22.5,97,154.748707
-10.0,19,154.805701
-18.3,47,154.945626
-10.0,53,155.083674
-33.0,28,155.1705
-46.2,10,155.196108
