#{"t_start": 1787247827.1493297, "env_id": "None"}
r,l,t
-69.0,3,3.011549
-10.0,2,3.030636
-42.9,2,3.039134
-10.0,2,3.052422
-10.0,3,3.062566
-44.4,1,3.083399
-47.7,1,3.088969
-48.0,4,3.107346
-32.1,1,3.112464
-37.2,4,3.137932
-10.0,3,3.154809
-10.0,1,3.159987
-22.2,4,3.17592
-38.4,3,3.197715
-21.9,5,3.21499
-48.6,1,3.21975
-48.3,2,3.233301
-10.0,1,3.245017
-10.0,1,3.249696
-54.3,3,3.264897
-43.2,4,3.283126
-10.0,2,3.305703
-10.0,1,3.312739
-52.8,5,3.343162
-10.0,1,3.350296
-10.0,1,3.391618
-10.0,2,3.40078
-10.0,1,3.406811
-32.1,1,3.42739
-10.0,1,3.444979
-42.6,3,3.458422
-61.2,2,3.467384
-25.2,1,3.475903
-23.1,1,3.498757
-10.0,2,3.506281
-44.4,1,3.511367
-54.9,1,3.523828
-42.3,1,3.536833
-10.0,3,3.55325
-10.0,1,3.558695
-31.2,2,3.565188
-10.0,1,3.585952
-10.0,4,3.600716
-45.3,1,3.60674
-10.0,1,3.611175
-10.0,3,3.633723
-56.7,1,3.639721
-48.6,1,3.646021
-69.6,1,3.658058
-46.2,3,3.674774
-10.0,1,3.688944
-10.0,1,3.694542
-10.0,1,3.699597
-41.1,1,3.713188
-10.0,2,3.728946
-10.0,3,3.744604
-32.1,1,3.750058
-10.0,1,3.763357
-10.0,1,3.769424
-10.0,2,3.783991
-53.7,2,3.791571
-10.0,3,3.81489
-33.6,1,3.820222
-42.3,3,3.836304
-10.0,1,3.841404
-10.0,1,3.861243
-25.5,2,3.868728
-10.0,1,3.874742
-10.0,1,3.885612
-93.3,1,3.897302
-39.9,2,3.904342
-10.0,3,3.919887
-39.9,2,3.932003
-42.9,1,3.944191
-38.1,1,3.948743
-31.8,2,3.96375
-10.0,1,3.969066
-45.0,1,3.981434
-39.9,2,3.992485
-44.4,1,3.999135
-10.0,3,4.01492
-39.0,1,4.028576
-44.4,1,4.035145
-10.0,1,4.041292
-44.1,2,4.059549
-10.0,1,4.072341
-10.0,1,4.078202
-30.9,1,4.091108
-45.0,2,4.09892
-35.7,1,4.108716
-10.0,1,4.117849
-61.8,1,4.124717
-54.0,1,4.130879
-62.4,1,4.14467
-43.2,1,4.15809
-40.5,3,4.168558
-38.7,1,4.18111
-10.0,1,4.196318
-10.0,1,4.201805
-31.2,1,4.209388
-32.1,1,4.222619
-31.8,2,4.24215
-10.0,5,4.256203
-10.0,5,4.273689
-10.0,2,4.278145
-10.0,1,4.286782
-46.2,5,4.302925
-70.8,1,4.305177
-84.9,3,4.313864
-56.1,3,4.323388
-46.2,5,4.339832
-10.0,2,4.343383
-48.6,1,4.346412
-10.0,3,4.359671
-45.6,5,4.370725
-10.0,1,4.377877
-48.6,1,4.380696
-10.0,1,4.388237
-10.0,1,4.392849
-10.0,2,4.399995
-10.0,1,4.403399
-70.8,1,4.410936
-10.0,1,4.420835
-10.0,1,4.42437
-42.3,4,4.440675
-53.1,2,4.45389
-10.0,2,4.464497
-36.3,3,4.479232
-61.8,1,4.484252
-43.2,1,4.49908
-61.2,2,4.51538
-44.7,1,4.522048
-85.5,1,4.52738
-10.0,1,4.541713
-85.2,2,4.556172
-10.0,2,4.56502
-10.0,1,4.577152
-10.0,2,4.591077
-10.0,1,4.596224
-45.0,2,4.610542
-10.0,2,4.617889
-21.9,5,4.649199
-61.8,2,4.656856
-10.0,1,4.662143
-38.4,1,4.674149
-51.0,2,4.690201
-35.7,1,4.695703
-10.0,2,4.711537
-35.7,1,4.717239
-46.5,4,4.741629
-10.0,1,4.746951
-87.0,1,4.758163
-10.0,3,4.766118
-10.0,2,4.790161
-10.0,4,4.807339
-44.1,5,4.828161
-31.5,1,4.832652
-30.6,2,4.853198
-33.6,1,4.8584
-69.3,2,4.874164
-51.0,2,4.880752
-10.0,1,4.893937
-53.4,1,4.906651
-61.8,1,4.91287
-10.0,1,4.918395
-10.0,1,4.931487
-39.3,4,4.946718
-10.0,1,4.959669
-41.4,1,4.96482
-38.1,2,4.980261
-10.0,2,4.99553
-10.0,3,5.009652
-10.0,3,5.019734
-43.2,1,5.040402
-10.0,1,5.045581
-10.0,1,5.050393
-23.1,1,5.05653
-10.0,4,5.082162
-70.8,1,5.092545
-10.0,1,5.097947
-10.0,2,5.104577
-54.6,2,5.128185
-45.0,2,5.13526
-23.1,1,5.148035
-10.0,1,5.153245
-41.1,1,5.167105
-48.6,2,5.1818
-10.0,1,5.187211
-49.5,2,5.193553
-37.8,4,5.218311
-41.1,4,5.237278
-45.3,1,5.247513
-38.1,2,5.255103
-10.0,2,5.276694
-10.0,1,5.280373
-10.0,2,5.286229
-62.4,1,5.298838
-34.2,1,5.315666
-10.0,4,5.333595
-48.6,1,5.338783
-45.3,1,5.343785
-40.2,1,5.36144
-10.0,3,5.369589
-10.0,3,5.382108
-10.0,1,5.385655
-10.0,1,5.403247
-10.0,1,5.408615
-38.7,1,5.414273
-10.0,1,5.420068
-10.0,3,5.445502
-10.0,1,5.450811
-10.0,2,5.46408
-10.0,2,5.468648
-48.9,1,5.487676
-43.2,2,5.493521
-69.0,3,5.50897
-45.0,1,5.513703
-10.0,1,5.527182
-10.0,1,5.540263
-10.0,3,5.548033
-36.9,1,5.556927
-44.7,1,5.570283
-35.4,2,5.575675
-10.0,3,5.589935
-10.0,3,5.606583
-10.0,1,5.619686
-48.9,1,5.625756
-10.0,1,5.638992
-51.3,1,5.644204
-10.0,3,5.669379
-10.0,3,5.679053
-61.5,2,5.693108
-10.0,2,5.700595
-33.6,1,5.72132
-40.8,3,5.731966
-38.7,1,5.743502
-56.7,1,5.748029
-30.9,1,5.760644
-10.0,1,5.766464
-48.3,3,5.78219
-87.0,1,5.78804
-41.4,1,5.810344
-10.0,2,5.817173
-48.6,1,5.822168
-25.8,1,5.834492
-38.1,1,5.84633
-10.0,1,5.850704
-10.0,4,5.86669
-38.4,1,5.872986
-61.2,2,5.894871
-10.0,2,5.901045
-53.4,2,5.913883
-44.7,3,5.928207
-10.0,1,5.940754
-10.0,1,5.947332
-83.4,8,5.972504
-69.6,1,5.97718
-10.0,3,5.998146
-39.0,1,6.002603
-10.0,1,6.01633
-47.7,1,6.022332
-46.8,1,6.033623
-62.1,2,6.045413
-10.0,1,6.050578
-66.9,3,6.067749
-25.2,1,6.082006
-34.2,1,6.087204
-10.0,1,6.090944
-10.0,1,6.10418
-44.1,1,6.117301
-10.0,1,6.1238
-10.0,2,6.134957
-10.0,9,6.167878
-43.2,1,6.181602
-10.0,4,6.20101
-39.9,2,6.215044
-28.5,2,6.221757
-48.3,3,6.243802
-45.3,1,6.249522
-44.4,1,6.253978
-61.5,1,6.265581
-10.0,3,6.283013
-10.0,1,6.295687
-10.0,2,6.302135
-40.8,2,6.314649
-10.0,1,6.332046
-22.5,3,6.347716
-10.0,2,6.355313
-10.0,4,6.373191
-28.8,1,6.386776
-10.0,2,6.401139
-10.0,1,6.408848
-10.0,1,6.419611
-10.0,2,6.464992
-10.0,2,6.476297
-64.5,2,6.501962
-10.0,1,6.507866
-48.3,3,6.545027
-10.0,1,6.550528
-10.0,1,6.556224
-10.0,1,6.581314
-47.4,1,6.595803
-62.1,2,6.601784
-43.2,1,6.614316
-41.1,1,6.62079
-10.0,1,6.631713
-10.0,3,6.648005
-10.0,1,6.653167
-38.7,1,6.658027
-10.0,2,6.680102
-40.2,1,6.686825
-10.0,1,6.693009
-10.0,2,6.708602
-32.1,6,6.736962
-10.0,2,6.749779
-49.2,1,6.75335
-40.8,2,6.763288
-10.0,3,6.781073
-10.0,1,6.792979
-45.0,1,6.797211
-64.2,5,6.8148
-22.8,2,6.834728
-10.0,1,6.839189
-45.9,4,6.856679
-28.8,4,6.875632
-10.0,3,6.900842
-34.2,1,6.906211
-10.0,3,6.922954
-28.8,1,6.926569
-43.2,1,6.937793
-10.0,1,6.943849
-54.9,1,6.957396
-29.4,8,6.99104
-10.0,1,7.004176
-10.0,2,7.010631
-10.0,2,7.022833
-10.0,1,7.028075
-10.0,1,7.041519
-10.0,1,7.054097
-10.0,4,7.071694
-10.0,1,7.076912
-10.0,1,7.092036
-10.0,1,7.097512
-32.1,1,7.109763
-10.0,1,7.114979
-10.0,9,7.156112
-10.0,4,7.173016
-10.0,3,7.188408
-10.0,4,7.207077
-10.0,1,7.219948
-54.9,1,7.225075
-31.2,2,7.241308
-53.7,1,7.246571
-42.9,2,7.269609
-44.1,1,7.275191
-10.0,3,7.29497
-10.0,3,7.301994
-44.7,1,7.321681
-10.0,3,7.330673
-10.0,2,7.344599
-42.0,3,7.359989
-10.0,1,7.372919
-10.0,1,7.379079
-10.0,3,7.394859
-10.0,1,7.400292
-25.2,1,7.413205
-34.2,1,7.425601
-69.3,2,7.432878
-87.0,1,7.438488
-34.2,1,7.461386
-10.0,2,7.468222
-47.4,5,7.486712
-54.9,1,7.496344
-34.5,3,7.514848
-42.9,2,7.52992
-48.6,2,7.537164
-49.2,1,7.54855
-48.0,3,7.566323
-42.6,2,7.581167
-10.0,1,7.584924
-10.0,1,7.589832
-52.8,3,7.61176
-44.1,1,7.617672
-10.0,3,7.634233
-10.0,4,7.651129
-10.0,2,7.673445
-10.0,1,7.678766
-10.0,3,7.694964
-41.1,1,7.700124
-10.0,1,7.714163
-10.0,3,7.73214
-41.4,3,7.749181
-10.0,3,7.75906
-10.0,1,7.777545
-10.0,1,7.783291
-10.0,1,7.792803
-10.0,1,7.798536
-10.0,3,7.820533
-10.0,3,7.836128
-10.0,2,7.842891
-10.0,1,7.853246
-10.0,1,7.866394
-42.3,1,7.872551
-33.6,1,7.876314
-10.0,1,7.885814
-85.2,2,7.90141
-10.0,1,7.906935
-10.0,2,7.920578
-10.0,2,7.927252
-10.0,2,7.948196
-42.9,2,7.955879
-10.0,2,7.969513
-31.8,2,7.97765
-85.2,2,7.996399
-10.0,1,8.002374
-10.0,3,8.01777
-46.8,1,8.023374
-31.5,1,8.035949
-33.6,1,8.048398
-10.0,3,8.060804
-44.7,3,8.076519
-38.7,9,8.115842
-10.0,7,8.183093
-10.0,1,8.19366
-64.8,1,8.22208
-87.0,1,8.240157
-30.6,6,8.265861
-54.9,1,8.28938
-69.0,3,8.29629
-40.2,1,8.312071
-48.9,1,8.315733
-38.4,1,8.321268
-30.3,5,8.34017
-42.3,1,8.359589
-10.0,2,8.366912
-30.6,1,8.372368
-54.0,1,8.384261
-10.0,1,8.397403
-23.1,1,8.401765
-42.9,1,8.407053
-10.0,1,8.417415
-86.7,2,8.431049
-10.0,4,8.449794
-10.0,1,8.455536
-56.4,2,8.468155
-67.2,2,8.482567
-10.0,2,8.498761
-62.4,1,8.503984
-69.6,1,8.508982
-28.8,1,8.526515
-23.1,1,8.532164
-47.4,2,8.54143
-40.2,1,8.553516
-10.0,2,8.568667
-10.0,2,8.581947
-10.0,1,8.58557
-42.6,2,8.58989
-10.0,3,8.612215
-48.9,1,8.617318
-10.0,1,8.629634
-48.6,2,8.637038
-10.0,4,8.667232
-10.0,3,8.67988
-47.1,1,8.685621
-33.3,2,8.698265
-10.0,1,8.711567
-69.3,2,8.718269
-10.0,1,8.730202
-45.3,1,8.735309
-10.0,6,8.766138
-10.0,2,8.780591
-10.0,1,8.785764
-34.2,1,8.790827
-10.0,2,8.813157
-10.0,3,8.829203
-92.1,5,8.849904
-44.7,3,8.866395
-39.9,2,8.881008
-10.0,4,8.901125
-10.0,2,8.91481
-10.0,1,8.919783
-32.1,1,8.93196
-10.0,1,8.936307
-10.0,1,8.946927
-30.6,6,8.966643
-66.0,5,8.994061
-31.5,1,9.006843
-10.0,1,9.011977
-43.2,1,9.017741
-43.8,3,9.043498
-38.7,1,9.048589
-10.0,1,9.053527
-41.4,1,9.064332
-10.0,1,9.075416
-10.0,3,9.09276
-48.3,3,9.103668
-10.0,3,9.119623
-53.7,2,9.142814
-44.7,1,9.148303
-43.8,2,9.155598
-46.8,7,9.179146
-49.2,2,9.198961
-37.5,3,9.208197
-10.0,2,9.221782
-65.1,2,9.230001
-22.5,3,9.253948
-10.0,3,9.27092
-10.0,7,9.300297
-10.0,1,9.303928
-31.8,2,9.316592
-43.2,2,9.330006
-61.2,3,9.344404
-10.0,3,9.355134
-10.0,1,9.37554
-10.0,3,9.384646
-44.1,1,9.397666
-47.4,5,9.414713
-10.0,1,9.427709
-31.5,1,9.434242
-48.3,2,9.447025
-10.0,1,9.450759
-10.0,1,9.462654
-10.0,1,9.475215
-39.3,4,9.493173
-47.4,1,9.49938
-10.0,1,9.514657
-33.6,3,9.533459
-10.0,3,9.549805
-46.5,2,9.557244
-10.0,1,9.570102
-53.7,2,9.585494
-10.0,1,9.59025
-55.2,6,9.61603
-38.4,1,9.628356
-30.6,1,9.634768
-10.0,3,9.651697
-10.0,2,9.657897
-40.2,1,9.67734
-10.0,2,9.687696
-10.0,2,9.70225
-10.0,1,9.708637
-10.0,2,9.725924
-10.0,2,9.737947
-37.8,3,9.755284
-39.0,8,9.786431
-10.0,2,9.803287
-10.0,5,9.822067
-10.0,1,9.835024
-10.0,1,9.840451
-10.0,1,9.85402
-28.8,1,9.859266
-10.0,4,9.887706
-38.7,1,9.914518
-10.0,1,9.935893
-10.0,2,9.947304
-10.0,1,9.970452
-10.0,1,9.977463
-30.0,3,10.022303
-10.0,3,10.032246
-10.0,2,10.054495
-10.0,1,10.060685
-10.0,1,10.07139
-10.0,2,10.083638
-10.0,6,10.105259
-35.1,1,10.11735
-53.7,1,10.129912
-67.5,1,10.136169
-10.0,2,10.150075
-10.0,1,10.153713
-49.5,1,10.166517
-46.5,4,10.18425
-10.0,1,10.188885
-47.4,2,10.203612
-32.1,1,10.217153
-41.7,2,10.232932
-53.7,2,10.239998
-35.7,1,10.244124
-46.8,1,10.262648
-10.0,1,10.26839
-32.1,1,10.27387
-30.6,3,10.289702
-10.0,1,10.3007
-10.0,1,10.304991
-10.0,1,10.314962
-10.0,1,10.31858
-10.0,1,10.33215
-10.0,2,10.344748
-53.7,1,10.348841
-10.0,1,10.35485
-10.0,3,10.378162
-10.0,2,10.385696
-34.5,5,10.41666
-44.4,4,10.433524
-39.0,8,10.475755
-10.0,2,10.48351
-10.0,1,10.488412
-48.3,2,10.501398
-10.0,2,10.516028
-10.0,1,10.527448
-29.4,2,10.53379
-10.0,2,10.547196
-10.0,3,10.564994
-47.1,1,10.576579
-10.0,2,10.58459
-10.0,4,10.604514
-10.0,1,10.616791
-56.7,1,10.629817
-10.0,2,10.636354
-10.0,2,10.652002
-54.0,1,10.665518
-36.3,3,10.681431
-10.0,3,10.690503
-56.7,1,10.701135
-10.0,3,10.718654
-10.0,2,10.732931
-10.0,1,10.738076
-24.9,2,10.752796
-10.0,3,10.769901
-10.0,2,10.782933
-10.0,3,10.798352
-10.0,1,10.803519
-10.0,2,10.816539
-10.0,9,10.857704
-10.0,2,10.863003
-61.5,1,10.866445
-10.0,1,10.884856
-10.0,3,10.892502
-10.0,1,10.904918
-43.5,1,10.910092
-10.0,5,10.93639
-31.5,1,10.941618
-44.1,2,10.956346
-10.0,2,10.961957
-24.9,4,10.988375
-33.6,1,11.000624
-10.0,5,11.019438
-10.0,1,11.023085
-42.9,1,11.03456
-10.0,3,11.051992
-10.0,3,11.071622
-66.9,3,11.088774
-10.0,1,11.101916
-10.0,4,11.124365
-10.0,1,11.130033
-10.0,5,11.150184
-44.1,2,11.172144
-35.7,1,11.175856
-10.0,1,11.181437
-49.8,1,11.19405
-10.0,3,11.209031
-10.0,2,11.220709
-56.4,2,11.228631
-10.0,3,11.243451
-10.0,2,11.267734
-54.0,1,11.27384
-10.0,2,11.28109
-30.3,4,11.296036
-10.0,2,11.315392
-10.0,1,11.320472
-10.0,1,11.325608
-38.7,1,11.336417
-64.5,4,11.357957
-40.2,1,11.363851
-10.0,3,11.378863
-44.4,1,11.383004
-66.6,6,11.41419
-10.0,9,11.448213
-30.6,2,11.455248
-38.4,1,11.46042
-51.3,1,11.478094
-65.7,7,11.499217
-42.6,2,11.513927
-10.0,2,11.51998
-54.6,2,11.543567
-10.0,1,11.548876
-10.0,1,11.554717
-42.0,1,11.567607
-10.0,2,11.580483
-44.4,1,11.585587
-10.0,2,11.599443
-10.0,1,11.605196
-38.7,1,11.616402
-31.5,3,11.628865
-10.0,1,11.632407
-10.0,2,11.660596
-10.0,2,11.68957
-42.9,1,11.712219
-10.0,2,11.72456
-43.2,6,11.772049
-10.0,3,11.790105
-10.0,5,11.822529
-10.0,9,11.859159
-10.0,1,11.864337
-40.5,3,11.886697
-25.5,2,11.894893
-10.0,3,11.909357
-60.9,4,11.927284
-84.9,3,11.950752
-49.8,1,11.955905
-10.0,3,11.971773
-34.5,1,11.977432
-37.2,6,12.015878
-10.0,1,12.02194
-10.0,2,12.02879
-10.0,2,12.043477
-10.0,5,12.069261
-10.0,1,12.072832
-10.0,6,12.099811
-10.0,1,12.104383
-10.0,4,12.133821
-37.8,4,12.149876
-10.0,4,12.165381
-10.0,3,12.182014
-35.7,1,12.19258
-10.0,2,12.207818
-10.0,2,12.21432
-42.0,2,12.22623
-10.0,1,12.239882
-10.0,2,12.249501
-77.7,4,12.270379
-43.2,4,12.287757
-10.0,1,12.305912
-42.6,4,12.323874
-10.0,1,12.329862
-10.0,1,12.335621
-10.0,1,12.346351
-44.4,2,12.36037
-10.0,1,12.365113
-10.0,3,12.380547
-10.0,2,12.39712
-48.6,1,12.409806
-62.4,1,12.415667
-38.7,1,12.420924
-43.5,4,12.444873
-44.7,1,12.4485
-10.0,1,12.459064
-10.0,2,12.465849
-10.0,8,19.568391
-10.0,1,19.571997
-10.0,3,19.586936
-10.0,5,19.601779
-10.0,3,19.625271
-10.0,1,19.631868
-10.0,1,19.644648
-10.0,1,19.649667
-44.4,1,19.660183
-10.0,2,19.669668
-39.9,5,19.693063
-10.0,3,19.709433
-42.3,1,19.722731
-48.3,2,19.730345
-10.0,1,19.739468
-44.4,1,19.743245
-56.4,2,19.758678
-10.0,7,19.784888
-10.0,4,19.801564
-27.9,4,19.820676
-42.3,1,19.833635
-10.0,7,19.862855
-10.0,1,19.868328
-47.4,5,19.89356
-10.0,1,19.906439
-35.1,1,19.911575
-10.0,1,19.920331
-10.0,4,19.941425
-39.3,4,19.965871
-25.2,1,19.980027
-25.5,2,19.986516
-47.1,3,20.000827
-10.0,2,20.016717
-10.0,1,20.02709
-46.8,1,20.032417
-72.0,3,20.048148
-10.0,4,20.069608
-10.0,3,20.07893
-53.4,1,20.106774
-10.0,6,20.13762
-10.0,2,20.178436
-30.6,6,20.207707
-10.0,1,20.215313
-45.3,1,20.230704
-42.9,2,20.244391
-41.1,8,20.283371
-10.0,4,20.301463
-10.0,5,20.321752
-33.9,2,20.34154
-10.0,1,20.347276
-27.6,5,20.364485
-10.0,2,20.378053
-10.0,3,20.402151
-10.0,1,20.407599
-10.0,2,20.416156
-10.0,4,20.431914
-10.0,2,20.457101
-48.6,1,20.462411
-31.2,4,20.478159
-33.3,2,20.492344
-10.0,5,20.519507
-10.0,4,20.537277
-47.7,4,20.557225
-40.2,9,20.588192
-10.0,6,20.621643
-10.0,2,20.627214
-10.0,1,20.630741
-10.0,2,20.644536
-10.0,2,20.658989
-41.7,3,20.675842
-10.0,2,20.690059
-48.3,2,20.69766
-10.0,1,20.710041
-23.1,1,20.719427
-10.0,2,20.725897
-10.0,5,20.743885
-42.6,2,20.766843
-10.0,10,20.803487
-69.6,1,20.815446
-10.0,2,20.823716
-71.1,6,20.861139
-48.0,3,20.871955
-10.0,1,20.883466
-10.0,5,20.904533
-39.3,12,20.955743
-43.8,3,20.97067
-42.0,6,20.993771
-32.1,1,20.999125
-10.0,1,21.016461
