#{"t_start": 1786475270.7516503, "env_id": "None"}
r,l,t
-10.0,2,41.019934
-10.0,1,41.025462
-10.0,1,41.033888
-10.0,1,41.040089
-10.0,1,41.047085
-10.0,1,41.05439
-10.0,1,41.059748
-10.0,1,41.068036
-10.0,2,41.076641
-10.0,1,41.086234
-10.0,1,41.091875
-10.0,2,41.104742
-10.0,2,41.11574
-10.0,1,41.121205
-10.0,1,41.126707
-10.0,2,41.137045
-10.0,5,41.157107
-42.3,4,41.173083
-10.0,2,41.184551
-10.0,1,41.190882
-10.0,1,41.198698
-10.0,1,41.205903
-30.9,1,41.214025
-10.0,2,41.223747
-46.5,2,41.234674
-10.0,2,41.242885
-10.0,1,41.251133
-53.1,2,41.259233
-10.0,1,41.265497
-10.0,5,41.285416
-27.3,6,41.309769
-10.0,1,41.316139
-10.0,5,41.331561
-10.0,1,41.336829
-10.0,1,41.342184
-10.0,2,41.352772
-10.0,1,41.359526
-10.0,4,41.37873
-10.0,1,41.38607
-38.1,1,41.393645
-10.0,1,41.399094
-10.0,1,41.404109
-34.5,1,41.40984
-10.0,1,41.415774
-10.0,1,41.421096
-10.0,2,41.429887
-10.0,1,41.435482
-10.0,2,41.443269
-10.0,2,41.451773
-10.0,2,41.460446
-10.0,1,41.466813
-10.0,2,41.477065
-10.0,1,41.484638
-10.0,1,41.492111
-10.0,1,41.499549
-10.0,1,41.506603
-44.4,3,41.520722
-10.0,4,41.537583
-45.0,2,41.547607
-10.0,2,41.557488
-10.0,4,41.573421
-10.0,1,41.578652
-38.7,1,41.584088
-10.0,2,41.591946
-10.0,1,41.597356
-10.0,1,41.603039
-10.0,3,41.613561
-10.0,2,41.622325
-10.0,2,41.630342
-10.0,1,41.636357
-10.0,1,41.641865
-10.0,1,41.6474
-10.0,2,41.656054
-10.0,2,41.663958
-10.0,5,41.679175
-10.0,1,41.684941
-69.0,3,41.695548
-10.0,2,41.703539
-39.6,3,41.714183
-10.0,1,41.719939
-10.0,5,41.737871
-10.0,1,41.743708
-10.0,1,41.750027
-10.0,1,41.755449
-10.0,2,41.763673
-10.0,2,41.771864
-10.0,1,41.777996
-10.0,1,41.785895
-10.0,1,41.791877
-10.0,1,41.801031
-49.5,1,41.807241
-41.1,1,41.815103
-10.0,2,41.830117
-10.0,1,41.839511
-10.0,1,41.84512
-10.0,1,41.852996
-10.0,1,41.858931
-10.0,2,41.872934
-10.0,1,41.881835
-10.0,1,41.891156
-10.0,1,41.898172
-10.0,1,41.905721
-10.0,1,41.912982
-10.0,3,41.924959
-10.0,3,41.938287
-10.0,1,41.944214
-10.0,1,41.95109
-10.0,4,41.964987
-10.0,1,41.971392
-10.0,1,41.97748
-10.0,5,41.996753
-10.0,1,42.004112
-10.0,3,42.016792
-10.0,3,42.030071
-10.0,1,42.037454
-10.0,1,42.044374
-10.0,3,42.058385
-10.0,2,42.070722
-10.0,1,42.076791
-10.0,1,42.085315
-61.5,2,42.096081
-47.7,1,42.102278
-10.0,3,42.114318
-10.0,2,42.124275
-10.0,1,42.131545
-44.4,1,42.138301
-10.0,1,42.144158
-10.0,3,42.157321
-10.0,1,42.164984
-10.0,4,42.179062
-10.0,3,42.191205
-10.0,2,42.202521
-10.0,1,42.2083
-48.6,1,42.215716
-10.0,2,42.225659
-10.0,1,42.23601
-10.0,3,42.254081
-10.0,3,42.271286
-10.0,3,42.28826
-10.0,1,42.296794
-10.0,1,42.304519
-10.0,2,42.317492
-10.0,1,42.325821
-33.6,1,42.336616
-10.0,1,42.345931
-35.7,1,42.35898
-10.0,1,42.372213
-10.0,3,42.392242
-10.0,1,42.401143
-10.0,1,42.408522
-10.0,1,42.418582
-10.0,1,42.428659
-10.0,2,42.439507
-10.0,1,42.446759
-10.0,2,42.456704
-10.0,1,42.46404
-10.0,1,42.470872
-10.0,1,42.479289
-10.0,1,42.487798
-10.0,2,42.500792
-10.0,1,42.50756
-10.0,1,42.514267
-10.0,1,42.521859
-34.2,2,42.53531
-10.0,1,42.543883
-10.0,1,42.553454
-44.4,1,42.562653
-10.0,5,42.602175
-10.0,1,42.616472
-10.0,1,42.630244
-10.0,1,42.643521
-10.0,1,42.655711
-60.9,3,42.680712
-10.0,2,42.700944
-10.0,1,42.713908
-48.6,1,42.724917
-10.0,3,42.745499
-10.0,1,42.755038
-10.0,1,42.764931
-10.0,1,42.774293
-10.0,1,42.78425
-10.0,2,42.800806
-10.0,2,42.81521
-10.0,1,42.825129
-45.3,1,42.837924
-10.0,1,42.84904
-10.0,1,42.859129
-10.0,4,42.894593
-10.0,2,42.914612
-10.0,2,42.939811
-10.0,1,42.95179
-43.5,1,42.961777
-10.0,5,42.997862
-10.0,2,43.006744
-10.0,1,43.012611
-33.3,2,43.020772
-10.0,1,43.025904
-10.0,5,43.041844
-10.0,1,43.048108
-10.0,1,43.054416
-10.0,2,43.064079
-10.0,1,43.073014
-10.0,1,43.07837
-49.8,1,43.08637
-54.0,1,43.091369
-10.0,1,43.097337
-10.0,1,43.105037
-54.0,1,43.11156
-10.0,2,43.122545
-10.0,2,43.131851
-10.0,1,43.138523
-10.0,1,43.144973
-42.6,2,43.155905
-10.0,3,43.176868
-10.0,1,43.184513
-10.0,1,43.191334
-10.0,4,43.208385
-10.0,1,43.214906
-10.0,1,43.222016
-33.3,7,43.251685
-86.7,2,43.26165
-10.0,1,43.268049
-10.0,5,43.292198
-10.0,1,43.302776
-10.0,1,43.310227
-10.0,4,43.330266
-10.0,1,43.338395
-40.2,4,43.355649
-10.0,1,43.36377
-10.0,6,43.389079
-10.0,1,43.39741
-10.0,1,43.404453
-10.0,1,43.411934
-10.0,1,43.422956
-10.0,4,43.443277
-10.0,3,43.456015
-43.2,2,43.46658
-10.0,1,43.473548
-10.0,2,43.485045
-10.0,1,43.491853
-31.8,2,43.503208
-10.0,1,43.50905
-10.0,1,43.517134
-10.0,1,43.525111
-43.2,1,43.534013
-10.0,1,43.540329
-10.0,1,43.54571
-10.0,1,43.552321
-10.0,1,43.557451
-10.0,1,43.563026
-10.0,1,43.569931
-10.0,1,43.575378
-42.6,1,43.581914
-10.0,1,43.589008
-10.0,1,43.594934
-10.0,3,43.60765
-10.0,1,43.614677
-10.0,1,43.621575
-10.0,2,43.631329
-28.8,1,43.638679
-10.0,1,43.644758
-10.0,1,43.650355
-10.0,2,43.65857
-85.5,1,43.666368
-10.0,1,43.671502
-10.0,2,43.680563
-10.0,1,43.685431
-10.0,2,43.696058
-10.0,1,43.702803
-10.0,3,43.71924
-10.0,1,43.72488
-10.0,1,43.736094
-56.4,2,43.747679
-10.0,1,43.753756
-10.0,2,43.76505
-10.0,1,43.772226
-10.0,1,43.782007
-10.0,1,43.788265
-42.0,1,43.801428
-42.9,2,43.8093
-10.0,2,43.820877
-10.0,1,43.941029
-10.0,1,44.023597
-10.0,1,44.034389
-10.0,2,44.044627
-10.0,2,44.061569
-10.0,3,44.095188
-10.0,1,44.099937
-10.0,1,44.105843
-10.0,1,44.112687
-10.0,1,44.119117
-10.0,1,44.126647
-10.0,1,44.134599
-10.0,1,44.141516
-10.0,2,44.148864
-10.0,2,44.156013
-72.3,2,44.163245
-10.0,1,44.167509
-10.0,3,44.175725
-10.0,1,44.181694
-10.0,1,44.186631
-10.0,1,44.191587
-38.1,3,44.201738
-10.0,1,44.206789
-10.0,1,44.213338
-10.0,3,44.223305
-10.0,2,44.231153
-29.4,2,44.239229
-10.0,1,44.245344
-10.0,1,44.252073
-10.0,1,44.259116
-10.0,1,44.264506
-10.0,3,44.274544
-38.7,1,44.280024
-10.0,1,44.285349
-72.6,1,44.290436
-34.2,2,44.298488
-10.0,1,44.304415
-10.0,3,44.315319
-10.0,1,44.320519
-41.1,2,44.328623
-10.0,2,44.33658
-10.0,2,44.344857
-10.0,3,44.356475
-10.0,1,44.36263
-10.0,3,44.374063
-42.3,1,44.379925
-10.0,1,44.385667
-10.0,1,44.394561
-10.0,1,44.401716
-10.0,2,44.411373
-31.2,4,44.433822
-10.0,1,44.442096
-10.0,2,44.450783
-10.0,4,44.464384
-10.0,1,44.469384
-62.1,2,44.477226
-10.0,1,44.483513
-10.0,1,44.489182
-10.0,2,44.496947
-10.0,1,44.501975
-10.0,2,44.511068
-10.0,1,44.519226
-10.0,3,44.530237
-10.0,2,44.540021
-10.0,1,44.54865
-10.0,5,44.567932
-10.0,1,44.573425
-10.0,1,44.582967
-10.0,1,44.588475
-10.0,3,44.603207
-10.0,1,44.60832
-10.0,3,44.621216
-10.0,1,44.629085
-10.0,1,44.637082
-29.7,1,44.653471
-10.0,1,44.669414
-10.0,1,44.682645
-10.0,1,44.692604
-10.0,1,44.706192
-10.0,3,44.728338
-10.0,5,44.760736
-10.0,2,44.775971
-10.0,4,44.806255
-10.0,2,44.824019
-10.0,1,44.835288
-35.7,1,44.849193
-10.0,2,44.867629
-10.0,1,44.879823
-10.0,2,44.897304
-10.0,1,44.907295
-33.0,3,44.931538
-10.0,2,44.948126
-67.2,1,44.960973
-10.0,1,44.970761
-10.0,2,44.988943
-10.0,3,45.012807
-10.0,1,45.030507
-10.0,2,45.047652
-36.6,2,45.063416
-10.0,1,45.081301
-10.0,1,45.09582
-10.0,2,45.114625
-10.0,1,45.124093
-10.0,2,45.140536
-10.0,1,45.151591
-10.0,1,45.164649
-93.3,1,45.174277
-10.0,1,45.186474
-10.0,2,45.203498
-47.7,1,45.214744
-10.0,1,45.225145
-10.0,2,45.245297
-10.0,2,45.26497
-10.0,1,45.275903
-10.0,1,45.28639
-43.5,5,45.318028
-10.0,2,45.33447
-10.0,1,45.343651
-10.0,1,45.355483
-10.0,6,45.392238
-10.0,1,45.400273
-10.0,1,45.406633
-10.0,1,45.412108
-10.0,1,45.418141
-10.0,1,45.422894
-10.0,1,45.431201
-10.0,1,45.437251
-10.0,1,45.442566
-10.0,2,45.451365
-10.0,2,45.460267
-53.4,3,45.473278
-10.0,1,45.48069
-10.0,1,45.485819
-10.0,2,45.494593
-10.0,1,45.500503
-10.0,3,45.51151
-10.0,1,45.517356
-31.2,1,45.522825
-10.0,2,45.53169
-10.0,2,45.540116
-43.2,1,45.575585
-10.0,2,45.596105
-10.0,1,45.61103
-44.7,1,45.63126
-10.0,1,45.643664
-10.0,1,45.664365
-10.0,1,45.681849
-10.0,1,45.697451
-48.6,1,45.710147
-10.0,1,45.723511
-10.0,1,45.7376
-10.0,1,45.749509
-10.0,1,45.760491
-10.0,1,45.771242
-10.0,2,45.7826
-10.0,1,45.788818
-10.0,1,45.794108
-10.0,2,45.80186
-10.0,2,45.812171
-10.0,2,45.824265
-10.0,1,45.83226
-10.0,1,45.838474
-10.0,2,45.849145
-10.0,2,45.857997
-43.5,7,45.883067
-10.0,4,45.897198
-51.3,1,45.902366
-10.0,1,45.909035
-10.0,2,45.917676
-10.0,2,45.928737
-10.0,1,45.940265
-10.0,2,45.961047
-10.0,1,45.973197
-10.0,1,45.986016
-10.0,1,45.999273
-10.0,1,46.010517
-10.0,1,46.023751
-44.7,3,46.057668
-10.0,1,46.069283
-10.0,1,46.082497
-10.0,1,46.093519
-10.0,2,46.11083
-10.0,3,46.13887
-10.0,1,46.15531
-10.0,1,46.164555
-10.0,1,46.174602
-36.9,1,46.184313
-10.0,1,46.198747
-10.0,1,46.214499
-10.0,2,46.464374
-10.0,1,46.470842
-10.0,2,46.480664
-10.0,1,46.485754
-10.0,1,46.490623
-10.0,1,46.497113
-47.4,1,46.502347
-10.0,5,46.52046
-10.0,1,46.528714
-10.0,1,46.537153
-10.0,1,46.544887
-10.0,1,46.551962
-10.0,1,46.559451
-10.0,3,46.573057
-10.0,1,46.580068
-10.0,1,46.587124
-10.0,1,46.594782
-10.0,2,46.604847
-10.0,2,46.615133
-10.0,1,46.621396
-10.0,1,46.628251
-10.0,2,46.637478
-10.0,2,46.647333
-44.1,2,46.657454
-93.0,2,46.668289
-10.0,1,46.675782
-10.0,1,46.683624
-10.0,2,46.693838
-10.0,1,46.701023
-10.0,1,46.708859
-10.0,2,46.719537
-10.0,4,46.735075
-10.0,2,46.744658
-10.0,1,46.751189
-10.0,1,46.757577
-10.0,1,46.764354
-10.0,1,46.771329
-10.0,1,46.777235
-10.0,1,46.782278
-62.1,1,46.790076
-10.0,2,46.797847
-10.0,3,46.807961
-10.0,1,46.81369
-10.0,1,46.821412
-10.0,1,46.826413
-10.0,1,46.831841
-10.0,2,46.839453
-10.0,1,46.844527
-10.0,2,46.852282
-10.0,2,46.859653
-10.0,3,46.869828
-10.0,3,46.879919
-10.0,2,46.887206
-39.6,3,46.897838
-10.0,1,46.902956
-10.0,1,46.907825
-10.0,1,46.914469
-10.0,1,46.945645
-10.0,2,46.953073
-10.0,1,46.958046
-10.0,1,46.964147
-10.0,1,46.973946
-10.0,1,46.984334
-10.0,1,46.994009
-10.0,1,47.002993
-10.0,1,47.013275
-10.0,4,47.035983
-48.0,3,47.051328
-28.5,2,47.060041
-10.0,1,47.0653
-10.0,1,47.070425
-10.0,1,47.076171
-10.0,1,47.081586
-10.0,1,47.086763
-10.0,1,47.093313
-10.0,1,47.098533
-10.0,2,47.106164
-10.0,1,47.110664
-10.0,1,47.114658
-10.0,1,47.119539
-41.7,3,47.129876
-10.0,2,47.137302
-61.8,1,47.142813
-68.1,1,47.148474
-40.2,1,47.153525
-10.0,1,47.15925
-41.1,1,47.165409
-10.0,1,47.170358
-56.1,3,47.182182
-10.0,1,47.18753
-40.2,1,47.193944
-67.2,1,47.199154
-10.0,5,47.215985
-10.0,2,50.497363
-10.0,3,50.512332
-10.0,2,50.524395
-10.0,1,50.532241
-10.0,2,50.544443
-10.0,1,50.552325
-10.0,1,50.558052
-10.0,2,50.567693
-10.0,3,50.582371
-10.0,1,50.589786
-10.0,2,50.598249
-10.0,1,50.604034
-10.0,3,50.614075
-10.0,1,50.618676
-10.0,1,50.62455
-10.0,1,50.630478
-10.0,3,50.642334
-10.0,1,50.650198
-10.0,1,50.658187
-10.0,2,50.668203
-10.0,1,50.676329
-10.0,7,50.700457
-10.0,1,50.705774
-10.0,2,50.714786
-10.0,1,50.722015
-10.0,1,50.728864
-10.0,1,50.735625
-10.0,1,50.742093
-10.0,2,50.751896
-10.0,1,50.758335
-10.0,2,50.768151
-10.0,1,50.774591
-10.0,1,50.781152
-10.0,1,50.787739
-10.0,1,50.794177
-10.0,1,50.801276
-10.0,1,50.809887
-10.0,2,50.819276
-10.0,2,50.826762
-10.0,2,50.834552
-10.0,3,50.844413
-10.0,1,50.851054
-10.0,1,50.856133
-10.0,1,50.861279
-10.0,1,50.866998
-10.0,1,50.872061
-10.0,1,50.877222
-10.0,1,50.882432
-10.0,2,50.889697
-10.0,2,50.897404
-10.0,1,50.902475
-10.0,1,50.907507
-10.0,1,50.912997
-10.0,1,50.918083
-10.0,1,50.922977
-10.0,1,50.928507
-10.0,1,50.933571
-10.0,2,50.940894
-10.0,1,50.946214
-10.0,1,50.951152
-10.0,1,50.956183
-10.0,2,50.96383
-10.0,1,50.968826
-10.0,2,50.976369
-10.0,1,50.981394
-10.0,1,50.986366
-10.0,1,50.993276
-10.0,1,51.023931
-10.0,1,51.029331
-10.0,1,51.03427
-10.0,1,51.039874
-10.0,1,51.045187
-10.0,1,51.050212
-10.0,3,51.060219
-10.0,1,51.06527
-10.0,1,51.070448
-10.0,1,51.075583
-10.0,2,51.083094
-10.0,1,51.088337
-10.0,1,51.093466
-10.0,1,51.098411
-10.0,1,51.104232
-10.0,1,51.109698
-10.0,1,51.115216
-10.0,3,51.126421
-10.0,1,51.13151
-10.0,2,51.139307
-10.0,6,51.156272
-10.0,1,51.161468
-25.8,1,51.166634
-10.0,1,51.171639
-10.0,1,51.176687
-10.0,1,51.181868
-10.0,1,51.186885
-10.0,2,51.19437
-10.0,2,51.202947
-10.0,1,51.20758
-10.0,1,51.212728
-43.2,2,51.220451
-10.0,1,51.225773
-10.0,2,51.233525
-10.0,1,51.238477
-10.0,3,51.248592
-10.0,6,51.265776
-10.0,1,51.270859
-10.0,1,51.27586
-10.0,2,51.283712
-10.0,3,51.293713
-10.0,1,51.298669
-10.0,1,51.303575
-10.0,1,51.308835
-54.9,1,51.313852
-10.0,2,51.321059
-10.0,2,51.329229
-10.0,1,51.334338
-10.0,1,51.339232
-10.0,1,51.345234
-10.0,1,51.350209
-10.0,1,51.355037
-10.0,1,51.36038
-10.0,2,51.367661
-10.0,2,51.375237
-10.0,1,51.380285
-10.0,1,51.38517
-10.0,1,51.390753
-10.0,2,51.398679
-10.0,1,51.404407
-44.4,1,51.40974
-10.0,1,51.414735
-10.0,1,51.419805
-10.0,1,51.425137
-10.0,1,51.430186
-10.0,1,51.435148
-10.0,1,51.441842
-10.0,1,51.448184
-10.0,2,51.457994
-10.0,1,51.46437
-10.0,1,51.470994
-10.0,1,51.477358
-10.0,1,51.483684
-10.0,1,51.490711
-10.0,1,51.497762
-10.0,1,51.505107
-10.0,2,51.515337
-10.0,2,51.526084
-10.0,1,51.533396
-10.0,1,51.540467
-10.0,1,51.547095
-10.0,1,51.554133
-10.0,4,51.571209
-10.0,1,51.578093
-10.0,1,51.585158
-48.6,1,51.591459
-10.0,1,51.597035
-10.0,1,51.602541
-30.9,2,51.610552
-10.0,1,51.616149
-10.0,2,51.623547
-10.0,1,51.628959
-10.0,2,51.636458
-10.0,1,51.641519
-10.0,2,51.649254
-10.0,1,51.654305
-10.0,2,51.661966
-10.0,2,51.669328
-10.0,1,51.674394
-10.0,2,51.68201
-10.0,1,51.686989
-10.0,1,51.692285
-43.2,1,51.6977
-10.0,2,51.705156
-10.0,4,51.717318
-10.0,1,51.722316
-10.0,1,51.727708
-10.0,1,51.732751
-10.0,1,51.737685
-10.0,1,51.742987
-10.0,1,51.748
-68.1,1,51.753031
-10.0,1,51.758458
-10.0,1,51.76352
-10.0,3,51.773293
-10.0,1,51.77843
-10.0,1,51.783635
-10.0,1,51.788718
-10.0,1,51.793927
-10.0,1,51.798889
-10.0,1,51.803832
-10.0,2,51.811473
-10.0,2,51.818824
-10.0,1,51.824099
-10.0,1,51.829193
-10.0,2,51.836455
-10.0,2,51.844825
-10.0,1,51.849784
-10.0,1,51.855645
-10.0,1,51.860917
-10.0,2,51.868333
-10.0,1,51.873807
-10.0,3,51.8836
-10.0,1,51.888927
-10.0,3,51.898877
-10.0,2,51.906487
-10.0,3,51.916319
-10.0,2,51.923963
-46.8,1,51.929048
-10.0,1,51.934319
-10.0,2,51.941774
-10.0,1,51.946994
-10.0,1,51.952257
-10.0,1,51.957244
-10.0,1,51.962324
-10.0,1,51.967561
-10.0,1,51.972554
-10.0,1,51.977627
-10.0,1,51.982853
-10.0,1,51.987808
-10.0,3,51.997814
-10.0,2,52.005294
-10.0,1,52.010408
-10.0,1,52.015576
-32.1,1,52.020461
-10.0,1,52.025521
-10.0,1,52.030763
-10.0,1,52.035777
-10.0,3,52.045809
-10.0,1,52.050879
-10.0,1,52.055796
-10.0,2,52.063484
-10.0,2,52.070825
-10.0,1,52.075912
-10.0,1,52.081538
-10.0,1,52.086706
-10.0,2,52.09444
-10.0,5,52.109251
-10.0,1,52.114445
-10.0,1,52.119274
-10.0,1,52.12432
-10.0,1,52.13035
-10.0,1,52.135332
-10.0,4,52.147743
-10.0,1,52.152675
-10.0,1,52.157895
-10.0,2,52.165269
-10.0,5,52.179965
-10.0,1,52.184958
-10.0,1,52.190103
-10.0,2,52.197501
-10.0,1,52.202525
-93.3,1,52.208097
-10.0,1,52.213118
-10.0,3,52.222958
-10.0,1,52.228092
-10.0,2,52.235419
-10.0,1,52.241419
-10.0,1,52.246514
-10.0,1,52.251565
-10.0,1,52.257293
-10.0,1,52.262525
-10.0,1,52.267616
-10.0,1,52.272669
-10.0,1,52.277791
-10.0,1,52.282792
-10.0,2,52.290315
-10.0,3,52.3005
-10.0,2,52.307954
-10.0,1,52.312983
-41.7,3,52.322701
-10.0,2,52.330221
-10.0,2,52.337927
-10.0,2,52.345409
-10.0,1,52.352474
-10.0,2,52.364777
-10.0,1,52.395766
-10.0,1,52.400792
-10.0,1,52.405803
-10.0,3,52.415839
-10.0,2,52.423194
-10.0,1,52.428561
-10.0,1,52.433641
-10.0,2,52.441092
-34.5,1,52.446481
-10.0,1,52.451666
-10.0,1,52.456659
-10.0,1,52.462164
-10.0,1,52.469666
-10.0,1,52.478507
-10.0,2,52.488819
-10.0,1,52.49629
-10.0,1,52.501724
-10.0,1,52.507117
-10.0,3,52.517943
-10.0,1,52.525681
-10.0,1,52.531522
-10.0,1,52.536556
-10.0,1,52.542001
-10.0,1,52.547116
-10.0,2,52.554504
-10.0,2,52.562306
-10.0,2,52.569665
-10.0,1,52.575071
-10.0,1,52.580108
-10.0,1,52.585071
-10.0,2,52.592739
-10.0,1,52.597778
-10.0,2,52.605416
-10.0,1,52.610565
-10.0,1,52.615582
-10.0,1,52.620873
-10.0,1,52.626053
-10.0,2,52.633406
-10.0,2,52.641332
-10.0,1,52.646341
-10.0,2,52.654089
-10.0,1,52.660456
-10.0,4,52.678821
-10.0,1,52.687705
-10.0,1,52.696427
-10.0,2,52.709343
-10.0,1,52.718273
-10.0,1,52.727125
-10.0,1,52.73588
-10.0,1,52.744566
-10.0,1,52.753348
-10.0,4,52.774364
-10.0,1,52.783091
-10.0,1,52.792114
-10.0,3,52.804179
-10.0,1,52.80981
-10.0,1,52.81514
-10.0,1,52.820136
-10.0,2,52.827806
-10.0,1,52.832856
-10.0,1,52.837934
-10.0,1,52.843137
-10.0,2,52.850748
-10.0,1,52.855689
-10.0,1,52.861465
-10.0,1,52.866598
-10.0,2,52.87403
-10.0,3,52.884793
-10.0,1,52.889829
-10.0,1,52.895153
-10.0,1,52.900079
-10.0,1,52.905098
-10.0,1,52.910392
-10.0,1,52.915444
-10.0,1,52.920356
-10.0,1,52.925668
-10.0,1,52.930686
-10.0,1,52.935683
-10.0,3,52.945816
-10.0,1,52.950849
-10.0,1,52.956094
-10.0,2,52.963643
-10.0,3,52.973645
-10.0,1,52.978794
-10.0,2,52.986141
-10.0,2,52.993755
-10.0,1,52.998892
-10.0,1,53.004101
-38.1,1,53.009288
-10.0,2,53.016615
-10.0,1,53.021878
-10.0,1,53.02701
-10.0,2,53.034379
-10.0,1,53.039486
-10.0,2,53.046953
-10.0,1,53.052448
-10.0,4,53.064624
-10.0,1,53.069825
-10.0,2,53.077284
-10.0,2,53.085064
-10.0,2,53.093091
-10.0,3,53.103404
-10.0,2,53.110837
-10.0,1,53.115984
-10.0,1,53.121015
-10.0,1,53.126088
-10.0,1,53.132235
-31.2,4,53.14466
-10.0,1,53.150076
-10.0,3,53.159862
-10.0,1,53.165126
-10.0,3,53.174832
-10.0,1,53.18013
-10.0,1,53.185174
-10.0,1,53.190106
-10.0,2,53.198457
-10.0,1,53.204658
-10.0,1,53.210722
-10.0,1,53.216089
-10.0,4,53.229576
-10.0,1,53.234673
-10.0,1,53.239534
-10.0,1,53.244903
-10.0,3,53.258792
-10.0,2,53.273457
-10.0,1,53.283281
-10.0,1,53.292783
-10.0,1,53.300246
-10.0,3,53.317554
-10.0,1,53.323925
-10.0,1,53.330815
-10.0,1,53.339451
-10.0,1,53.346616
-41.1,2,53.357182
-10.0,1,53.36162
-10.0,1,53.365858
-10.0,1,53.370376
-10.0,2,53.377717
-10.0,1,53.384381
-10.0,2,53.394951
-10.0,1,53.401861
-10.0,3,53.412307
-10.0,1,53.418664
-10.0,1,53.424278
-10.0,1,53.430325
-10.0,1,53.43563
-10.0,1,53.439771
-10.0,2,53.445936
-10.0,2,53.452426
-10.0,3,53.461508
-10.0,2,53.46847
-10.0,1,53.473166
-10.0,2,53.478723
-10.0,1,53.482106
-10.0,1,53.485471
-10.0,3,53.493365
-10.0,1,53.498553
-39.0,1,53.503376
-10.0,1,53.509594
-10.0,1,53.514955
-10.0,3,53.523995
-10.0,1,53.528782
-10.0,1,53.532962
-10.0,3,53.541849
-10.0,1,53.546745
-10.0,1,53.552866
-10.0,3,53.563617
-10.0,1,53.567433
-10.0,1,53.570739
-10.0,1,53.573937
-10.0,1,53.576881
-10.0,1,53.579981
-10.0,1,53.583701
-31.5,1,53.587315
-10.0,1,53.591823
-10.0,1,53.596203
-10.0,2,53.605015
-10.0,1,53.611121
-10.0,1,53.616596
-10.0,1,53.624713
-10.0,3,53.638007
-10.0,2,53.648321
-10.0,4,53.667698
-10.0,3,53.683942
-10.0,1,53.693204
-34.2,1,53.701068
-10.0,2,53.711355
-10.0,1,53.720809
-10.0,1,53.753022
-10.0,2,53.767302
-10.0,1,53.777176
-10.0,1,53.785381
-10.0,1,53.794637
-10.0,1,53.802392
-10.0,1,53.811918
-10.0,1,53.820014
-10.0,1,53.828349
-10.0,2,53.839451
-10.0,1,53.848528
-10.0,1,53.855796
-10.0,1,53.863859
-10.0,1,53.875283
-42.9,1,53.892699
-10.0,1,53.90291
-36.3,1,53.915168
-10.0,1,53.930525
-10.0,1,53.943183
-10.0,1,53.952953
-10.0,1,53.963088
-10.0,1,53.975919
-10.0,1,53.988936
-10.0,1,54.000784
-62.1,1,54.011207
-10.0,2,54.029431
-10.0,2,54.042831
-10.0,1,54.051766
-10.0,1,54.061734
-10.0,1,54.073475
-10.0,1,54.084049
-41.1,1,54.096659
-54.0,1,54.107545
-10.0,1,54.118045
-10.0,1,54.128625
-10.0,1,54.140431
-10.0,1,54.153425
-10.0,1,54.164752
-10.0,1,54.175778
-10.0,2,54.192796
-10.0,1,54.204672
-10.0,1,54.216715
-10.0,1,54.232696
-31.2,1,54.246707
-10.0,1,54.258098
-10.0,1,54.271759
-10.0,1,54.28678
-10.0,1,54.301039
-10.0,1,54.314533
-10.0,1,54.327112
-10.0,1,54.340145
-10.0,5,54.371032
-10.0,2,54.384496
-10.0,1,54.392796
-10.0,1,54.400312
-10.0,1,54.406569
-10.0,2,54.418989
-10.0,1,54.425643
-10.0,3,54.442871
-10.0,2,54.453659
-10.0,2,54.461878
-10.0,1,54.468356
-10.0,1,54.477541
-10.0,1,54.485517
-10.0,1,54.494261
-10.0,2,54.507186
-10.0,1,54.516498
-33.3,4,54.537257
-10.0,1,54.543819
-10.0,3,54.557476
-10.0,1,54.563641
-10.0,3,54.581327
-10.0,1,54.589923
-10.0,1,54.595624
-10.0,4,54.614939
-10.0,2,54.623237
-10.0,1,54.630918
-10.0,1,54.636258
-10.0,1,54.641848
-10.0,1,54.647647
-10.0,1,54.653541
-10.0,1,54.661328
-10.0,1,54.670378
-10.0,1,54.67948
-10.0,1,54.687844
-10.0,1,54.693941
-10.0,1,54.703049
-10.0,1,54.712171
-10.0,1,54.721236
-10.0,1,54.7293
-10.0,1,54.73842
-10.0,1,54.746286
-10.0,1,54.752157
-10.0,3,54.764125
-10.0,1,54.770863
-10.0,4,54.788401
-10.0,1,54.793602
-10.0,1,54.799059
-10.0,3,54.809821
-10.0,1,54.816075
-10.0,1,54.825608
-10.0,1,54.834857
-10.0,1,54.843897
-10.0,1,54.853008
-10.0,1,54.862022
-10.0,2,54.875194
-10.0,1,54.883692
-10.0,1,54.892497
-10.0,1,54.899596
-10.0,2,54.907969
-10.0,1,54.913814
-10.0,3,54.92443
-10.0,1,54.929977
-10.0,1,54.93531
-10.0,1,54.940837
-10.0,1,54.948524
-10.0,1,54.956887
-10.0,4,54.975224
-10.0,3,54.985402
-10.0,1,54.990844
-10.0,1,54.997458
-10.0,1,55.002596
-10.0,1,55.008971
-10.0,2,55.022772
-10.0,1,55.031952
-10.0,1,55.040845
-10.0,1,55.048854
-10.0,1,55.057927
-41.7,2,55.076549
-10.0,2,55.087988
-10.0,1,55.098544
-10.0,1,55.107768
-10.0,5,55.143463
-10.0,4,55.17153
-32.1,1,55.178767
-10.0,2,55.189707
-10.0,2,55.20073
-10.0,1,55.208041
-10.0,2,55.218772
-10.0,2,55.233389
