#{"t_start": 1787248589.8510437, "env_id": "None"}
r,l,t
-36.3,1,0.783668
-48.3,2,0.793362
-42.9,2,0.802271
-30.9,1,0.808681
-41.1,1,0.814553
-10.0,1,0.821162
-10.0,1,0.82787
-30.9,3,0.839169
-10.0,1,0.846155
-48.6,1,0.852129
-36.6,2,0.861036
-10.0,1,0.866951
-45.0,1,0.873929
-42.9,1,0.879804
-10.0,2,0.889024
-10.0,1,0.895753
-10.0,2,0.904266
-10.0,1,0.910686
-10.0,1,0.916465
-40.2,1,0.922466
-48.6,1,0.928396
-10.0,1,0.9356
-41.1,1,0.941327
-10.0,1,0.947381
-43.2,1,0.954246
-28.5,2,0.963287
-47.4,1,0.971946
-38.1,1,0.978625
-60.9,3,0.989186
-30.9,1,0.994794
-10.0,1,0.999987
-47.1,1,1.005787
-28.8,1,1.01163
-10.0,1,1.017192
-41.1,1,1.024344
-10.0,3,1.03579
-10.0,2,1.043694
-10.0,2,1.052086
-10.0,1,1.059327
-69.6,1,1.064731
-51.3,1,1.070024
-36.9,1,1.077571
-54.0,1,1.085147
-10.0,1,1.092882
-10.0,1,1.100138
-25.2,1,1.108274
-10.0,2,1.120817
-10.0,1,1.12987
-54.6,2,1.141154
-47.7,1,1.146452
-69.6,1,1.151715
-64.5,4,1.165933
-10.0,2,1.174173
-10.0,2,1.182405
-56.4,2,1.190404
-10.0,1,1.195951
-36.9,1,1.203458
-30.9,1,1.208688
-10.0,1,1.214229
-10.0,1,1.219369
-10.0,1,1.225093
-53.4,3,1.23528
-10.0,1,1.243008
-54.9,1,1.249146
-44.1,1,1.255195
-65.4,1,1.26321
-46.8,1,1.268875
-69.3,2,1.27685
-36.6,2,1.286319
-10.0,1,1.293066
-10.0,2,1.301056
-10.0,1,1.306483
-10.0,2,1.314171
-70.8,1,1.319124
-48.9,1,1.325006
-64.8,1,1.33036
-47.1,3,1.342002
-49.5,1,1.347481
-44.1,1,1.352633
-46.8,1,1.358072
-43.2,1,1.363122
-28.8,1,1.368728
-10.0,2,1.376529
-29.7,1,1.381685
-42.9,3,1.392556
-33.6,1,1.397662
-34.5,1,1.40256
-10.0,2,1.410866
-48.3,2,1.418346
-10.0,2,1.42588
-10.0,1,1.431471
-31.5,3,1.441124
-10.0,1,1.446133
-38.7,1,1.451235
-10.0,1,1.457246
-31.5,1,1.462904
-31.2,1,1.468278
-10.0,1,1.475018
-45.3,1,1.480418
-10.0,2,1.488883
-10.0,1,1.495948
-10.0,1,1.503505
-10.0,4,1.517617
-44.7,2,1.525717
-40.2,1,1.531368
-10.0,2,1.539545
-85.5,1,1.544811
-10.0,1,1.550373
-10.0,5,1.567128
-48.6,1,1.572561
-10.0,1,1.578121
-10.0,5,1.595817
-10.0,2,1.604275
-22.5,3,1.614684
-10.0,4,1.628641
-10.0,2,1.636471
-10.0,2,1.64561
-10.0,1,1.65092
-27.6,5,1.667291
-30.6,2,1.675135
-56.7,1,1.681483
-10.0,3,1.693069
-10.0,1,1.698248
-10.0,2,1.70742
-31.2,2,1.715108
-46.8,1,1.723607
-10.0,1,1.729374
-10.0,3,1.740386
-10.0,1,1.749288
-46.2,3,1.761022
-62.1,1,1.767759
-10.0,1,1.773535
-65.4,1,1.778865
-10.0,1,1.784315
-34.2,2,1.792887
-10.0,2,1.800536
-38.7,1,1.806367
-10.0,2,1.814258
-38.1,2,1.822916
-10.0,1,1.829614
-48.6,1,1.835129
-10.0,1,1.840958
-10.0,1,1.847467
-10.0,2,1.856094
-10.0,1,1.861584
-46.8,1,1.868528
-48.6,1,1.873984
-10.0,1,1.880793
-10.0,3,1.901239
-10.0,2,1.917863
-62.4,1,1.928111
-10.0,2,1.94332
-40.8,2,1.95769
-36.9,1,1.967095
-10.0,1,1.978336
-10.0,2,1.990824
-38.7,2,2.005414
-10.0,1,2.014062
-10.0,3,2.028484
-48.6,1,2.033571
-10.0,1,2.04051
-10.0,4,2.061599
-10.0,1,2.069343
-30.9,1,2.074793
-10.0,1,2.082174
-10.0,1,2.091057
-53.7,1,2.097048
-10.0,1,2.102712
-49.8,1,2.10811
-45.0,2,2.116113
-10.0,1,2.121979
-33.6,1,2.127114
-10.0,1,2.132709
-10.0,1,2.138287
-33.6,1,2.146109
-56.7,1,2.151889
-10.0,1,2.157515
-67.8,2,2.16677
-10.0,1,2.172092
-30.6,2,2.180876
-10.0,1,2.186428
-62.4,1,2.191796
-25.8,1,2.197085
-61.5,1,2.202737
-33.6,1,2.209477
-61.5,1,2.215129
-10.0,1,2.222341
-43.2,4,2.236363
-48.9,1,2.243153
-72.6,1,2.249131
-36.9,1,2.25456
-10.0,2,2.265581
-85.5,1,2.27304
-69.6,1,2.281316
-35.1,3,2.302776
-44.7,2,2.313537
-67.2,1,2.320208
-28.8,1,2.327287
-36.3,1,2.334819
-38.4,1,2.341657
-10.0,1,2.349137
-10.0,1,2.356205
-46.8,1,2.362466
-10.0,2,2.372022
-10.0,1,2.377462
-10.0,1,2.382952
-10.0,1,2.388559
-10.0,1,2.39445
-65.1,2,2.402418
-10.0,1,2.407638
-72.6,1,2.414575
-44.4,1,2.420068
-10.0,2,2.427636
-10.0,2,2.436525
-72.6,1,2.442426
-10.0,1,2.447627
-10.0,1,2.453161
-10.0,1,2.458398
-10.0,1,2.463438
-10.0,2,2.471374
-29.4,2,2.479197
-44.4,1,2.484598
-45.3,1,2.48984
-10.0,1,2.495731
-10.0,1,2.500987
-10.0,2,2.508757
-47.1,1,2.514344
-69.3,2,2.522757
-69.6,1,2.528015
-44.4,1,2.535089
-33.6,1,2.540583
-41.4,1,2.545658
-37.8,2,2.554291
-49.2,2,2.561873
-41.1,1,2.567304
-54.0,1,2.572626
-10.0,2,2.580675
-10.0,1,2.585739
-46.8,1,2.592522
-42.0,1,2.601497
-48.6,3,2.613547
-10.0,1,2.619534
-30.9,3,2.630116
-10.0,1,2.636735
-54.0,1,2.6423
-42.0,2,2.649868
-10.0,3,2.663511
-10.0,1,2.672677
-31.5,1,2.685026
-10.0,1,2.693595
-38.1,1,2.704273
-10.0,2,2.717423
-10.0,3,2.733083
-67.5,1,2.740307
-48.6,1,2.748135
-69.6,1,2.755402
-10.0,1,2.766969
-28.8,1,2.776129
-10.0,1,2.782771
-10.0,1,2.791778
-42.0,1,2.798617
-62.4,1,2.806347
-10.0,2,2.816973
-10.0,1,2.823553
-10.0,2,2.834378
-33.9,2,2.844024
-10.0,1,2.851487
-10.0,1,2.857895
-78.3,2,2.868895
-43.2,1,2.875939
-85.5,1,2.88255
-10.0,3,2.893844
-10.0,2,2.90161
-10.0,1,2.906804
-10.0,1,2.912185
-36.0,4,2.924417
-37.8,2,2.93236
-10.0,1,2.936441
-10.0,1,2.94173
-25.8,1,2.946641
-46.8,1,2.952094
-10.0,2,2.962022
-44.4,1,2.967481
-65.4,1,2.974719
-10.0,2,2.98251
-10.0,4,2.994901
-67.5,1,3.000522
-10.0,1,3.007607
-10.0,1,3.016425
-10.0,2,3.027649
-10.0,2,3.036916
-28.8,1,3.043116
-25.8,1,3.051256
-48.0,3,3.062479
-10.0,2,3.07978
-53.4,1,3.088915
-10.0,1,3.099003
-10.0,1,3.109613
-10.0,2,3.126171
-47.7,1,3.134835
-10.0,2,3.148582
-10.0,2,3.158328
-45.0,1,3.165642
-10.0,1,3.170584
-10.0,2,3.177737
-10.0,1,3.185562
-10.0,2,3.192961
-10.0,1,3.198194
-42.3,1,3.205151
-42.6,1,3.210846
-10.0,1,3.216555
-52.8,3,3.230319
-10.0,2,3.237931
-10.0,1,3.24706
-53.7,2,3.256592
-45.0,2,3.27446
-42.0,1,3.283936
-10.0,1,3.295865
-32.1,1,3.306398
-10.0,1,3.316431
-44.4,1,3.328165
-28.8,1,3.339431
-10.0,1,3.351417
-10.0,1,3.36217
-10.0,2,3.37867
-31.2,1,3.389217
-40.2,1,3.399147
-10.0,3,3.420492
-45.3,1,3.429481
-10.0,3,3.449767
-10.0,1,3.461376
-10.0,1,3.474043
-10.0,2,3.494507
-66.6,3,3.512892
-10.0,2,3.526142
-10.0,1,3.535639
-42.9,2,3.548275
-93.3,1,3.554226
-10.0,2,3.561969
-31.2,1,3.567329
-10.0,1,3.572394
-46.8,2,3.58017
-10.0,1,3.585256
-10.0,1,3.590295
-44.7,2,3.598932
-42.0,1,3.604156
-41.1,1,3.609177
-10.0,2,3.617101
-48.6,1,3.622399
-10.0,1,3.628301
-53.7,2,3.636677
-10.0,1,3.642553
-10.0,1,3.647998
-10.0,1,3.653585
-30.9,1,3.659415
-10.0,1,3.665364
-87.0,1,3.670861
-10.0,1,3.676674
-33.6,1,3.682168
-35.7,3,3.693032
-10.0,1,3.698659
-33.6,1,3.704434
-10.0,1,3.710291
-10.0,1,3.715744
-38.1,1,3.721245
-10.0,2,3.730018
-10.0,1,3.735217
-10.0,1,3.741073
-44.1,1,3.74783
-41.4,1,3.756839
-67.5,1,3.765272
-31.5,1,3.772481
-44.4,1,3.780412
-31.8,2,3.791862
-10.0,3,3.80307
-35.7,1,3.808496
-10.0,1,3.813733
-38.1,2,3.821903
-48.6,2,3.830396
-10.0,1,3.838396
-48.6,1,3.8438
-10.0,3,3.854586
-10.0,2,3.864045
-10.0,2,3.875342
-10.0,1,3.882535
-40.8,2,3.8914
-10.0,1,3.897241
-31.5,1,3.902432
-10.0,4,3.919368
-10.0,3,3.931002
-56.4,2,3.939951
-10.0,1,3.945247
-48.9,2,3.954635
-43.2,1,3.959781
-10.0,1,3.965226
-10.0,1,3.97085
-10.0,1,3.977698
-10.0,3,3.987849
-45.3,1,3.994868
-65.4,1,4.001233
-56.7,1,4.006496
-10.0,1,4.011762
-10.0,1,4.018873
-10.0,1,4.024673
-48.9,1,4.030122
-10.0,2,4.04116
-40.2,1,4.046461
-10.0,1,4.051486
-45.3,1,4.05926
-49.2,1,4.065182
-87.0,1,4.07101
-10.0,1,4.078281
-10.0,4,4.091794
-42.6,1,4.099308
-63.3,6,4.11696
-44.4,3,4.130028
-10.0,1,4.135947
-48.6,1,4.143741
-44.7,1,4.151788
-25.8,1,4.156942
-10.0,1,4.164662
-10.0,1,4.170041
-10.0,1,4.17559
-10.0,1,4.1838
-10.0,1,4.190156
-42.3,1,4.195381
-10.0,2,4.203607
-10.0,1,4.208849
-48.6,1,4.214276
-45.3,1,4.219556
-45.0,1,4.225239
-10.0,1,4.230351
-10.0,1,4.235966
-54.3,3,4.247049
-44.4,1,4.254658
-10.0,1,4.260007
-10.0,1,4.267593
-10.0,2,4.279068
-44.7,1,4.285237
-40.2,1,4.290452
-10.0,2,4.298883
-10.0,1,4.304117
-34.8,2,4.312247
-10.0,2,4.320412
-35.7,1,4.325837
-25.8,1,4.331228
-42.9,3,4.342685
-10.0,1,4.348014
-10.0,3,4.35797
-28.8,1,4.362982
-35.7,1,4.3683
-10.0,1,4.373467
-10.0,1,4.378465
-42.0,5,4.393088
-10.0,1,4.398137
-42.0,2,4.406006
-10.0,1,4.410949
-10.0,1,4.416444
-10.0,1,4.421937
-54.9,1,4.427157
-10.0,1,4.433774
-10.0,1,4.442155
-46.5,3,4.462095
-42.6,2,4.480623
-10.0,2,4.49433
-10.0,1,4.504133
-10.0,1,4.512732
-65.4,1,4.521777
-10.0,1,4.537648
-10.0,2,4.553704
-46.8,1,4.561681
-10.0,1,4.570725
-10.0,2,4.580365
-10.0,1,4.587168
-31.5,1,4.593094
-10.0,2,4.608441
-48.6,1,4.617516
-48.6,1,4.626177
-10.0,2,4.635923
-48.6,1,4.645385
-10.0,1,4.651951
-54.9,1,4.661102
-54.0,1,4.670578
-53.7,1,4.682779
-10.0,1,4.695965
-38.4,2,4.707919
-10.0,2,4.722235
-10.0,2,4.73309
-42.9,1,4.741898
-10.0,1,4.751732
-10.0,2,4.770304
-36.3,1,4.777031
-28.5,2,4.791621
-10.0,3,4.803536
-51.0,2,4.815645
-33.9,2,4.824818
-10.0,3,4.841725
-87.0,1,4.852257
-29.1,3,4.87137
-10.0,1,4.879412
-10.0,1,4.890931
-10.0,1,4.901205
-46.8,1,4.918629
-30.0,3,4.941179
-10.0,2,4.960336
-54.9,1,4.967464
-10.0,1,4.979352
-40.2,1,4.985366
-33.0,3,5.002906
-10.0,1,5.00943
-10.0,1,5.019314
-42.6,2,5.030014
-10.0,1,5.041281
-32.1,1,5.047318
-10.0,1,5.053307
-10.0,1,5.066228
-30.9,1,5.073727
-69.3,2,5.085099
-10.0,4,5.108042
-10.0,2,5.116596
-10.0,1,5.126834
-10.0,1,5.133898
-10.0,1,5.141102
-69.6,1,5.149113
-10.0,1,5.156859
-10.0,1,5.167813
-72.0,3,5.185506
-10.0,3,5.200787
-10.0,2,5.220777
-44.4,1,5.240709
-10.0,1,5.257367
-43.2,1,5.275014
-10.0,1,5.293985
-33.6,1,5.312964
-32.1,1,5.333452
-10.0,3,5.368032
-10.0,2,5.389851
-10.0,1,5.403003
-10.0,3,5.433417
-10.0,1,5.445176
-10.0,2,5.465938
-10.0,3,5.48812
-42.0,2,5.517178
-10.0,1,5.52791
-54.0,1,5.538393
-10.0,1,5.552917
-33.6,1,5.565302
-10.0,1,5.580403
-10.0,3,5.605303
-42.9,2,5.620434
-10.0,1,5.630028
-10.0,1,5.63932
-10.0,3,5.657361
-43.2,6,5.688903
-10.0,1,5.703096
-47.4,1,5.719359
-10.0,1,5.72864
-10.0,1,5.737313
-10.0,1,5.746351
-10.0,3,5.763314
-30.9,1,5.77176
-10.0,1,5.78051
-10.0,1,5.789029
-43.2,1,5.796948
-10.0,1,5.80503
-42.9,2,5.816929
-10.0,1,5.823206
-54.0,1,5.828599
-10.0,4,5.841346
-44.7,1,5.846469
-44.4,1,5.851965
-35.1,1,5.857202
-35.4,2,5.864925
-10.0,1,5.87051
-10.0,2,5.881429
-36.9,1,5.887605
-69.6,1,5.892577
-35.7,1,5.898176
-54.9,1,5.907319
-33.6,1,5.91482
-10.0,2,5.923145
-67.2,1,5.928244
-10.0,1,5.933797
-10.0,1,5.938908
-67.5,1,5.94396
-36.9,1,5.949358
-10.0,1,5.954545
-54.6,2,5.96195
-44.4,1,5.9683
-10.0,2,5.976309
-10.0,1,5.98188
-78.6,1,5.986996
-35.1,1,5.992005
-44.4,1,5.997296
-10.0,2,6.004762
-10.0,1,6.009839
-10.0,1,6.015285
-10.0,1,6.020456
-48.3,2,6.028128
-49.5,1,6.033211
-10.0,1,6.038131
-45.3,1,6.043373
-10.0,1,6.048464
-53.4,1,6.053374
-38.7,1,6.05836
-10.0,1,6.063663
-10.0,1,6.068642
-38.7,1,6.073609
-53.1,3,6.08383
-33.6,1,6.088868
-10.0,1,6.09492
-10.0,2,6.102841
-10.0,1,6.108222
-10.0,2,6.116118
-10.0,2,6.125308
-10.0,1,6.130744
-30.9,2,6.136715
-10.0,1,6.140736
-47.1,2,6.149983
-31.5,3,6.161045
-10.0,3,6.172302
-10.0,1,6.181703
-25.8,1,6.187052
-10.0,1,6.192091
-10.0,2,6.199697
-43.2,1,6.20816
-10.0,3,6.218014
-67.2,2,6.233908
-48.6,1,6.241374
-10.0,2,6.252693
-10.0,1,6.258017
-33.3,2,6.26771
-39.0,1,6.273128
-42.9,1,6.279113
-28.8,1,6.285156
-41.1,1,6.290608
-10.0,1,6.296121
-10.0,1,6.30674
-10.0,1,6.319196
-10.0,1,6.326746
-10.0,2,6.33723
-24.9,2,6.351502
-44.1,2,6.361027
-34.8,2,6.371098
-29.7,1,6.377629
-10.0,4,6.393713
-10.0,1,6.400624
-10.0,1,6.406945
-10.0,2,6.415704
-32.1,1,6.420665
-54.9,1,6.425693
-10.0,1,6.430981
-10.0,1,6.435989
-10.0,1,6.440927
-56.7,1,6.446236
-10.0,1,6.451258
-10.0,2,6.459822
-48.9,1,6.465073
-40.8,2,6.472822
-10.0,1,6.478423
-10.0,1,6.483521
-54.0,1,6.48857
-10.0,2,6.496367
-43.2,2,6.503923
-10.0,1,6.509517
-33.9,7,6.529172
-48.6,1,6.534307
-10.0,1,6.539581
-10.0,2,6.547039
-42.6,2,6.55557
-10.0,1,6.561538
-10.0,1,6.56664
-48.6,1,6.572149
-10.0,1,6.577361
-10.0,1,6.582383
-10.0,1,6.588028
-65.4,1,6.593256
-10.0,1,6.598346
-54.9,1,6.603689
-23.1,1,6.608845
-69.6,1,6.613911
-10.0,1,6.619794
-10.0,1,6.625078
-49.5,1,6.630744
-10.0,1,6.636463
-10.0,1,6.641536
-72.0,3,6.652053
-54.0,1,6.657243
-40.2,4,6.669773
-10.0,1,6.674836
-10.0,1,6.680269
-10.0,1,6.68624
-10.0,1,6.692864
-47.1,2,6.702114
-10.0,1,6.708059
-67.2,1,6.715656
-10.0,1,6.720862
-48.6,1,6.726102
-47.4,2,6.733504
-10.0,4,6.746768
-25.8,1,6.751744
-41.1,1,6.756782
-10.0,1,6.763577
-10.0,1,6.769024
-10.0,1,6.774381
-56.7,1,6.779934
-43.2,1,6.78508
-10.0,1,6.792088
-10.0,1,6.799105
-10.0,2,6.81147
-45.0,1,6.819657
-38.1,1,6.826031
-10.0,1,6.832658
-84.6,4,6.848759
-41.1,1,6.854153
-87.0,1,6.860251
-10.0,1,6.868415
-38.1,4,6.887013
-62.1,1,6.895485
-40.2,1,6.903135
-10.0,1,6.910786
-46.8,1,6.918268
-42.3,1,6.925591
-62.1,1,6.934263
-10.0,1,6.939416
-10.0,2,6.947154
-44.7,1,6.952758
-64.8,1,6.958715
-31.5,1,6.96532
-42.0,4,6.985094
-10.0,2,6.995528
-10.0,2,7.0048
-43.2,1,7.010121
-10.0,2,7.020674
-10.0,1,7.0279
-10.0,3,7.044271
-85.5,1,7.053116
-38.7,1,7.060727
-48.0,3,7.075108
-10.0,1,7.081924
-40.2,1,7.090946
-60.9,4,7.111969
-10.0,1,7.12365
-78.6,1,7.129688
-39.9,2,7.139806
-10.0,1,7.14516
-10.0,1,7.152567
-10.0,1,7.158851
-10.0,1,7.164879
-10.0,1,7.170416
-10.0,1,7.176037
-39.0,1,7.181941
-10.0,3,7.192842
-10.0,1,7.198823
-10.0,1,7.204193
-10.0,7,7.22494
-10.0,1,7.230567
-10.0,1,7.235966
-34.8,2,7.244269
-31.5,1,7.249766
-10.0,1,7.255198
-10.0,4,7.274515
-10.0,1,7.280896
-45.3,1,7.287273
-10.0,1,7.296384
-48.6,1,7.302346
-10.0,3,7.314342
-38.1,2,7.323247
-44.4,1,7.329192
-10.0,1,7.335192
-30.9,1,7.343242
-10.0,2,7.351439
-56.7,1,7.357369
-42.9,1,7.36176
-36.9,1,7.366043
-10.0,2,7.373047
-10.0,1,7.377639
-31.8,2,7.385054
-10.0,1,7.390932
-10.0,1,7.396481
-25.5,2,7.405029
-10.0,1,7.411396
-54.0,1,7.41952
-56.7,1,7.427543
-34.5,1,7.436845
-44.4,1,7.444586
-10.0,2,7.459866
-54.0,1,7.468197
-48.3,3,7.484745
-10.0,1,7.493204
-33.6,1,7.503408
-10.0,1,7.510005
-10.0,1,7.517354
-10.0,1,7.525703
-10.0,1,7.534111
-44.1,2,7.544899
-10.0,1,7.550433
-43.2,1,7.556208
-10.0,1,7.563484
-42.6,2,7.57616
-10.0,2,7.587919
-38.4,1,7.595092
-10.0,1,7.603123
-42.9,1,7.611021
-61.5,2,7.61911
-45.0,1,7.626136
-10.0,2,7.637226
-10.0,2,7.650994
-10.0,1,7.665522
-54.0,1,7.672956
-54.0,1,7.685308
-48.6,1,7.692904
-43.5,4,7.718423
-41.7,2,7.735939
-47.4,1,7.748122
-10.0,1,7.756263
-48.6,1,7.762089
-10.0,2,7.778395
-40.2,4,7.805532
-10.0,1,7.816789
-44.4,1,7.823926
-33.9,2,7.839406
-10.0,2,7.85275
-42.9,1,7.861961
-27.9,4,7.882246
-10.0,2,7.897053
-25.8,1,7.906016
-62.4,1,7.915962
-10.0,1,7.921706
-10.0,3,7.93603
-10.0,1,7.941245
-28.5,2,7.952539
-10.0,1,7.960324
-10.0,1,7.967382
-10.0,1,7.97465
-10.0,5,7.99349
-10.0,2,8.002811
-40.8,2,8.013054
-65.4,1,8.019643
-10.0,1,8.026253
-54.9,1,8.032868
-10.0,1,8.039229
-10.0,2,8.049118
-10.0,1,8.055632
-10.0,4,8.071635
-43.2,1,8.078589
-40.2,1,8.084999
-69.6,1,8.091893
-54.6,2,8.101379
-49.5,1,8.107343
-35.7,1,8.112484
-39.6,3,8.12364
-10.0,2,8.137076
-10.0,1,8.146513
-48.9,1,8.156465
-33.9,3,8.172583
-45.3,1,8.178218
-10.0,2,8.186029
-29.7,1,8.191192
-67.2,1,8.19619
-10.0,1,8.201289
-41.1,1,8.206671
-54.3,3,8.216383
-60.9,3,8.2265
-62.1,2,8.234072
-10.0,1,8.239421
-10.0,1,8.244327
-47.1,1,8.249496
-10.0,1,8.254532
-56.7,1,8.259488
-41.1,1,8.26431
-10.0,1,8.269607
-10.0,1,8.274523
-42.9,2,8.281942
-10.0,3,8.291557
-48.6,1,8.296755
-10.0,1,8.304063
-10.0,2,8.314837
-28.8,1,8.3204
-10.0,1,8.325409
-10.0,1,8.330686
-10.0,1,8.335633
-32.1,1,8.340596
-10.0,1,8.345821
-69.6,1,8.350829
-38.1,1,8.35572
-10.0,2,8.364055
-36.3,1,8.369032
-10.0,2,8.376654
-41.1,1,8.381689
-23.1,1,8.38656
-41.7,2,8.394231
-10.0,1,8.399199
-10.0,1,8.404034
-36.0,2,8.411719
-10.0,1,8.416655
-10.0,2,8.424589
-48.6,1,8.436103
-54.9,1,8.441353
-10.0,1,8.446419
-10.0,3,8.456369
-40.2,1,8.461403
-38.7,1,8.466234
-10.0,1,8.471066
-38.7,1,8.477485
-49.8,1,8.484785
-10.0,2,8.495149
-10.0,2,8.507623
-10.0,1,8.518296
-10.0,1,8.52671
-39.3,4,8.544994
-42.9,2,8.554984
-10.0,1,8.563548
-45.0,2,8.575971
-41.1,1,8.58416
-10.0,1,8.592494
-10.0,1,8.601003
-32.1,1,8.609563
-10.0,4,8.629402
-32.1,1,8.638148
-69.6,1,8.643317
-51.0,2,8.650955
-10.0,1,8.656119
-10.0,1,8.661075
-10.0,2,8.669428
-41.1,1,8.675287
-49.2,1,8.681373
-10.0,1,8.687179
-32.1,1,8.69287
-30.9,2,8.704021
-10.0,1,8.710713
-10.0,1,8.71856
-10.0,1,8.724664
-10.0,1,8.731907
-45.3,1,8.74003
-10.0,1,8.748392
-10.0,1,8.760578
-65.4,1,8.785515
-48.6,1,8.793227
-10.0,1,8.798755
-10.0,1,8.804218
-10.0,1,8.809486
-10.0,3,8.820029
-67.2,2,8.82989
-10.0,3,8.84476
-46.5,2,8.852714
-10.0,2,8.860875
-10.0,1,8.866277
-10.0,2,8.875082
-43.2,1,8.880397
-10.0,2,8.888543
-10.0,2,8.896757
-48.3,2,8.905248
-45.0,2,8.913215
-10.0,3,8.925056
-87.0,1,8.93051
-42.9,1,8.936089
-54.0,1,8.941344
-28.5,2,8.947674
-43.2,1,8.952853
-46.8,1,8.956815
-10.0,1,8.960428
-10.0,3,8.970699
-40.2,1,8.974403
-10.0,1,8.9777
-28.8,1,8.982224
-30.6,2,8.987848
-10.0,2,8.993503
-38.7,1,8.996942
-10.0,2,9.004287
-44.7,1,9.007693
-10.0,1,9.011201
-10.0,4,9.02064
-10.0,1,9.02437
-49.2,1,9.028285
-44.1,2,9.035014
-10.0,1,9.039663
-87.0,1,9.044199
-54.0,1,9.050141
-10.0,1,9.057213
-10.0,1,9.062008
-28.8,1,9.066441
-44.4,1,9.070608
-10.0,2,9.077652
-10.0,1,9.082558
-28.8,1,9.090197
-54.9,1,9.098059
-10.0,3,9.112028
-10.0,1,9.117069
-10.0,1,9.1226
-48.6,1,9.128868
-10.0,1,9.138254
-10.0,1,9.145609
-10.0,2,9.162641
-10.0,3,9.184565
-10.0,1,9.190173
-37.8,2,9.198278
-10.0,1,9.204995
-42.0,1,9.212422
-41.1,8,9.236991
-48.6,1,9.248258
-35.4,2,9.257793
-10.0,4,9.271304
-10.0,1,9.277062
-10.0,1,9.282619
-10.0,1,9.288594
-46.8,1,9.292818
-35.7,1,9.298934
-10.0,2,9.306391
-10.0,1,9.311389
-34.5,1,9.316941
-48.6,1,9.322229
-25.8,1,9.327075
-10.0,1,9.332062
-10.0,1,9.337007
-40.2,1,9.341815
-10.0,2,9.350229
-10.0,4,9.362877
-10.0,1,9.368041
-10.0,1,9.372917
-10.0,2,9.38023
-53.4,1,9.385472
-28.8,1,9.390499
-46.2,3,9.400565
-10.0,1,9.405654
-61.8,1,9.410676
-10.0,1,9.416486
-54.6,2,9.423903
-10.0,1,9.430382
-10.0,1,9.435635
-10.0,5,9.450552
-67.2,1,9.455649
-44.4,1,9.460803
-10.0,1,9.465755
-10.0,1,9.470716
-53.4,3,9.48187
-10.0,1,9.487162
-36.9,1,9.492886
-30.9,1,9.499146
-47.7,1,9.504748
-10.0,1,9.510893
-45.0,2,9.518808
-10.0,1,9.524918
-69.6,1,9.530239
-33.3,2,9.537807
-40.2,1,9.543745
-29.7,1,9.549044
-10.0,1,9.556065
-10.0,1,9.562692
-25.8,1,9.568258
-10.0,1,9.574977
-38.7,1,9.581463
-56.4,2,9.591083
-10.0,1,9.596751
-10.0,4,9.608639
-61.5,1,9.61498
-42.9,1,9.620596
-10.0,3,9.630674
-53.7,2,9.638282
-62.4,1,9.643406
-45.3,1,9.649543
-31.5,1,9.65473
-10.0,1,9.660361
-46.8,1,9.665932
-35.1,1,9.6712
-56.4,2,9.680502
-10.0,1,9.686224
-10.0,2,9.69541
-10.0,3,9.710073
-44.7,1,9.715461
-10.0,3,9.726276
-22.5,3,9.735961
-10.0,4,9.748066
-10.0,1,9.753025
-10.0,1,9.759894
-69.6,1,9.765058
