#{"t_start": 1787247392.574522, "env_id": "None"}
r,l,t
-48.6,1,17.768011
-10.0,3,17.7958
-67.2,1,17.808202
-53.4,1,17.817125
-10.0,2,17.849054
-10.0,1,17.858135
-93.3,1,17.866815
-10.0,2,17.884328
-31.2,1,17.90249
-10.0,1,17.910576
-46.8,2,17.934743
-10.0,1,17.941009
-33.6,3,17.974187
-10.0,1,17.980888
-10.0,1,17.987264
-10.0,1,17.994288
-31.5,1,18.023087
-48.6,1,18.029963
-28.8,1,18.036666
-10.0,2,18.054976
-10.0,3,18.076376
-10.0,3,18.097544
-10.0,2,18.116051
-10.0,1,18.123061
-30.9,2,18.140815
-86.4,3,18.165895
-34.2,1,18.171269
-10.0,1,18.184771
-10.0,1,18.198494
-10.0,3,18.216956
-33.0,3,18.226829
-10.0,3,18.249821
-10.0,1,18.263453
-37.8,2,18.282816
-44.4,1,18.287309
-69.3,2,18.304474
-10.0,1,18.321521
-44.1,1,18.329248
-40.5,4,18.357228
-67.5,1,18.366316
-31.2,2,18.400759
-44.1,2,18.415013
-10.0,2,18.448183
-10.0,2,18.457524
-35.4,2,18.495061
-10.0,1,18.506464
-10.0,2,18.531613
-48.9,1,18.541865
-53.4,1,18.563515
-10.0,4,18.597093
-93.3,1,18.605069
-10.0,1,18.624156
-10.0,3,18.649871
-51.3,1,18.665211
-10.0,1,18.67065
-28.8,1,18.677978
-30.9,3,18.708747
-53.7,5,18.737526
-34.5,1,18.744828
-56.7,1,18.759126
-85.5,1,18.774467
-10.0,1,18.782352
-10.0,1,18.789663
-10.0,1,18.807675
-48.0,3,18.827929
-32.1,1,18.846505
-10.0,1,18.852771
-10.0,1,18.858523
-10.0,1,18.873672
-10.0,5,18.904166
-30.6,1,18.9095
-10.0,1,18.91396
-64.2,3,18.938953
-10.0,3,18.955812
-10.0,2,18.962069
-39.9,2,18.978294
-10.0,1,18.992117
-45.3,1,18.998787
-10.0,1,19.004391
-86.1,4,19.027138
-48.9,4,19.059284
-62.4,1,19.07644
-42.3,2,19.084484
-10.0,1,19.089871
-10.0,1,19.11327
-10.0,2,19.120683
-48.3,2,19.133325
-44.7,1,19.139201
-25.8,1,19.152249
-10.0,1,19.158704
-35.4,2,19.17418
-10.0,1,19.180612
-35.7,1,19.192633
-49.2,1,19.206798
-10.0,2,19.211939
-45.6,5,19.229945
-70.8,1,19.255574
-48.6,1,19.263396
-10.0,1,19.268986
-45.0,1,19.274475
-10.0,1,19.297923
-45.9,5,19.320612
-10.0,1,19.325352
-43.8,3,19.338508
-10.0,1,19.353465
-10.0,2,19.370293
-10.0,1,19.376368
-44.7,1,19.384301
-39.6,3,19.425217
-10.0,1,19.432623
-10.0,2,19.454928
-10.0,2,19.463389
-43.5,1,19.484869
-10.0,1,19.502893
-10.0,1,19.510221
-10.0,1,19.518103
-10.0,1,19.535095
-10.0,2,19.559096
-28.8,1,19.567298
-10.0,1,19.575542
-31.2,1,19.608957
-10.0,1,19.61781
-42.6,3,19.633266
-10.0,2,19.640861
-10.0,1,19.657578
-10.0,2,19.676756
-42.6,2,19.687602
-10.0,2,19.705505
-54.9,1,19.721153
-10.0,1,19.726686
-40.5,3,19.75012
-10.0,1,19.756347
-10.0,1,19.781235
-10.0,6,19.805942
-38.1,2,19.822756
-10.0,2,19.831826
-10.0,1,19.847371
-40.5,3,19.868189
-10.0,2,19.883455
-46.8,1,19.887382
-10.0,4,19.915164
-31.5,1,19.92041
-10.0,1,19.9273
-10.0,1,19.940464
-43.5,1,19.953394
-10.0,1,19.959559
-10.0,1,19.967302
-10.0,1,19.980408
-48.6,1,19.995046
-87.0,1,20.001236
-10.0,1,20.007257
-10.0,1,20.01738
-53.7,1,20.030444
-10.0,1,20.036136
-10.0,2,20.050629
-10.0,2,20.05767
-87.0,1,20.07045
-42.9,1,20.084198
-33.6,3,20.094094
-30.3,3,20.109497
-10.0,1,20.124246
-10.0,3,20.242825
-48.6,5,20.292964
-50.7,3,20.337137
-34.2,1,20.350233
-10.0,3,20.369776
-10.0,2,20.383708
-10.0,2,20.39152
-60.6,4,20.416271
-53.7,2,20.430842
-70.8,1,20.436705
-46.8,1,20.442205
-10.0,1,20.456881
-10.0,1,20.472128
-54.3,3,20.480467
-10.0,1,20.494849
-10.0,1,20.517839
-10.0,1,20.53076
-33.3,2,20.555995
-62.1,1,20.564685
-42.9,1,20.583056
-92.7,3,20.611836
-31.8,2,20.623391
-72.3,2,20.644805
-10.0,1,20.665473
-10.0,1,20.673407
-10.0,1,20.689695
-53.1,4,20.713084
-10.0,2,20.73504
-10.0,2,20.752342
-33.3,2,20.760218
-10.0,4,20.777433
-10.0,1,20.793427
-25.8,1,20.809317
-10.0,1,20.814486
-72.6,1,20.821825
-10.0,1,20.838021
-60.9,4,20.860327
-10.0,1,20.874252
-10.0,1,20.880841
-10.0,1,20.89681
-10.0,3,20.915065
-33.3,2,20.920538
-32.1,1,20.934633
-56.7,1,20.950114
-42.9,2,20.959074
-44.7,1,20.973852
-10.0,2,20.981122
-10.0,1,20.995316
-47.7,1,21.009255
-43.8,3,21.019843
-41.7,3,21.032698
-10.0,1,21.044026
-10.0,1,21.057169
-10.0,1,21.06118
-10.0,3,21.074895
-41.1,4,21.102407
-10.0,2,21.10977
-42.9,2,21.13484
-33.3,2,21.155412
-30.9,3,21.246953
-10.0,3,21.268175
-44.7,1,21.274235
-10.0,3,21.295146
-10.0,3,21.322933
-24.9,4,21.348272
-44.1,3,21.366624
-49.2,1,21.372941
-39.6,3,21.400634
-10.0,2,21.416264
-10.0,1,21.422355
-10.0,1,21.428908
-10.0,3,21.460681
-10.0,1,21.467819
-43.2,1,21.474412
-44.7,1,21.491463
-10.0,4,21.543137
-43.2,1,21.554017
-10.0,1,21.562714
-44.1,2,21.588696
-35.1,1,21.629127
-35.4,2,21.647895
-10.0,1,21.676673
-44.4,2,21.694545
-36.9,1,21.743695
-69.3,2,21.779497
-10.0,1,21.789152
-10.0,2,21.812972
-33.6,1,21.837354
-48.6,1,21.848324
-66.9,2,21.870651
-38.1,2,21.88265
-30.3,2,21.935264
-67.5,1,21.944018
-36.9,1,21.952885
-49.8,1,21.959406
-54.3,3,22.000797
-10.0,1,22.009912
-41.4,1,22.02596
-67.2,1,22.035717
-78.3,2,22.062099
-10.0,1,22.081533
-44.4,1,22.089314
-66.9,2,22.101524
-43.5,1,22.13402
-70.5,2,22.145831
-10.0,1,22.153691
-48.3,2,22.175277
-10.0,2,22.199382
-48.3,2,22.226945
-10.0,3,22.255069
-30.6,1,22.264117
-10.0,1,22.2837
-38.1,3,22.314963
-54.6,2,22.331438
-29.4,2,22.367412
-10.0,7,22.453904
-10.0,1,22.464741
-33.6,1,22.476428
-10.0,1,22.487028
-38.7,1,22.541035
-10.0,1,22.554549
-36.3,3,22.59078
-44.4,2,22.605458
-10.0,1,22.633692
-10.0,1,22.663273
-62.1,2,22.677791
-46.8,3,22.706752
-10.0,1,22.73021
-10.0,1,22.740811
-25.8,1,22.762533
-10.0,2,22.774917
-25.2,1,22.797766
-38.4,2,22.827068
-43.2,1,22.83578
-10.0,3,22.864938
-67.2,2,22.889868
-48.6,1,22.926272
-42.9,3,22.941505
-24.9,2,22.963933
-33.6,1,22.984308
-10.0,3,23.014531
-42.6,2,23.024287
-28.2,3,23.051254
-10.0,1,23.072528
-72.6,1,23.09001
-42.6,2,23.102816
-10.0,2,23.123678
-10.0,2,23.147965
-10.0,1,23.15788
-10.0,2,23.178232
-44.4,1,23.18561
-10.0,2,23.219608
-29.1,3,23.241836
-68.1,6,23.309837
-70.8,1,23.335454
-43.2,1,23.390557
-10.0,5,23.469056
-10.0,2,23.482918
-54.3,3,23.512112
-48.6,1,23.533891
-31.5,1,23.542966
-39.9,2,23.567388
-56.7,1,23.576205
-10.0,1,23.597245
-10.0,1,23.620927
-10.0,5,23.656601
-10.0,2,23.667364
-64.8,1,23.70436
-10.0,1,23.711215
-10.0,1,23.717739
-10.0,2,23.737182
-42.9,3,23.764213
-30.6,1,23.779538
-35.7,1,23.786667
-10.0,3,23.808946
-54.3,3,23.832504
-45.0,1,23.850918
-10.0,3,23.862846
-30.9,5,23.901993
-10.0,1,23.925751
-48.3,2,23.937996
-64.8,1,23.955603
-10.0,1,23.967939
-49.8,1,24.002657
-65.4,1,24.012894
-10.0,1,24.032504
-10.0,1,24.042926
-10.0,2,24.081534
-10.0,7,24.185558
-10.0,2,24.223347
-10.0,2,24.241746
-49.5,1,24.279829
-68.1,1,24.315106
-10.0,5,24.3588
-71.7,4,24.392495
-54.0,1,24.41423
-41.1,1,24.425627
-65.4,1,24.449543
-48.0,4,24.478021
-47.1,1,24.496641
-10.0,2,24.510985
-47.1,2,24.537395
-10.0,1,24.544317
-10.0,1,24.565757
-64.8,1,24.587671
-48.0,3,24.605471
-47.7,1,24.625102
-67.8,2,24.650683
-25.8,1,24.660278
-41.1,1,24.678168
-87.0,1,24.685321
-10.0,1,24.704225
-72.6,1,24.713162
-55.5,5,24.750954
-42.9,2,24.759318
-10.0,1,24.776172
-10.0,1,24.793889
-10.0,2,24.80248
-45.0,1,24.810127
-38.1,1,24.83647
-10.0,1,24.843386
-85.2,2,24.852076
-10.0,2,24.868255
-10.0,4,24.897182
-10.0,2,24.906361
-10.0,1,24.921023
-62.1,1,24.929298
-40.2,1,24.948092
-10.0,2,24.971563
-45.6,5,24.99744
-10.0,3,25.01939
-10.0,5,25.061756
-44.1,3,25.094758
-61.8,1,25.103234
-10.0,2,25.120245
-10.0,4,25.169334
-31.2,2,25.206142
-41.7,5,25.251782
-64.5,2,25.277384
-10.0,1,25.301695
-10.0,1,25.312149
-10.0,3,25.343018
-53.4,3,25.367808
-10.0,2,25.392874
-10.0,1,25.400703
-38.1,3,25.420657
-48.6,1,25.427133
-10.0,2,25.455597
-10.0,1,25.464441
-10.0,1,25.473104
-28.5,2,25.492926
-10.0,2,25.512283
-40.2,1,25.527423
-61.5,1,25.535102
-64.8,1,25.539615
-10.0,1,25.556252
-53.4,3,25.579264
-35.7,1,25.584843
-49.8,1,25.599769
-10.0,1,25.616817
-69.6,1,25.622945
-10.0,1,25.631009
-10.0,2,25.649803
-51.3,1,25.666391
-10.0,3,25.687654
-10.0,3,25.708853
-10.0,2,25.719161
-31.2,2,25.754764
-53.7,2,25.767739
-32.1,1,25.773312
-42.6,3,25.790688
-45.0,2,25.819053
-10.0,1,25.82537
-10.0,1,25.830926
-10.0,3,25.846487
-37.5,4,25.877772
-10.0,1,25.886497
-10.0,2,25.910144
-10.0,2,25.918845
-10.0,1,25.933953
-56.1,3,25.958415
-10.0,1,25.963712
-10.0,6,26.000201
-10.0,2,26.023075
-10.0,3,26.053548
-31.5,3,26.084063
-10.0,2,26.097116
-53.4,1,26.131917
-24.6,5,26.16477
-10.0,2,26.177674
-10.0,1,26.196564
-56.4,2,26.221729
-34.2,2,26.244061
-10.0,1,26.253163
-10.0,1,26.26679
-54.0,1,26.294223
-10.0,2,26.322996
-10.0,1,26.332623
-33.6,1,26.340647
-61.5,1,26.374006
-10.0,3,26.389954
-48.6,1,26.408528
-10.0,2,26.416707
-10.0,2,26.448645
-25.8,1,26.455959
-10.0,1,26.461945
-54.9,1,26.468792
-42.3,3,26.501805
-31.5,1,26.510836
-10.0,1,26.530927
-10.0,1,26.538395
-42.6,2,26.558539
-61.5,2,26.574823
-10.0,1,26.580519
-10.0,1,26.586023
-10.0,1,26.61036
-10.0,1,26.618717
-53.7,2,26.626697
-53.1,4,26.644426
-47.7,4,26.680506
-44.1,2,26.695841
-10.0,1,26.702293
-10.0,2,26.716578
-60.3,5,26.754447
-10.0,3,26.778239
-44.4,1,26.784135
-40.5,3,26.802757
-54.9,1,26.817364
-43.5,4,26.840197
-33.9,2,26.850738
-35.7,1,26.864775
-42.9,1,26.877411
-10.0,3,26.895835
-10.0,3,26.904739
-25.5,2,26.918421
-62.4,1,26.992543
-10.0,4,27.033369
-67.2,4,27.058306
-10.0,1,27.064799
-10.0,1,27.121577
-10.0,1,27.132682
-69.3,2,27.148371
-48.0,3,27.178368
-30.0,5,27.246763
-10.0,1,27.269788
-40.8,2,27.280051
-65.4,1,27.288309
-10.0,1,27.324469
-10.0,1,27.33359
-10.0,1,27.342537
-68.4,5,27.377121
-10.0,3,27.419009
-44.4,1,27.426924
-42.6,3,27.46052
-40.2,1,27.469615
-10.0,2,27.513046
-10.0,5,27.551795
-49.5,1,27.562729
-10.0,3,27.590921
-10.0,1,27.617589
-10.0,1,27.638417
-46.5,2,27.648238
-10.0,1,27.655915
-10.0,3,27.694944
-44.4,4,27.724916
-43.2,1,27.733114
-10.0,1,27.752665
-10.0,2,27.778592
-66.0,5,27.810863
-40.2,4,27.838065
-10.0,3,27.85468
-61.2,2,27.883276
-62.1,2,27.892286
-10.0,2,27.907906
-54.0,1,27.915381
-47.1,1,27.931556
-10.0,1,27.937998
-10.0,2,27.958653
-10.0,4,27.980471
-10.0,2,28.000362
-10.0,1,28.020398
-43.2,1,28.026481
-33.6,3,28.046272
-10.0,8,28.102607
-10.0,3,28.11308
-10.0,7,28.148131
-28.8,1,28.154106
-10.0,4,28.184609
-42.9,2,28.200881
-10.0,2,28.209353
-10.0,3,28.230551
-38.4,2,28.26316
-10.0,1,28.269834
-10.0,3,28.292666
-10.0,1,28.297666
-36.3,1,28.311911
-10.0,2,28.328821
-10.0,1,28.332722
-10.0,1,28.338205
-41.1,4,28.370113
-10.0,2,28.386232
-10.0,2,28.393688
-10.0,5,28.416835
-10.0,1,28.439308
-10.0,1,28.445172
-10.0,8,28.509055
-54.9,1,28.520251
-10.0,3,28.572341
-42.3,2,28.585342
-39.9,2,28.610369
-10.0,1,28.619837
-10.0,2,28.660555
-10.0,2,28.670808
-49.5,2,28.694354
-10.0,2,28.708511
-10.0,1,28.727193
-10.0,3,28.75207
-67.2,1,28.759286
-10.0,2,28.778865
-43.2,1,28.798096
-10.0,4,28.82282
-45.0,2,28.837449
-10.0,1,28.843907
-10.0,1,28.860013
-44.4,3,28.884439
-10.0,2,28.892595
-48.6,1,28.906787
-31.8,2,28.926583
-69.6,1,28.93332
-10.0,2,28.950351
-10.0,3,28.971378
-42.3,2,28.989896
-10.0,1,28.998589
-40.8,2,29.01737
-10.0,2,29.027803
-10.0,1,29.056862
-31.8,2,29.064354
-30.9,2,29.083359
-10.0,1,29.088163
-48.3,2,29.1066
-30.9,1,29.123849
-48.3,4,29.146041
-45.0,2,29.153944
-10.0,1,29.168739
-40.2,1,29.181608
-10.0,1,29.187225
-48.6,1,29.192994
-49.5,2,29.217391
-10.0,2,29.226767
-45.0,2,29.24604
-10.0,4,29.26441
-10.0,4,29.290586
-10.0,2,29.29562
-10.0,1,29.302234
-10.0,1,29.315554
-10.0,2,29.333956
-41.7,3,29.356821
-10.0,2,29.367059
-10.0,1,29.380428
-36.0,2,29.399395
-47.7,4,29.420474
-10.0,1,29.426138
-10.0,2,29.442269
-10.0,1,29.458943
-10.0,2,29.474955
-10.0,4,29.50302
-28.2,3,29.523215
-10.0,1,29.595688
-46.5,2,29.613228
-10.0,6,29.702891
-70.2,3,29.72022
-10.0,1,29.779384
-10.0,3,29.795606
-10.0,1,29.810449
-10.0,2,29.823822
-44.4,2,29.86631
-38.4,2,29.876342
-42.9,2,29.89377
-10.0,2,29.90618
-10.0,1,29.924846
-48.0,3,29.950599
-10.0,3,29.969854
-49.2,1,29.976569
-10.0,1,29.993352
-42.6,8,30.040341
-86.4,3,30.060535
-10.0,1,30.066573
-41.4,6,30.11477
-10.0,2,30.12201
-10.0,1,30.136929
-10.0,8,30.173696
-44.1,2,30.193648
-10.0,2,30.208074
-10.0,1,30.211719
-54.6,2,30.220809
-29.4,2,30.244335
-42.3,1,30.250495
-30.3,7,30.282469
-10.0,1,30.287683
-41.1,5,30.320448
-54.9,1,30.333333
-42.9,8,30.36532
-53.7,2,30.370828
-64.5,4,30.398481
-10.0,2,30.413122
-45.0,2,30.419971
-41.7,2,30.435109
-10.0,4,30.461992
-48.6,1,30.468055
-10.0,2,30.475996
-36.3,1,30.489098
-10.0,2,30.505554
-10.0,1,30.511752
-10.0,2,30.525317
-46.8,1,30.531631
-35.7,1,30.546125
-10.0,3,30.560843
-10.0,1,30.565822
-34.5,1,30.580036
-10.0,6,30.610923
-24.0,7,30.644385
-44.1,3,30.660044
-29.7,5,30.67801
-39.9,2,30.694392
-32.1,1,30.706908
-66.3,4,30.726926
-49.5,1,30.732349
-10.0,2,30.748164
-10.0,1,30.760403
-10.0,6,30.782833
-28.8,1,30.78803
-10.0,1,40.320102
-45.3,1,40.325533
-10.0,1,40.330707
-31.5,1,40.335605
-10.0,3,40.374378
-37.5,3,40.397611
-10.0,5,40.429636
-33.9,2,40.444821
-66.9,2,40.458208
-44.1,2,40.476527
-10.0,12,40.531045
-10.0,1,40.537015
-54.0,1,40.551945
-36.9,1,40.558053
-36.3,3,40.578028
-30.6,2,40.596246
-10.0,7,40.624782
-67.5,1,40.633336
-45.3,1,40.638191
-45.9,4,40.65004
-10.0,1,40.661384
-33.0,3,40.672848
-10.0,3,40.685328
-10.0,14,40.719705
-49.8,1,40.727859
-60.9,4,40.739734
-24.9,4,40.75994
-10.0,3,40.773481
-10.0,1,40.784106
-56.4,2,40.806019
-53.7,1,40.811122
-37.5,4,40.828436
-10.0,1,40.838974
-42.6,2,40.852848
-61.2,2,40.860783
-10.0,2,40.872192
-61.8,3,40.890703
-10.0,1,40.895286
-10.0,2,40.901675
-32.1,1,40.914038
-10.0,1,40.927031
-34.5,3,40.942962
-10.0,4,40.98235
-10.0,2,40.991263
-41.7,3,41.04755
-30.3,4,41.092874
-44.4,2,41.100397
-10.0,2,41.114996
-10.0,1,41.127512
-10.0,6,41.153432
-10.0,1,41.158373
-37.8,4,41.175878
-68.1,6,41.209633
